record_no,line_no,text
2019-0099,1,this comparison is based on the banking activities offered by fintech platforms and the results of these activities
2019-0099,2,"in the study, firstly, a general evaluation is made in the comparison of the fintech platforms to the banking system and then the situation in turkey is analyzed"
2019-0099,3,it is clear that fintech platforms have developed financial markets
2019-0099,4,"moreover, banks have the potential to adapt to the digital innovation advantage of fintech platforms"
2019-0099,5,"in this study, the banking system and fintech platforms are considered as competing institutions as well as supporting and transforming each other"
2019-0099,6,services within the scope of banking activities change as a result of digital innovations
2019-0099,7,"as a result, it is clear that the financing system enters into a revolutionary process"
2019-0099,8,"this study contributes to the literature in terms of the analysis of the relationship between banking and fintech, which is based on turkish fintech ecosystem"
2019-0078,0,"to assure high quality of software systems, the comprehensiveness of the created test suite and efficiency of the adopted testing process are highly crucial, especially in the fintech industry, due to a fintech systems complicated system logic, mission-critical nature, and large test suite"
2019-0078,1,"however, the state of the testing practice in the fintech industry still heavily relies on manual efforts"
2019-0078,2,our recent research efforts contributed our previous approach as the first attempt to automate the testing process in china foreign exchange trade system (cfets) information technology co
2019-0078,3,"ltd., a subsidiary of chinas central bank that provides chinas foreign exchange transactions, and revealed that automating test generation for such complex trading platform could help alleviate some of these manual efforts"
2019-0078,4,"in this paper, we investigate further the dilemmas faced in testing the cfets trading platform, identify the importance of domain knowledge in its testing process, and propose a new approach of domain-specific test generation to further improve the effectiveness and efficiency of our previous approach in industrial settings"
2019-0078,5,we also present findings of our empirical studies of conducting domain-specific testing on subsystems of the cfets trading platform
2019-0077,0,this study will conduct a study of fintech services regarding influencing factors and see the level of influential factors
2019-0077,1,the technology acceptance model (tam) theory from davis is a theoretical basis and associated with perceived risk factors and trust
2019-0077,2,the research method used the quantitative method
2019-0077,3,analysis data with structural equation model (sem) using smart pls v2.0
2019-0077,4,the technique for order of preference by similarity to ideal solution (topsis) method to see the level of influence of the variables
2019-0077,5,we use questionnaires with google form and shared online and the snowball technique for collected data
2019-0077,6,the survey process obtained 564 respondents who stated to suitable the research criteria
2019-0077,7,"the results are getting the main and very significant factor is the perceived usefulness factor, and the additional factor is trust and perceived ease of use factor"
2019-0077,8,from these factors significantly affect users in adopting fintech services
2019-0077,9,"with these results, it can describe what factors can be of concern for the development carried out by the company"
2019-0077,10,"with these factors, it recognized that risk is a factor that is not considered to consider if the factors of usability and convenience factors that have been given"
2019-0077,11,it also automatically increases the trust of users
2019-0034,0,disruptive innovation related modern information systems has recently altered the ways the companies do their businesses and it has positive impacts to those that are willing to adapt to it
2019-0034,1,the fast development of fintech startups on creating payment gateway and peer-to-peer (p2p) lending applications is one of examples for the modern disruptive innovations affecting to traditional financial business
2019-0034,2,the problem arises when the digital disruption affects the bank's business models due to change in customer trends with additional impacts to conventional companies
2019-0034,3,this paper presents the quantitative approaches like statistical hypothesis testing and analysis of regression using convenient random sampling for better analyzing the impacts of fintech on conventional banking industry in indonesia
2019-0034,4,"a number of important and realistic variables, such as customer satisfaction, net promotion score, promotion, ease of use, etc., were considered in this research in order to find a variety of the value propositions that dominantly influence to the adoption of fintech or banking products"
2019-0034,5,"the results show that the banks have been disrupted by the payment fintech since the emergence of fintech companies in around 2015, mainly due to superior value propositions, like promotion with standardized beta value of 0.349 and wide range of merchants with 0.153, respectively"
2019-0034,6,"in addition, the fintech startups have digital strategies on adopting a customer-centric mindset and developing a product that gives their customer a high customer satisfaction"
2019-0034,7,"however, in the current time, p2p fintechs do not have that significant disruption to the banks, mainly due to the fact that the customers consider more on safety reasons"
2019-0063,0,now in the era of artificial intelligence and digitalisation financial sector is adopting various digital tools in their products and services offerings
2019-0063,1,thats why user acceptance of technology in the financial sector has became the important field of the study
2019-0063,2,"internet banking, mobile banking, atm,cash deposit machines, instant payment services, online trading in stock markets, online funds transfers, e-wallets,wealth management, peer to peer lending, blockchain technology are various fintech products and services"
2019-0063,3,this study is an attempt to analyse the users acceptance of technology in their financial management decisions by using cognitive computational model
2019-0063,4,cognitive computing provides a great opportunity for users to understand the true nature of risk for the industry especially new upcoming risk such as cyber security
2019-0063,5,"this study mainly focuses on how different cognitive factors such as perceived expenditure, ease of time, level of risk, service quality, frequent use of automated tools, socio cultural factors, perceived trust, perceived usability and perceived convenience to use influence the users motive to adopt and utilise the financial technology"
2019-0100,0,[no abstract available
2019-0101,0,[no abstract available
2019-0102,0,[no abstract available
2019-0016,0,[no abstract available
2019-0039,0,financial technology (fintech) based trading activities operate above and underground
2019-0039,1,"due to their nature, fintech products can be used within the dedicated regulatory framework or into the deep layers of the internet"
2019-0039,2,"this feature of fintech alone could potentially undermine the existing financial services regulation (fsr), the aim of which is to ensure financial stability through investor protection measures and measures protecting the integrity of the financial market"
2019-0039,3,"to this end, much of the illegal activities on the dark web have an interconnected and cross-sectorial impact on the fsrs aimsfor example, the on-going problem with stealing of personal data has implications on investor protection, often via market manipulation channels"
2019-0039,4,such considerations make it relevant to analyse the ways fintech used on the dark web could affect traditional and fintech activities in the financial sector
2019-0039,5,how strong this impact could be would probably depend on how ubiquitous fintech innovations are on the deep or dark web
2019-0039,6,"this article will argue that by definition their market presence is not only across the entire internet, but also very high in volume"
2019-0039,7,"this is all the more the case because fintechs brainchild, the cryptos, have become the go to currency for many activities outside the law"
2019-0012,0,"cyber threat attribution identifies the source of a malicious cyber activity, which in turn informs cyber security mitigation responses and strategies"
2019-0012,1,"such responses and strategies are crucial for deterring future attacks, particularly in the financial and critical infrastructure sectors"
2019-0012,2,"however, existing approaches generally rely on manual analysis of attack indicators obtained through approaches such as trace-back, firewalls, intrusion detection and honeypot deployments"
2019-0012,3,"these attack indicators, also known as low-level indicators of compromise (iocs), are rarely re-used and can be easily modified and disguised resulting in a deceptive and biased cyber threat attribution"
2019-0012,4,"cyber attackers, particularly financially-motivated actors, can use common high-level attack patterns that evolve less frequently as compared to the low-level iocs"
2019-0012,5,"to attribute cyber threats effectively, it is necessary to identify them based on the high-level adversary's attack patterns (e.g"
2019-0012,6,"tactics, techniques and procedures - ttps, software tools and malware) employed in different phases of the cyber kill chain"
2019-0012,7,"identification of high-level attack patterns is time-consuming, requiring forensic investigation of the victim network(s) and other resources"
2019-0012,8,"in the rare case that attack patterns are reported in cyber threat intelligence (cti) reports, the format is textual and unstructured typically taking the form of lengthy incident reports prepared for human consumption (e.g"
2019-0012,9,"prepared for c-level and senior management executives), which cannot be directly interpreted by machines"
2019-0012,10,"thus, in this paper we propose a framework to automate cyber threat attribution"
2019-0012,11,"specifically, we profile cyber threat actors (ctas) based on their attack patterns extracted from cti reports, using the distributional semantics technique of natural language processing"
2019-0012,12,"using these profiles, we train and test five machine learning classifiers on 327 cti reports collected from publicly available incident reports that cover events from may 2012 to february 2018"
2019-0012,13,it is observed that the cta profiles obtained attribute cyber threats with a high precision (i.e
2019-0012,14,"83% as compared to other publicly available cta profiles, where the precision is 33%)"
2019-0012,15,the deep learning neural network (dlnn) based classifier also attributes cyber threats with a higher accuracy (i.e
2019-0012,16,94% as compared to other classifiers)
2019-0036,0,"purpose: given the large global investments made in fintechs and the context of brazilian credit (which has been suffering from the effects of the crisis in the last decade), the purpose of this paper is to study the propensity of consumption of credit services offered by fintechs of loans"
2019-0036,1,"in order to discover the factors that influenced the propensity to apply for fintech loans, a theoretical model was designed, which was tested by means of a survey given to individuals who might contract loans"
2019-0036,2,"design/methodology/approach: the final sample consisted of 507 individuals whose data were analyzed through structural equation modeling (sem), with estimation of partial least squares"
2019-0036,3,"findings: from the results of the research, it was possible to draw a profile of the fintechs of brazilian loans and also to estimate the antecedents of the propensity to utilize this type of service"
2019-0036,4,research limitations/implications: the model proposed in this work was developed to measure the propensity to consume in relation to the credit services offered by lending fintechs
2019-0036,5,"practical implications: the consumer should intensify the use of these channels to shape financial products and services to their needs, thereby democratizing access to credit, which is often restricted in quantity and quality by policies of institutions that dominate the brazilian lending market"
2019-0036,6,"originality/value: aspects such as trust, personal innovation, perceived utility, ease of use and social influence, as well as the constructs that precede them like privacy, stigma and transactional distance, explain 41.5 percent of the propensity to use services from lending fintechs in brazil"
2019-0006,0,financial technology (fintech) services using emerging technology such as the internet of things (iot) is becoming more prevalent
2019-0006,1,the recent proliferation of the mobile payment sector led by innovative mobile fintech payment services such as apple pay and samsung pay is the most important and fastest growing fintech services from consumers perspective
2019-0006,2,"although businesses have been making efforts to spread the use of the services, security is crucial in the diffusion of the services"
2019-0006,3,"despite the importance, the role of perceived security in continuous intention to use mobile, fintech services has not yet been investigated in depth"
2019-0006,4,"thus, this study investigates the relationships between perceived security, knowledge regarding the services, confirmation, perceived usefulness, and satisfaction"
2019-0006,5,we propose a research model using an extended post-acceptance model (epam) as a theoretical framework in the context of fintech services
2019-0006,6,we then validate the model using the data collected from the service users
2019-0006,7,the analyzed results show that knowledge and perceived security in mobile fintech services have a significant influence on users confirmation and perceived usefulness
2019-0006,8,"however, perceived security does not directly influence users satisfaction and continual intention to use"
2019-0006,9,"we further find significant relationships among confirmation, perceived usefulness, satisfaction, and continual intention to use of the services"
2019-0006,10,we discuss theoretical and practical contributions of the study
2019-0000,0,we investigate the economic and technological determinants inducing entrepreneurs to establish ventures with the purpose of reinventing financial technology (fintech)
2019-0000,1,we find that countries witness more fintech startup formations when the economy is well-developed and venture capital is readily available
2019-0000,2,"furthermore, the number of secure internet servers, mobile telephone subscriptions, and the available labor force has a positive impact on the development of this new market segment"
2019-0000,3,"finally, the more difficult it is for companies to access loans, the higher is the number of fintech startups in a country"
2019-0000,4,"overall, the evidence suggests that fintech startup formation need not be left to chance, but active policies can influence the emergence of this new sector"
2019-0035,0,this chapter examines how fintech is breaking barriers to financial inclusion
2019-0035,1,it first traces the history of fintech and its evolution both globally and in africa
2019-0035,2,then it reviews the impact of selected fintech products in african countries
2019-0035,3,several observations are noteworthy
2019-0035,4,"first, mobile money facilitated by mobile technology stands out as the most successful innovation in extending financial inclusion in africa"
2019-0035,5,"second, the most promising innovation that has the potential to alleviate sme funding constraints is crowdfunding"
2019-0035,6,"however, this potential can only be realized by increasing internet access in africa, the region with the lowest penetration"
2019-0035,7,"finally, the chapter discusses the challenges facing the proliferation of fintech investments in africa"
2019-0076,0,"in light of inevitable cross-border scenarios in today's highly interconnected financial markets and since financial stability may be put at risk by the rising phenomenon of financial technology (known as fintech), the importance of developing effective ways to regulate fintech across borders cannot be neglected"
2019-0076,1,the financial sector has changed from a traditional one marked by conventional financial intermediation structures towards an increasingly technology-affected one
2019-0076,2,"not only this change but anticipated developments too require if not extensively reconsidering the design of financial regulation,1 then at least not turning a blind eye to shaping developments"
2019-0076,3,whether the numerous recently sprouting bilateral fintech cooperation agreements are adequate transnational regulatory instruments to address fintech effectively across borders is for this paper to elucidate
2019-0015,0,fintech is the hottest topic in finance today
2019-0015,1,"recent advances in cryptography, data analytics, and machine learning are visibly ""disrupting"" traditional methods of delivering financial services and conducting financial transactions"
2019-0015,2,"less visibly, fintech is also changing the way we think about finance: it is gradually recasting our collective understanding of the financial system in normatively neutral terms of applied information science"
2019-0015,3,"by making financial transactions easier, faster, and cheaper, fintech seems to promise a micro-level ""win-win "" solution to the financial system's many ills"
2019-0015,4,"this article challenges such narratives and presents an alternative account of fintech as a systemic, macro-level phenomenon"
2019-0015,5,"grounding the analysis of evolving fintech trends in a broader institutional context, the article exposes the normative and political significance of fintech as the catalyst for a potentially decisive shift in the underlying public-private balance of powers, competencies, and roles in the financial system"
2019-0015,6,"in developing this argument, the article makes three principal scholarly contributions"
2019-0015,7,"first, it introduces the concept of the new deal settlement in finance: a fundamental political arrangement, in force for nearly a century, pursuant to which profit-seeking private actors retain control over allocating capital and generating financial risks,1 while the sovereign public bears responsibility for maintaining systemic financial stability"
2019-0015,8,"second, the article advances a novel conceptual framework for understanding the deep-seated dynamics that have eroded the new deal settlement in recent decades"
2019-0015,9,"it offers a taxonomy of core mechanisms that both (a) enable private actors to continuously synthesize tradable financial assets and scale up trading activities, and (b) undermine the public's ability to manage the resulting system-wide risks"
2019-0015,10,"finally, the article shows how and why specific fintech applications-cryptocurrencies, distributed ledger technologies, digital crowdfunding, and robo-advising-are poised to amplify the effect of these destabilizing mechanisms, and thus potentially exacerbate the tensions and imbalances in today's financial markets and the broader economy"
2019-0015,11,it is this potential that renders fintech a public policy challenge of the highest order
2019-0064,0,aim: the paper attempts to assess the fundamentals of business model and its classification
2019-0064,1,"also it explores the basics of financial innovation, emerging banking technologies and enhance rich insights from the case of innovative gojek business model"
2019-0064,2,methodology: qualitative approach is utilized to understand the fundamentals of business model from secondary sources focused on literature review
2019-0064,3,"also to explore the various benchmark aspects of business model, innovation, technology adoption the paper draws secondary data from the various related journals, conference proceedings, news bulletins and similar forums"
2019-0064,4,"the various enabling banking technologies of new age business models are also identified from secondary sources especially technology based journals, banking forums and related sources"
2019-0064,5,major findings: a bm is comprised of two fundamental elements namely the value proposition (what is offered and to whom) and the operation model (how do we generate profit by delivering the offering)
2019-0064,6,the hype cycle and related discussion on business processes explains in depth the various aspects of technology adoption in bms
2019-0064,7,"in the context of discussion on business modelling, financial innovation can be categorized based on innovations in product process and risk-shifting"
2019-0064,8,"hybrid cloud, api platforms, robotic process automation (rpa), blockchain, instant payments, prescriptive security, artificial intelligence (ai), augmented and virtual reality, smart machines and quantum computing are some of the latest fintech to mention in the context of banking and financial services industry"
2019-0064,9,the gojek business model is explored to comprehend the delicate aspects of business model innovation and understand the grass roots strategic approach adopted by the model
2019-0103,0,"the rise of fintech startups and the broadening ambitions of the worlds digital titans are putting increased pressure on traditional banks, insurers, and other players"
2019-0103,1,"customers no longer expect their bank to provide the best digital experience (dx) amongst its peers, but amongst all the organizations they interact with"
2019-0103,2,"due to a plethora of data, fintech startups have gained significant grip, by introducing innovative and successfully offering products and distinctive solutions for consumer demand, efficiently and conveniently at lower transaction cost"
2019-0103,3,"in view of increased number of digitally enlighten customer and rising adoption rate of fintecc, the banks and fintech firms should not view as a rivalry to each other but as collaborative partner on the grounds of their relevance and interdependence"
2019-0103,4,"the paper discussed the rationality behind collaborations of banks with fintech startups, challenges and supportive environment"
2019-0044,0,"testing of distributed systems is a complex task, which is hampered by the impossibility of guaranteed reproduction of errors associated with race conditions"
2019-0044,1,"even minor instrumentation of the system significantly changes its characteristics, which becomes critical, especially for load testing"
2019-0044,2,all of that increases the importance of quality control methods based on the system log analysis
2019-0044,3,"in this paper, we present our experience of semi-automated analysis of the behavior of clearing and settlement system by utilizing its logs for the purpose of identifying and classifying errors"
2019-0001,0,we provide large-scale evidence on the occurrence and value of fintech innovation
2019-0001,1,"using data on patent filings from 2003 to 2017, we apply machine learning to identify and classify innovations by their underlying technologies"
2019-0001,2,"we find that most fintech innovations yield substantial value to innovators, with blockchain being particularly valuable"
2019-0001,3,"for the overall financial sector, internet of things (iot), robo-advising, and blockchain are the most valuable innovation types"
2019-0001,4,"innovations affect financial industries more negatively when they involve disruptive technologies from nonfinancial startups, but market leaders that invest heavily in their own innovation can avoid much of the negative value effect"
2019-0001,5,"(jel g14, g20, g29, g39)"
2019-0004,0,"fintech is about the introduction of new technologies into the financial sector, and it is now revolutionizing the financial industry"
2019-0004,1,"in 2017, when the academic finance community was not actively researching fintech, the editorial team of the review of financial studies launched a competition to develop research proposals focused on this topic"
2019-0004,2,this special issue is the result
2019-0004,3,"in this introductory article, we describe the recent fintech phenomenon and the novel editorial protocol employed for this special issue following the registered reports format.we discuss what we learned from the submitted proposals about the field of fintech and which ones we selected to be completed and ultimately come out in this special issue"
2019-0004,4,we also provide several observations to help guide future research in the emerging area of fintech
2019-0004,5,"(jel g00, g21, g23, g28, l51, o31)"
2019-0056,0,"as the number of devices and platforms gradually increased that serve as a medium for online banking services, the number of replicated services for different platforms also increase"
2019-0056,1,each service has a different representation in a different platform even though targeting the same business objectives
2019-0056,2,this situation results in the problem of re-developing similar set of requirements for different devices and services which in turn results in multiplied effort in software development and degradation in the software quality because of the replicated code
2019-0056,3,the objective of this paper is to present a device independent user interface development approach that eliminates the replicated user interface development effort of the same set of services for different platforms/devices while increasing the presentation performance
2019-0056,4,"in this context, we provide a basic technique that uses a json based user interface definition format, called omni-script, to separate the representation of banking services in different platforms/devices, so called channels"
2019-0056,5,"omni-script is a pioneering solution being used in a real development environment in banking software domain that is experiencing a shift towards omni-channel user experience, where users are able to seamlessly continue using banking services in different platforms and devices"
2019-0056,6,"as the evaluation method, we have measured the actual development effort on a representative sample development team and a set of services"
2019-0056,7,"additionally, we later deployed and measured the rendering time and the amount of data communication for the proposed approach in a real production environment"
2019-0056,8,production deployment resulted in a remarkable decrease in data communication and in loading times at the client side
2019-0056,9,"as importantly, the proposed approach also resulted in a nearly 75% decrease in service development time by enabling analysts to produce user interface prototypes that can be integrated to service development with minimal effort"
2019-0028,0,"this practitioner note proposes a new approach considering two-stage clustering and lrfmp model (length, recency, frequency, monetary and periodicity) simultaneously for customer segmentation and behavior analysis and applies it among the iranian fintech companies"
2019-0028,1,"in this practitioner note, the k-means clustering algorithm and lrfmp model are combined in the customer segmentation process"
2019-0028,2,"after initial clustering, for a better understanding of valuable customers, additional clustering is implemented in segments that needed further investigation"
2019-0028,3,this approach contributes to a better interpretation of different customer segments
2019-0028,4,"customer segments, consisting of 23524 business customers are analysed based on their characteristics and appropriate strategies are recommended accordingly"
2019-0028,5,the first stage clustering result shows that customers are best segmented into four groups
2019-0028,6,the first and fourth segments are clustered again and the final 11 groups of customers are determined
2019-0028,7,"this note provides a systematic and practical approach for researchers and practitioners for segmentation, interpretation, and targeting of customers especially in the b2b setting and the fintech industry and helps managers to make effective marketing strategies and enhance customer relationship and marketing intelligence"
2019-0054,0,financial inclusion and inclusive growth is the clarion call given by nations all across the globe as they become increasingly aware that growth is more sustainable when it is inclusive
2019-0054,1,close on the heels of this awakening comes the fintech revolution which questions the role of traditional players in promoting the inclusion and fosters the same
2019-0054,2,"while the regulated traditional banking channel has been engaged in meeting the challenges of inclusive growth, the emergence of technology is sweeping across the sub-continent marked by stupendous growth in electronic market, smart phone penetration, cloud based solutions and the emergence of financial technology companies providing services and products similar and parallel to banking"
2019-0054,3,"even as fintech seems to redefine the service quality and product delivery through innovative use of technology in design and delivery of financial products and services, there is a need to moderate the hype by introducing a robust regulatory framework to strike a balance between innovation and compliance and to ensure a service orientation over and above the pure commercial instinct"
2019-0054,4,"the instant paper attempts to examine the phenomenal role of fintech in filling the wide gap of financial inclusion, the need for its reorientation towards poorest of the poor and the road ahead in the light of multiple challenges that it faces and poses to the traditional players"
2019-0024,0,technological development and digitalization plays a crucial role in financial sector by allowing firms to create value in a rapidly changing environment
2019-0024,1,the acquisitions of firms related to financial technologies are one of the ways to obtain vital knowledge
2019-0024,2,in order to identify the fintech companies we are looking at firms that are involved in business activities in both the it and financial sectors
2019-0024,3,"by examining the growing role of fintech firms in the recent mergers and acquisitions from an investor point of view, this paper contributes to the existing literature by investigating the post-acquisition performance of the acquirer firms measured by abnormal returns"
2019-0024,4,we discovered significant positive average abnormal return after acquisition of fintech companies in the short-term and negative average abnormal return in the long-term using event study methodology
2019-0024,5,"the specifics of cross-border acquisitions, the level of the domestic market development of the acquirer, and other characteristics of m&a deals are considered in order to explain the reaction of investors to announcements of fintech firms acquisitions"
2019-0024,6,the determinants of corresponding m&a deals in emerging and developed markets were revealed
2019-0030,0,"this article argues that there are many questions that lawyers might ask, and conversations that they might have, about smart contracts"
2019-0030,1,that some questions that are asked are more important than others
2019-0030,2,and that there are some questions that are not asked but which should be asked
2019-0030,3,"first, it is argued that the question that preoccupies coherentists (concerning the application of the law of contract to smart contracts, and the fit between smart contracts and the paradigmatic fiat contracts that are recognised by the law of contract) is neither as puzzling nor as important as might be supposed"
2019-0030,4,"secondly, it is argued that, if there are concerns about the acceptability of smart contracts, then the conversation that needs to be had is of a regulatory-instrumentalist nature"
2019-0030,5,"in particular, if the question is one of public policy restrictions on the use of smart contracts, then the appropriate balance of interests needs to be made by an institution that has both the necessary mandate and the appropriate mind-set"
2019-0030,6,"thirdly, it is argued that there are conversations that we currently do not have but which urgently need to be had"
2019-0030,7,blockchain is a potentially transformative technology and it is important to have more fundamental conversations about the kind of community that we want to be
2019-0008,0,banks have no time for complacency
2019-0008,1,they need to re-evaluate their competitive advantages in light of profound changes driven by advances in information technology (it) and competitive pressure from fintech companies
2019-0008,2,"this article emphasizes that banks should not abolish relationship banking, which nurtures close contact with bank customers"
2019-0008,3,a long-term orientation of relationship banking streamlines incentives and supports the long-term needs of bank customers
2019-0008,4,"however, banks might be lured into transaction banking due to the presence of it-driven economies of scale and competition from fintech start-ups and it companies"
2019-0008,5,"in this light, the article evaluates the role of distances, artificial intelligence, and behavioral biases"
2019-0008,6,implications for stability in banking are explored
2019-0008,7,"we argue that relationship banking can overcome its drawbacks, but it needs to adjust to the new reality in order to survive"
2019-0005,0,"along with the development of fintech, many scholars have studied how information technology is applied to financial services with a focus on extended methods for application"
2019-0005,1,few scholars have studied the influence mechanism behind the adoption of fintech services
2019-0005,2,"this paper proposes an improved technology acceptance model (tam) that incorporates user innovativeness, government support, brand image, and perceived risk as determinants of trust to investigate how users adopt fintech services"
2019-0005,3,"we designed a questionnaire, sent it to active customers of the hefei science and technology rural commercial bank, and obtained 387 eligible responses"
2019-0005,4,"we analyzed the data with a structural equation model (sem) to test the hypotheses, including the relationships of all latent variables"
2019-0005,5,the results reveal that users' trust in fintech services has a very significant influence on users' attitudes for adoption
2019-0005,6,"in addition, perceived ease of use and perceived risk does not affect users' attitudes toward the adoption regarding fintech services"
2019-0005,7,this study contributes to the literature of the adoption of fintech services by providing a more comprehensive view of the determinants of users' attitudes by combining trust of fintech services with tam
2019-0040,0,"advances in information technology (it) bring about technological innovation in financial businesses, referred to as financial technology (fintech), beyond the traditional financial industry"
2019-0040,1,"while fintech implies more convenient and various financial services to customers, it leads to more complexity in the financial sector, as different industry players (e.g., it firms) can participate in financial businesses"
2019-0040,2,the complexity of fintech causes controversial issues related to policies and the appropriate development direction
2019-0040,3,"in order to provide insight into the current state of fintech, this study explores the fundamental understanding of the fintech phenomenon from the perspective of the major stakeholders (i.e., financial authorities, financial companies, it firms) in south korea"
2019-0040,4,"this study analyzed news articles, where those stakeholders expressed their arguments, by using a content analysis"
2019-0040,5,the study also conducted an intensive examination of their arguments by using a core-periphery approach of social representations
2019-0040,6,"this study found that while the three beholders had a common opinion on deregulation of the fintech industry, each of them had different knowledge of the phenomenon"
2019-0040,7,"by revealing each beholder's structure of representations of fintech, this study not only provides common knowledge regarding fintech but also explicates the perceptual gaps among stakeholders"
2019-0040,8,"findings of the study offer a big picture of current fintech initiatives, which can be useful knowledge for future research on fintech"
2019-0010,0,the recent emergence and rapid growth of new financial services by financial technology (fintech) companies have driven banking institutions towards operational innovation in order to gain sustainable competitive advantage
2019-0010,1,this study aims to conduct an in-depth investigation of the banking sector in response to the challenges brought by fintech startups
2019-0010,2,"based on the service innovation theory, we propose a novel hybrid multiple criteria decision-making method (mcdm) to evaluate service innovation strategies for improving the sustainability of china's banking industry during the fintech revolution"
2019-0010,3,a six-dimensional model comprising 20 sub-criteria is constructed and both the decision making trial and evaluation laboratory (dematel) technique and dematel-based analytic network process (danp) are used to explore interrelationships among the indices and their related weights
2019-0010,4,"finally, the modified visekriterijumsko kompromisno rangiranje (vikor) method is employed to evaluate performance gaps in the four major types of commercial banks in china-state-owned, joint-stock, city commercial banks, and other credit cooperatives-in the field of service innovation"
2019-0010,5,"the improvement priorities, ranked from highest to lowest, are new business partners, new service concepts, organizational innovation, technological innovation, new customer interactions, and new revenue models"
2019-0010,6,these results will provide strategies for the sustainable development of china's banking industry and the implementation of changes in response to the impact of the fintech revolution
2019-0003,0,"blockchain, the technology underlying bitcoin, is an emerging financial technology (fintech) that is poised to have strategic impacts on organizations"
2019-0003,1,"because it is a new phenomenon, there are few studies on blockchain, and those studies have focused mainly on the technology's potential impacts, whereas how to effectively implement it in an organization remains unknown"
2019-0003,2,our study intends to fill that gap
2019-0003,3,"using affordance-actualization (a-a) theory as the theoretical lens, we conducted a case study of blockchain implementation in an organization that has effectively implemented it"
2019-0003,4,we identify three affordances of blockchain in the organization and a process model whereby these affordances are actualized
2019-0003,5,"the process model extends a-a theory by adding an experimentation phase where blockchain's use cases within the organization are identified, developed and tested through conceptual adaptation and constraint mitigation"
2019-0003,6,"our study makes important theoretical contributions to the literature on a-a theory, blockchain, information technology (it) implementation, and strategic information systems (sis)"
2019-0003,7,our study can also help it practitioners to implement blockchain effectively and extract value from their investment
2019-0104,0,"in this modern era there is rapid growth of electronic transactions in the finance field.there are various electronic means like neft,rtgs,eft,imps, plastic money, internet banking, mobile banking, instant payment applications, block chain, crypto currency, electronic wallets, online transactions in stock markets etc"
2019-0104,1,software industry is playing key role in the finance sector
2019-0104,2,"financial corporations are also adopting digital tools while delivering the services to their customers.in this study various demographical factors such as gender, age, educational qualification, marital status,occupation, annual income were considered and found impact of various demographical factors on users interest to adopt the fintechnology"
2019-0105,0,the purpose of this study was to analyze the influence of personal and psychological factors on the fintech service usage intention
2019-0105,1,we analyzed the similarities and differences between korean and chinese users in fintech usage intention
2019-0105,2,the previous literatures have been interested in finding and measuring the fintech service quality
2019-0105,3,"in this paper, a new model is proposed to explain usage intention focused on users personal and psychological characteristics"
2019-0105,4,"at the first part of study, the various theories related to fintech service usage intention were introduced and compared with"
2019-0105,5,a new model tried to examine the factors that can cause psychological discomfort of the users
2019-0105,6,"the status quo bias, subjective norm and perceived risk are considered as major psychological discomfort factors"
2019-0105,7,this study will guide fintech companies to carry out an effective fintech service strategy
2019-0105,8,"the key data, especially, on fintech usage intention of korean and chinese users will help multi-national companies to formulate the differentiated strategies reflecting each countrys consumer psychology"
2019-0037,0,"the main directions, challenges, threats of development of the newest financial technologies-fintech are considered"
2019-0037,1,"the trends and technological basis of digitalization of financial intermediation in the areas of payment systems, lending and deposits, insurance, investment management, financial trading are characterized"
2019-0037,2,the possible effects of fintech influence on the activities of traditional financial intermediaries are identified
2019-0037,3,the factors of fintech distribution in ukraine are revealed
2019-0037,4,post-crisis world-view changes in the formulation of targets for the use of financial innovations and fintech are substantiated
2019-0037,5,"the spectrum of potential financial stability risks posed by fintech, which requires systematic monitoring by entities providing financial stability, is determined"
2019-0037,6,"the necessity of providing a reliable level of information security of financial intermediation, taking into account a digitalization on the basis of new information and communication technologies and infocommunication systems, is substantiated"
2019-0065,0,the financial services sector is rapidly changing with the advancement of contemporary technologies and the traditional financial institutions are redrawing their boundaries to keep pace in the digital economy
2019-0065,1,"conventional services offered by the incumbents are now disaggregated by a growing number of fintech players, leading to the construction of new business models and partnerships"
2019-0065,2,"and yet, there remains a lack of research on how banks are developing their capabilities in the face of digital disruption and the outcomes they generate in the process"
2019-0065,3,"toward bridging this gap, our research draws on the global survey and interviews conducted by a multinational law firm in unpacking the capability development process in banks"
2019-0065,4,"in doing so, our findings offer insights into the dynamic capability development in banks in the face of the digital disruption that is transforming the financial landscape globally"
2019-0066,0,"emergent innovative financial technologies are profoundly changing the way in which we spend, move and manage our money, unlike ever before, and traditional retail banks are facing stiff competition"
2019-0066,1,"the global financial crisis in 2007-2009 led to large losses, and even the collapse of a significant number of established banks shaking the trust of financial customers worldwide"
2019-0066,2,the digital banking revolution is an insightful look at how financial technology and the rapid rise of financial technology companies have brought welcome changes offering flexibility to the banking industry
2019-0066,3,the book offers a unique perspective on the consumerization of retail banking services
2019-0066,4,"it delves into the many changes that financial innovations have brought about in banking, the main financial disruptors, the new era of banking on the go, and financial innovations from countries around the world before concluding with a discussion on the future of banking including optimizing structures, new strategies for business outcomes, and human resources in the digital era"
2019-0067,0,"this research investigates how fintech start-ups, which refer to organisations that offer novel financial services or products that are delivered via technologies, develop capabilities for innovation, survival and scaling"
