Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Lombardi R., Paoloni P., Belyaeva Z., Shams S.M.R.",55565307600;56989692900;55938209600;36083052200;,Guest Editorial,2020,Management Decision,58,8,,1517,1524,,2.0,10.1108/MD-08-2020-036,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097100963&doi=10.1108%2fMD-08-2020-036&partnerID=40&md5=6b56564cc24690b8c52f91b6184c9e16,Manage. Decis.,Editorial,Final,,Scopus,2-s2.0-85097100963
"Singh S., Sahni M.M., Kovid R.K.",57214306197;57201680384;57219852904;,What drives FinTech adoption? A multi-method evaluation using an adapted technology acceptance model,2020,Management Decision,58,8,,1675,1697,,6.0,10.1108/MD-09-2019-1318,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095735584&doi=10.1108%2fMD-09-2019-1318&partnerID=40&md5=5a34d82ab13c2920bde32b042cacdbac,Manage. Decis.,Article,Final,,Scopus,2-s2.0-85095735584
"Sannino G., Di Carlo F., Lucchese M.",57192982774;56924917200;57215876311;,CEO characteristics and sustainability business model in financial technologies firms: Primary evidence from the utilization of innovative platforms,2020,Management Decision,58,8,,1779,1799,,7.0,10.1108/MD-10-2019-1360,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082202135&doi=10.1108%2fMD-10-2019-1360&partnerID=40&md5=d642c3bd7fe9276f20db7b2aef53970c,Manage. Decis.,Article,Final,,Scopus,2-s2.0-85082202135
"Moro-Visconti R., Rambaud S.C., Pascual J.L.",57221192852;6603781057;57204089183;,Sustainability in FinTechs: An explanation through business model scalability and market valuation,2020,Sustainability (Switzerland),12,24,10316,1,24,,4.0,10.3390/su122410316,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098508709&doi=10.3390%2fsu122410316&partnerID=40&md5=cb21cc7a50dc168449ae62f80ae0eba5,Sustainability,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85098508709
"Puschmann T., Hoffmann C.H., Khmarskyi V.",6506557303;57190062996;57191737409;,How green fintech can alleviate the impact of climate change—The case of Switzerland,2020,Sustainability (Switzerland),12,24,10691,1,28,,2.0,10.3390/su122410691,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098331122&doi=10.3390%2fsu122410691&partnerID=40&md5=6200d56850423c51d08cd1431f84282b,Sustainability,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85098331122
"Shiau W.-L., Pu X., Ray S., Chen C.C.",6602670816;57193138406;37108440100;7501949741;,Guest editorial,2020,Industrial Management and Data Systems,120,12,,2153,2160,,,10.1108/IMDS-12-2020-727,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097085577&doi=10.1108%2fIMDS-12-2020-727&partnerID=40&md5=240d926ab561800aeb8a6190ed9d25e4,Ind Manage Data Sys,Editorial,Final,,Scopus,2-s2.0-85097085577
"Calvo-Mora A., Blanco-Oliver A., Roldán J.L., Periáñez-Cristóbal R.",8952880000;55800421900;8952880200;56516912400;,TQM factors and organisational results in the EFQM excellence model framework: an explanatory and predictive analysis,2020,Industrial Management and Data Systems,120,12,,2297,2317,,7.0,10.1108/IMDS-12-2019-0701,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090775000&doi=10.1108%2fIMDS-12-2019-0701&partnerID=40&md5=a2f8d6463b03d927d67ab57c5db58755,Ind Manage Data Sys,Article,Final,,Scopus,2-s2.0-85090775000
"Huang C.-C., Chang Y.-W., Hsu P.Y., Prassida G.F.",35752114700;56114171400;8067440500;57193741381;,A cross-country investigation of customer transactions from online to offline channels,2020,Industrial Management and Data Systems,120,12,,2397,2422,,3.0,10.1108/IMDS-12-2019-0714,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090138653&doi=10.1108%2fIMDS-12-2019-0714&partnerID=40&md5=afbc58e6c5dda0ce63d262ef1d88e923,Ind Manage Data Sys,Article,Final,,Scopus,2-s2.0-85090138653
"Wan Y., Zhang Y., Yan M.",55824036200;57218555429;57211888564;,What influences patients' willingness to choose in online health consultation? An empirical study with PLS–SEM,2020,Industrial Management and Data Systems,120,12,,2423,2446,,3.0,10.1108/IMDS-11-2019-0633,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089486700&doi=10.1108%2fIMDS-11-2019-0633&partnerID=40&md5=6da9bb5e4e3a4dda69973fca981c8d21,Ind Manage Data Sys,Article,Final,,Scopus,2-s2.0-85089486700
"Chin W., Cheah J.-H., Liu Y., Ting H., Lim X.-J., Cham T.H.",7202546881;57191585883;55278323400;56312440400;57205262966;57035596700;,Demystifying the role of causal-predictive modeling using partial least squares structural equation modeling in information systems research,2020,Industrial Management and Data Systems,120,12,,2161,2209,,39.0,10.1108/IMDS-10-2019-0529,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088930666&doi=10.1108%2fIMDS-10-2019-0529&partnerID=40&md5=bb81300756445f679f99198b8bdda2fb,Ind Manage Data Sys,Article,Final,,Scopus,2-s2.0-85088930666
"Chen C., Li X.",57212492931;57205600906;,The effect of online shopping festival promotion strategies on consumer participation intention,2020,Industrial Management and Data Systems,120,12,,2375,2395,,2.0,10.1108/IMDS-11-2019-0628,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088088788&doi=10.1108%2fIMDS-11-2019-0628&partnerID=40&md5=42a9bf843dd4c1cc1186b89d039d9819,Ind Manage Data Sys,Article,Final,,Scopus,2-s2.0-85088088788
"Li Z., Li W., Gao F., Yu P., Zhang H., Jin Z., Wen Q.",57207916190;27170357500;55621493300;57206663047;36656785600;25927237700;7006468768;,New blind filter protocol: An improved privacy-preserving scheme for location-based services,2020,Computer Journal,63,12,,1886,1903,,,10.1093/comjnl/bxaa043,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119039259&doi=10.1093%2fcomjnl%2fbxaa043&partnerID=40&md5=31e6434e0dce0f3fa99b1eff42a69996,Comput J,Article,Final,,Scopus,2-s2.0-85119039259
"Sheng H., Chen Y.",56704392300;57284387500;,An Empirical Study on Factors influencing Users' Psychological Reactance to Artificial Intelligence Applications,2020,"Proceedings - 2020 7th International Conference on Information Science and Control Engineering, ICISCE 2020",,,,234,237,,,10.1109/ICISCE50968.2020.00058,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116380110&doi=10.1109%2fICISCE50968.2020.00058&partnerID=40&md5=5a2fb31fe344cb08609e1aeceb5fc676,"Proc. - Int. Conf. Inf. Sci. Control Eng., ICISCE",Conference Paper,Final,,Scopus,2-s2.0-85116380110
"López-Sánchez P., Urquía-Grande E., del Campo C., Rivero-Menéndez M.J.",55986711300;55786873400;7006426783;57194597052;,The importance of accounting for microcredit beneficiaries in developing countries: A social experiment in Spanish universities,2020,Enterprise Development and Microfinance,31,4,,268,283,,1.0,10.3362/1755-1986.20-00012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109873819&doi=10.3362%2f1755-1986.20-00012&partnerID=40&md5=99b28a1fca7681f4a403a94884c3e76f,Enterp. Dev. Microfinance,Article,Final,,Scopus,2-s2.0-85109873819
"Bitzer M., Bürger O., Häckel B., Voit C.",57225331178;57194133328;36462447600;57205726412;,Toward an Economically Optimal Team Design in IT-Related Innovation Projects,2020,International Journal of Innovation and Technology Management,17,8,2150001,,,,,10.1142/S0219877021500012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105883333&doi=10.1142%2fS0219877021500012&partnerID=40&md5=d7894aea469c9b9c8a41d42f5b9211f0,Int. J. Innov. Technol. Manage.,Article,Final,,Scopus,2-s2.0-85105883333
"Weyer J., Tiberius V., Bican P., Kraus S.",57223137007;36487153200;56653390500;57207720523;,Digitizing Grocery Retailing: The Role of Emerging Technologies in the Value Chain,2020,International Journal of Innovation and Technology Management,17,8,2050058,,,,1.0,10.1142/S0219877020500583,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104936265&doi=10.1142%2fS0219877020500583&partnerID=40&md5=b4ee86b15ec7145f05c342275327aba9,Int. J. Innov. Technol. Manage.,Article,Final,,Scopus,2-s2.0-85104936265
"Mali, Yeboxia",57222705385;57222705245;,Analysis of the impact on Urban Innovation under the upsurge of Digital inclusive Finance based on A. Empirical model,2020,"Proceedings - 2020 Management Science Informatization and Economic Innovation Development Conference, MSIEID 2020",,,9382560,519,526,,,10.1109/MSIEID52046.2020.00106,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103740923&doi=10.1109%2fMSIEID52046.2020.00106&partnerID=40&md5=1c0f5d75fba1a82587a668ab6ff759c9,"Proc. - Manag. Sci. Informatiz. Econ. Innov. Dev. Conf., MSIEID",Conference Paper,Final,,Scopus,2-s2.0-85103740923
Pupolizio I.,56880353500;,A global private currency [Una moneta privata globale],2020,Stato e Mercato,40,3,,423,457,,1.0,10.1425/99821,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103658394&doi=10.1425%2f99821&partnerID=40&md5=7593f95d834b91ec1ae086e1efda11bd,Stato Mercato,Article,Final,,Scopus,2-s2.0-85103658394
"Abdeldayem M.M., Al Dulaimi S.H.",55246621700;57160200600;,INVESTORS HERDING BEHAVIOR AND PANDEMIC-RISK RELATED IN THE GCC STOCK MARKETS,2020,Academy of Accounting and Financial Studies Journal,24,1,,1,14,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099434342&partnerID=40&md5=bcf810cb34d234916b089dc3a55a3e2f,Acad. Account. Financ. Stud. J.,Article,Final,,Scopus,2-s2.0-85099434342
"Hermanto B., Suryanto",57214225827;56712934500;,"BUSINESS ECOSYSTEM POLICY FOR MICRO, SMALL AND MEDIUM ENTERPRISES IN INDONESIA",2020,Academy of Entrepreneurship Journal,26,4,,1,7,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099371527&partnerID=40&md5=3ea3784231fc963e4a6fb77fddb7595d,Acad. Entrep. J,Article,Final,,Scopus,2-s2.0-85099371527
"San Miguel M., Toral R.",55665188800;22973422300;,Introduction to the chaos focus issue on the dynamics of social systems,2020,Chaos,30,12,120401,,,,1.0,10.1063/5.0037137,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099216732&doi=10.1063%2f5.0037137&partnerID=40&md5=9f2d60e80afa82442ae3a82633b53f36,Chaos,Review,Final,,Scopus,2-s2.0-85099216732
"Wehrle M., Lechler S., von der Gracht H.A., Hartmann E.",57221494984;57211462044;35118200300;15757324100;,Digitalization and its Impact on the Future Role of SCM Executives in Talent Management – An International Cross-Industry Delphi Study,2020,Journal of Business Logistics,41,4,,356,383,,2.0,10.1111/jbl.12259,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099018951&doi=10.1111%2fjbl.12259&partnerID=40&md5=4e15768b46c325a8e833b545835f1639,J. Bus. Logist.,Conference Paper,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85099018951
"Suryono R.R., Budi I., Purwandari B.",57188804735;14021131100;56716397400;,Challenges and trends of financial technology (Fintech): A systematic literature review,2020,Information (Switzerland),11,12,590,1,20,,5.0,10.3390/info11120590,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098689732&doi=10.3390%2finfo11120590&partnerID=40&md5=d7f5469a9256c9d5f14b815f67619b3c,Information,Review,Final,"All Open Access, Gold",Scopus,2-s2.0-85098689732
Financial Innovation,,"Correction to: Value of big data to finance: observations on an internet credit Service Company in China (Financial Innovation, (2015), 1, (17), 10.1186/s4085 4-015-0017-2)",2020,Financial Innovation,6,1,54,,,,,10.1186/s40854-020-00218-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098653365&doi=10.1186%2fs40854-020-00218-w&partnerID=40&md5=0626156d9e0353dcd596c20c002043c3,Financial Innov.,Erratum,Final,"All Open Access, Gold",Scopus,2-s2.0-85098653365
Financial Innovation,,"Correction to affiliations (Financial Innovation, (2017), 3, 1, (8), 10.1186/s40854-017-0058-9)",2020,Financial Innovation,6,1,54,,,,,10.1186/s40854-020-00218-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098650843&doi=10.1186%2fs40854-020-00218-w&partnerID=40&md5=293a87b02e874bb592fd4f0de356d459,Financial Innov.,Erratum,Final,"All Open Access, Gold",Scopus,2-s2.0-85098650843
Financial Innovation,,"Correction to: Team rivalry and lending on crowdfunding platforms: an empirical analysis (Financial Innovation, (2016), 2, (17), 10.1186/s4085 4-016-0035-8)",2020,Financial Innovation,6,1,54,,,,,10.1186/s40854-020-00218-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098627659&doi=10.1186%2fs40854-020-00218-w&partnerID=40&md5=2cf8a89ce91faa925023db6401129acf,Financial Innov.,Erratum,Final,"All Open Access, Gold",Scopus,2-s2.0-85098627659
Financial Innovation,,"Correction to: Borrower’s default and self‑disclosure of social media information in P2P lending (Financial Innovation, (2016), 2, (30), 10.1186/s4085 4-016-0048-3)",2020,Financial Innovation,6,1,54,,,,,10.1186/s40854-020-00218-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098626328&doi=10.1186%2fs40854-020-00218-w&partnerID=40&md5=b11dab2710c14f3940508d36f21839b9,Financial Innov.,Erratum,Final,"All Open Access, Gold",Scopus,2-s2.0-85098626328
"Xu X., Zweifel P.",55825904100;7004558380;,A framework for the evaluation of InsurTech,2020,Risk Management and Insurance Review,23,4,,305,329,,,10.1111/rmir.12161,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098249984&doi=10.1111%2frmir.12161&partnerID=40&md5=eaf01def06efda3f0f3ebaeccc15d34a,Risk Manage. Insur. Rev.,Article,Final,,Scopus,2-s2.0-85098249984
"WIBOWO K.A., ISMAIL A.G., TOHIRIN A., SRIYANA J.",57221096550;36987804600;54401654300;55589316800;,Factors Determining Intention to Use Banking Technology in Indonesian Islamic Microfinance,2020,"Journal of Asian Finance, Economics and Business",7,12,,1053,1064,,1.0,10.13106/JAFEB.2020.VOL7.NO12.1053,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098209902&doi=10.13106%2fJAFEB.2020.VOL7.NO12.1053&partnerID=40&md5=92fb86155905415adcc8268f4bf2e552,J. Asian Financ. Econ. Bus.,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85098209902
"Silva M., Signoretti G., Silva I., Ferrari P.",57207807053;57192920994;36537969500;57195277194;,Performance evaluation of a vehicular edge device for customer feedback in Industry 4.0,2020,Acta IMEKO,9,4,,88,95,,1.0,10.21014/acta_imeko.v9i4.719,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098175987&doi=10.21014%2facta_imeko.v9i4.719&partnerID=40&md5=2beb3d6b4b3fc9349a982f1f2bd7bfd0,Acta IMEKO,Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85098175987
"Pérez A.M.S., Fernández J.T., Rambaud S.C.",57188625096;57196326243;6603781057;,Assessing blockchain investments through the learning option: An application to the automotive and aerospace industry,2020,Mathematics,8,12,2213,1,13,,,10.3390/math8122213,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097955166&doi=10.3390%2fmath8122213&partnerID=40&md5=6143c5877e7d5f4119809f6294f101c5,Mathematics,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85097955166
"Kurniawan F., Wijaya C.",57220928223;56129077100;,The effect of loan granted factor on peer-to-peer lending (funded loan) in Indonesia,2020,Investment Management and Financial Innovations,17,4,,165,174,,1.0,10.21511/imfi.17(4).2020.16,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097875022&doi=10.21511%2fimfi.17%284%29.2020.16&partnerID=40&md5=1c8d0390f427b1a19cc7f69703fb8413,Investm. Manange. Financ. Innov.,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85097875022
"Shin D., Bianco W.T.",16242424900;6602997396;,In Blockchain We Trust: Does Blockchain Itself Generate Trust?,2020,Social Science Quarterly,101,7,,2522,2538,,2.0,10.1111/ssqu.12917,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097850531&doi=10.1111%2fssqu.12917&partnerID=40&md5=52f4a0e8b862a82e8d37cd9c8c2ef74b,Soc. Sci. Q.,Article,Final,,Scopus,2-s2.0-85097850531
"Xevgenis M., Kogias D.G., Karkazis P., Leligou H.C., Patrikakis C.",57192102980;56896083200;35195881400;6602311122;8244299800;,Application of blockchain technology in dynamic resource management of next generation networks,2020,Information (Switzerland),11,12,570,1,14,,3.0,10.3390/info11120570,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097521258&doi=10.3390%2finfo11120570&partnerID=40&md5=ebf3a41f5154e45d34480a2ff3cbb1a0,Information,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85097521258
"Martinazzi S., Regoli D., Flori A.",57202071977;23973503900;56497765100;,A tale of two layers: The mutual relationship between bitcoin and lightning network,2020,Risks,8,4,129,1,18,,,10.3390/risks8040129,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097436207&doi=10.3390%2frisks8040129&partnerID=40&md5=b83836cdd734b30f390ca7bb2bffcf2c,Risks,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85097436207
"Kabulova J., Stankevičienė J.",57220482515;14037990400;,Valuation of fintech innovation based on patent applications,2020,Sustainability (Switzerland),12,23,10158,1,14,,1.0,10.3390/su122310158,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097321493&doi=10.3390%2fsu122310158&partnerID=40&md5=9e9b01512349f99a4eaaf94a1d7536ec,Sustainability,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85097321493
"Khoruzhy L.I., Karabasheva M.R., Hajiyev H.A., Zhadobina N.N., Alekhina N.A., Shichiyakh R.A.",57203202583;57205264446;57213620589;57220212277;57210971811;57094051900;,Controlled foreign companies: Influence on the sovereignty of the national tax base,2020,Entrepreneurship and Sustainability Issues,8,2,,33,50,,,10.9770/jesi.2020.8.2(2),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097278386&doi=10.9770%2fjesi.2020.8.2%282%29&partnerID=40&md5=fecafc9c68c4464c8f071b23f9ac8779,Entrep. Sustain. Issues,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85097278386
"Liu R., Mai F., Shan Z., Wu Y.",55739649000;56168796300;57208123264;57211898262;,Predicting shareholder litigation on insider trading from financial text: An interpretable deep learning approach,2020,Information and Management,57,8,103387,,,,,10.1016/j.im.2020.103387,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097082200&doi=10.1016%2fj.im.2020.103387&partnerID=40&md5=09b4c5440e19d0396467ba543f2d81cd,Inf Manage,Article,Final,,Scopus,2-s2.0-85097082200
"Akyildirim E., Corbet S., Sensoy A., Yarovaya L.",56063460500;56443822800;55761876000;57015200400;,The impact of blockchain related name changes on corporate performance,2020,Journal of Corporate Finance,65,,101759,,,,12.0,10.1016/j.jcorpfin.2020.101759,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097052553&doi=10.1016%2fj.jcorpfin.2020.101759&partnerID=40&md5=6c810fb5204a31d4a7ca0746cfb10897,J. Corp. Financ.,Article,Final,,Scopus,2-s2.0-85097052553
