WORDS,ABBREVIATIONS
INEBRIETY,INEBR
INELASTIC,INELAST
INEQUALITY,INEQUAL
INERTIAL,INERT
INFÂNCIA,INFÂNC
INFANTIL-,INFANT
INFARCTION,INFARCT
INFECÇÂO,INFECÇ
INFECTI-,INFECT
INFERENT-,INFERENT
INFERIOR-,INFER
INFERTILIT-,INFERTIL
INFESTATION,INFEST
INFIRM-,INFIRM
INFLAMMATION,INFLAMM
INFLAMMATORY,INFLAMM
INFLATION,INFLAT
INFLUEN-,INFLU
INFOLETTER-,INFOLETT
INFORM,INF
INFORMANT,INF
INFORMATIC,INFORM
INFORMATICA,INFORM
INFORMATIV-,INF
INFORMATOR-,INF
INFORMETRIC,INFORMETR
INFOSCIENCE,INFOSCI
INFOTAINMENT,INFOTAIN
INFRAMICROBIOLOG-,INFRAMICROBIOL
INGENUITY,INGEN
INGLEWOOD,INGLEW
INGREDIENT,INGRED
INHALA-,INHAL
INHERITANCE,INHERIT
INHERITED,INHERIT
INICIAÇÃO,INICIAÇ
INJECT-,INJECT
INJUR-,INJ
INKMAK-,INKMAK
INLANDER,INLAND
INLIGHT-,INLIGHT
INNER-,INN
INNKEEP-,INNKEEP
INORGANIC,INORG
INOSITIDES,INOSIT
INOVAÇÃO,INOV
INQUERITO,INQ
INQUEST,INQ
INQUIR-,INQ
INRICHTING-,INRICHT
INSECTICIDE-,INSECTIC
INSECTOFUNGICID-,INSECTOFUNGIC
INSEMINAÇÃO,INSEMIN
INSEMINATION,INSEMIN
INSERVICE,INSERV
INSID-,INSID
INSIGNIA,INSIGN
INSOLVENCY,INSOLV
INSPEÇÃO,INSP
INSPECT-,INSP
INSPIRATOR,INSPIR
INSTABILIT-,INSTAB
INSTALMENT,INSTALM
INSTANTANE-,INSTANT
INSTITUTE,INST
INSTRUÇÃO,INSTR
INSTRUCT-,INSTR
INSTRUMENT,INSTRUM
INSTRUMENTAL-,INSTRUM
INSTRUMENTATION,INSTRUM
INSUR-,INSUR
INSURGENT,INSURG
INSURRECTIONARY,INSURRECT
INTEGRATED,INTEGR
INTEGRATIVE,INTEGR
INTEGRATOR-,INTEGR
INTEGRITY,INTEGR
INTELIGÊN-,INTEL
INTELLECTUAL,INTELLECT
INTELLIGENC-,INTELL
INTENDED,INTEND
INTENDENT,INTEND
INTENDING,INTEND
INTENSIFICATION,INTENSIF
INTENTION,INTENT
INTERACTING,INTERACT
INTERACTION,INTERACT
INTERACTIVE,INTERACT
INTERAFRICA-,INTERAFR
INTERAGENCY,INTERAG
INTERATOMIC,INTERAT
INTERCALAR,INTERCAL
INTERCÂMBIO,INTERCAMB
INTERCELLULAR,INTERCELL
INTERCEPT-,INTERCEPT
INTERCESS-,INTERCESS
INTERCHEMICAL,INTERCHEM
INTERCOLLEGIATE,INTERCOLL
INTERCOMPARISON,INTERCOMP
INTERCONNECTION,INTERCONNECT
INTERCONVERSION,INTERCONVERS
INTERCRYSTALL-,INTERCRYST
INTERCULTUR-,INTERCULT
INTERDENOMINATIONAL,INTERDENOMINATL
INTERDEPARTMENT-,INTERDEP
INTERDEPENDENC-,INTERDEPEND
INTERDIFFUSION,INTERDIFFUS
INTERDISCIPLIN-,INTERDISCIP
INTERESTAD-,INTERESTAD
INTERESTED,INTEREST
INTERFER-,INTERF
INTERFEROMETR-,INTERFEROM
INTERGOVERNEMENT-,INTERGOV
INTERGOVERNMENT-,INTERGOV
INTERLABORATORY,INTERLAB
INTERLANGUAGE,INTERLANG
INTERLENDING,INTERLEND
INTERMEDIATE-,INTERMED
INTERMETALLI-,INTERMET
INTERMOUNTAIN,INTERMT
INTERNAL,INTERN
INTERNATION-,INT
INTERNSHIP,INTERNSH
INTERPARLEMENT-,INTERPARLEM
INTERPENETRAT-,INTERPENETR
INTERPERSONAL,INTERPERS
INTERPHOTORECEPT-,INTERPHOTORECEPT
INTERPLANETARY,INTERPLANET
INTERPLASTIC-,INTERPLAST
INTERPOLATION,INTERPOLAT
INTERPROVINC-,INTERPROV
INTERREGION-,INTERREG
INTERRELATION-,INTERRELAT
INTERRELIGIOUS,INTERRELIG
INTERSCIENCE,INTERSCI
INTERSERVICE,INTERSERV
INTERSOCIETY,INTERSOC
INTERSTUD-,INTERSTUD
INTERSYNDICAL,INTERSYND
INTERUNIVERSIT-,INTERUNIV
INTIMACY,INTIM
INTIMAT-,INTIM
INTIMATE,INTIM
INTOLERANT,INTOLER
INTOXICAT-,INTOX
INTRACELLULAR,INTRACELL
INTRACONTINENT-,INTRACONT
INTRAMOLECUL-,INTRAMOL
INTRAOPERATIVE,INTRAOPER-
INTRAUTERINE,INTRAUTER
INTRAVASCUL-,INTRAVASC
INTRAVEN-,INTRAVEN
INTRODUC-,INTROD
INTROSPEC-,INTROSP
INVENTÁRIO,INVENTÁR
INVENTING,INVENT
INVENTION-,INVENT
INVENTOR-,INVENT
INVERTEBRAT-,INVERTEBR
INVERTED,INVERT
INVERTER,INVERT
INVESTIMENTO,INVEST
INVESTING,INVEST
INVESTMENT,INVEST
INVESTOR,INVEST
INVISIBLE,INVIS
INVIT-,INVIT
INVOLV-,INVOLV
INVOLVEMENT,INVOLV
IONIZ-,IONIZ
IONOSPHER-,IONOS
IRELAND,IREL
IRISH,IR
IRLAND-,IRL
IRONMAKING,IRONMAK
IRONWORKER,IRONWORK
IROQUOIAN,IROQ
IRRADIATED,IRRADIAT
IRRADIATION,IRRADIAT
IRREGULAR,IRREGUL
ISCHAEMIA,ISCHAEM
ISCHAEMIC,ISCHAEM
ISOCHRONOUS,ISOCHRON
ISOELECTRONI-,ISOELECTRON
ISOKINETICS,ISOKINET
ISOLAT-,ISOL
ISSUING,ISSU
JACKSONVILLE,JACKSONV
JAMAICA-,JAM
JANEIRO,JAN
JAPAN-,JPN
JARDIM-,JARD
JAZZOLOG-,JAZZOL
JENKINTOWN,JENKINT
JERUSALEM,JERUS
JETTING,JET
JEWEL-,JEWEL
JEWISH,JEW
JEWRY,JEW
JOBCENTRE,JOBCENT
JOBHOLDING,JOBHOLD
JOBSEEKER,JOBSEEK
JOGGER,JOG
JOGGING,JOG
JOHANNESBURG,JOHANNESBG
JOHNSON,JOHNS
JOINERY,JOIN
JOINING,JOIN
JOINT,JT
JOINTING,JT
JOTTING,JOTT
JOURNAL,J
JOURNALIST,JOURNAL
JOYFUL,JOYF
JUBILEE,JUBIL
JUDAIC,JUD
JUDAISM-,JUD
JUDGING,JUDG
JUDGMENT,JUDGM
JUDICATURE,JUDIC
JUDICIA-,JUDIC
JUGENDRECHT,JUGENDR
JUGGL-,JUGGL
JUIZADO,JUIZ
JULG-,JULG
JUMP-,JUMP
JUNIOR,JR
JURASSIC,JURASS
JURIMETRIC,JURIMETR
JURISDICTION-,JURISD
JUSTIFICATION,JUSTIF
JUVENIL-,JUV
KADUNA,KAD
KANSAS,KANS
KATEDR-,KATʿEDR
KAYAK-,KAYAK
KAYAKER,KAYAK
KAYAKING,KAYAK
KEEPER,KEEP
KEEPING,KEEP
KELVINGTON,KELVINGT
KEMPTVILLE,KEMPTV
KENTUCKY,KY
KENTVILLE,KENTV
KERATO-REFRACTIVE,KERATO-REFRACT
KEYNESIAN,KEYNES
KEYSTONE,KEYST
KHEDIVIAL,KHEDIV
KILL-,KILL
KIMBERLITE,KIMBERL
KINEMATICS,KINEMAT
KINESIOL-,KINESIOL
KINESIOLOGY,KINESIOL
KINGDOM,KINGD
KINGSTO(W)N,KINGST
KINGSVILLE,KINGSV
KINSHIP,KINSH
KINSMAN,KINSM
KIRCHENMUSIKALISCH,KIRCHENMUSIK
KIRKLAND,KIRKL
KIRKSVILLE,KIRKSV
KIRKWOOD,KIRKW
KNITT-,KNITT
KNITWEAR-,KNITW
KNOWLEDGE,KNOWL
KNOWLTON,KNOWLT
KNOXVILLE,KNOXV
KOREANOLOG-,KOREANOL
KRONICLE,KRON
KURDISH,KURD
LABANOTATION,LABANOT
LABELLED,LABEL
LABELLING,LABEL
LACANIAN,LACAN
LACEMAKER,LACEMAK
LACQUER,LACQ
LACT-,LACT
LACTOGENIC,LACTOG
LACTOLOG-,LACTOL
LAKELAND,LAKEL
LAKETOWN,LAKET
LAMBTON,LAMBT
LANCASHIRE,LANCS
LANCASTER,LANC
LANDESVEREIN,LANDESVER
LANDFORM,LANDF
LANDING,LAND
LANDOWNING,LANDOWN
LANDRAC-,LANDRAC
LANDSCAPE,LANDSC
LANDWARD,LANDW
LANGUAGE-,LANG
LANTHANIDE,LANTHAN
LAPAROENDOSCOP-,LAPAROENDOSC
LAPAROSCOPIC,LAPAROSC
LAPAROSCOPY-,LAPAROSC
LAPIDARY,LAPID
LARAMIE,LARAM
LARCHMONT,LARCHMT
LARGER,LARG
LARGEST,LARG
LARINGOIATR-,LARINGOIATR
LARVICULTURE,LARVIC
LATIN,LAT
LATINE-,LAT
LATV-,LATV
LAUGH-,LAUGH
LAUND-,LAUND
LAURENTIAN,LAURENT
LAYERED,LAYER
LAYING,LAY
LEADER,LEAD
LEADERSHIP,LEADERSH
LEADING,LEAD
LEAFLET-,LEAFL
LEAGUE,LEAG
LEAKING,LEAK
LEARN-,LEARN
LEASEHOLD,LEASEH
LEASING,LEAS
LEAVER,LEAV
LEBANESE,LEBAN
LEBANON,LEBAN
LECTIONARY,LECTION
LECTUR-,LECT
LECTURESHIP,LECTURESH
LEGACY,LEG
LEGAL-,LEG
LEGEND-,LEGEND
LÉGION-,LEGION
LEICESTER,LEIC
LEICESTERSHIRE,LEICS
LEISUR-,LEIS
LEISUREWEAR,LEISUREW
LENDING,LEND
LENNOXVILLE,LENNOXV
LEPROSY,LEPR
LESLIEVILLE,LESLIEV
LETTER-,LETT
LEUKAEMOGENES-,LEUKAEMOG
LEUKEMOGENESIS,LEUKEMOGENES
LEUKOCYTE,LEUKOC
LEUKOTRI-,LEUKOT
LEVANTAMENT-,LEVANT
LEVEL,LEV
LEXICOGRAPHY,LEXICOGR
LEXINGTON,LEXINGT
LIABILITY,LIABIL
LIBERAL-,LIB
LIBERATOR,LIB
LIBERDADE,LIB
LIBERTARIAN,LIBERT
LIBERTY,LIB
LIBRAR-,LIBR
LIBRARIANSHIP,LIBRARIANSH
LIBRETTIST-,LIBRETT
LICENCED,LICENC
LICENS-,LICENS
LICENTIATE,LICENT
LICHFIELD,LICHF
LIEUTENANT,LIEUTEN
LIFESAVING,LIFESAV
LIFESKILL-,LIFESK
LIFESPAN,LIFESP
LIFTING,LIFT
LIGHT-,LIGHT
LIGNITIC,LIGNIT
LIGNOCELLULOS-,LIGNOCELLUL
LIMESTONE,LIMEST
LIMITATION,LIMIT
LIMITED,LTD
LIMPEZA,LIMP
LINCOLN,LINC
LINCOLNSHIRE,LINCS
LINGUAGEM,LING
LINKAGE,LINK
LINKER,LINK
LINKING,LINK
LINKLETTER,LINKLETT
LINNEAN,LINN
LIPIDOLOGY,LIPIDOL
LIPIDOMICS,LIPIDOM
LIPPED,LIPP
LIQUEF-,LIQ
LIQUID-,LIQ
LIQUOR-,LIQUOR
LISBOA,LISB
LISTOK,LIST
LITERACY,LIT
LITERAR-,LIT
LITHOPRINTER,LITHOPR
LITHOSTRATIGRAPH-,LITHOSTRATIGR
LITHOTRIPSY,LITHOTR
LITIGATION,LITIG
LITIGATOR,LITIG
LITURG-,LITURG
LIVE-STOCK,LIVE-ST
LIVERPOOL,LIVERP
LIVESTOCK,LIVEST
LIVREIRO,LIVR
LOADING,LOAD
LOBBYIST,LOBBY
LOCALLY,LOCAL
LOCATION-,LOCAT
LOCKSMITH-,LOCKSMITH
LODG-,LODG
LOGBOOK,LOGB
LOGIC,LOG
LOGICAL,LOG
LOGISTIC-,LOGIST
LOGOPAEDI-,LOGOP
LOGOTHERAP-,LOGOTHER
LONDON,LOND
LONGEST,LONG
LONGEVITY,LONGEV
LONGITUDINAL,LONGITUD
LOOKING,LOOK
LOS ANGELES,LOS ANGEL
LOUGHBOROUGH,LOUGHB
LOUISIANA,LA
LOWER-,LOW
LOWGROUND,LOWGR
LOWLAND-,LOWL
LOYAL-,LOYAL
LUBRICANT-,LUBR
LUBRICAT-,LUBR
LUCRATIV-,LUCRAT
LUGGAGE,LUGG
LUMBERMAN,LUMBERM
LUMBERYARD,LUMBERY
LUMINESCEN-,LUMIN
LUMINOUS,LUMIN
LUSATIAN,LUS
LUSÍADA,LUS
LUSITAN-,LUSIT
LUTHERANER,LUTHER
LUXUR-,LUX
LYNNWOOD,LYNNW
LYRIC,LYR
MACHIN-,MACH
MACROCYCLIC,MACROCYCL
MACROECONOM-,MACROECON
MACROMOLECUL-,MACROMOL
MACRONUTRIENT-,MACRONUTR
MACROPRUDENT-,MACROPRUDENT
MACROSCOP-,MACROSC
MAGAZIN-,MAG
MAGICAL,MAGIC
MAGNETOELECTRONI-,MAGNETOELECTRON
MAGNETORHEOLOG-,MAGNETORHEOL
MAGNETOSPHER-,MAGNETOS
MAGNIFY-,MAGNIFY
MAHOGANY,MAHOG
MAIDUGURI,MAID
MAIL-,MAIL
MAILBOX,MAILB
MAINLAND,MAINL
MAINTAIN-,MAINT
MAINTAINABILITY,MAINTAINAB
MAJORIT-,MAJOR
MAKER,MAK
MAKING,MAK
MALACOLOG-,MALACOL
MALADJUSTED,MALADJUST
MALARIA,MALAR
MALAYAN,MALAY
MALAYSIA-,MALAYS
MALESIAN,MALES
MALFORMATION,MALFORM
MALFUNCTION,MALFUNCT
MALIGNAN-,MALIG
MALPRACTICE,MALPRACT
MALTESE,MALT
MALTING,MALT
MAMILLARIA,MAMILL
MAMMALOG-,MAMMAL
MAMMALS,MAMM
MAMMOGRAPHY,MAMMOGR
MANCHESTER,MANCH
MANDATORY,MANDAT
MANDOLIN-,MANDOL
MANGL-,MANGL
MANICHEAN,MANICH
MANIFESTO,MANIF
MANILANA,MANIL
MANIPUL-,MANIP
MANITOBA,MANIT
MANKIND,MANK
MANORIAL,MANOR
MANPOWER,MANPOW
MANUAL,MAN
MANUFACTOR-,MANUF
MANUFACTUR-,MANUF
MANUSCRIPT,MANUSCR
MANUTENÇÃO,MANUT
MAPPING,MAPP
MARANHENSE,MARANH
MARICULT-,MARIC
MARIN-,MAR
MARITAL-,MARITAL
MARITIME-,MARIT
MARKET-,MARK
MARKETBOOK,MARKETB
MARKETLETTER,MARKETLETT
MARKETMAN,MARKETM
MARKETPLACE,MARKETPL
MARLBOROUGH,MARLBGH
MARRICKVILLE,MARRICKV
MARSHALLTOWN,MARSHALLT
MARYBOROUGH,MARYBGH
MARYLAND,MD
MASONRY,MASON
MASSACHUSETTS,MASS
MASTERCLASS,MASTERCL
MATCHBOX,MATCHB
MATERIALS,MATER
MATERIEL,MATER
MATHEMAT-,MATH
MATHWARE,MATHW
MATOGROSSENSIS,MATOGROSS
MATUR-,MATUR
MAURITIUS,MAURIT
MAUSOLEUM,MAUSOL
MAXILLO-FACIAL,MAXILLO-FAC
MAXILLOFACIAL-,MAXILLOFAC
MAXILO-FACIAL,MAXILO-FAC
MEANDER-,MEAND
MEANING,MEAN
MEASUR-,MEAS
MECÂNICA,MEC
MECHANI-,MECH
MECHANOBIOLOG-,MECHANOBIOL
MECHAOPTOELECTRON-,MECHAOPTOELECTRON
MECHATRONIC,MECHATRON
MEDECIN-,MED
MEDIAÇÃO,MEDIAÇ
MEDIAT-,MEDIAT
MEDICAL,MÉD
MEDICAT-,MEDICAT
MEDIEV-,MÉDIÉV
MEDIOTECHNICA,MEDIOTECH
MEDITERRANE-,MEDITERR
MEDLIN-,MEDLIN
MEETING-,MEET
MELDING-,MELD
MELHORAMENTO,MELHOR
MELHORIA,MELHOR
MELIORATI-,MELIOR
MEMBER,MEMB
MEMBERSHIP,MEMBSH
MEMBRAN-,MEMBR
MEMENTO-,MEM
MEMETICS,MEMET
MEMOIR,MEM
MEMORAB-,MEMORAB
MEMORAND-,MEMO
MEMORIA,MEM
MEMORIAL,MEML
MEMORY-,MEM
MENNONIT-,MENNON
MENSAI-,MENS
MENSUAL-,MENS
MENSWEAR,MENSW
MENTAL-,MENT
MENTORING,MENTOR
MERCADOR-,MERC
MERCANT-,MERC
MERCANTIL-,MERC
MERCHANDIS-,MERCH
MERCHANT-,MERCH
MERSEYSIDE,MERSEYS
MESOAMERICA,MESOAM
MESOMECHANI-,MESOMECH
MESOPOTAMIA,MESOP
MESOSPHER-,MESOS
MESOZOIC,MESOZ
MESSEMAGAZINE,MESSEMAG
MESTRADO,MESTR
METABOLE,METAB
METAIS,MET
METALLOCERAM-,METALLOCERAM
METALLOGRAPH-,METALLOGR
METALLORGANIC,METALLORG
METALWORKER,METALWORK
METALWORKING,METALWORK
METAMORPH-,METAMORPH
METAPHOR-,METAPHOR
METAPHYSI-,METAPHYS
METEORITE,METEOR
METEORITIC-,METEORIT
METHADONE,METHAD
METHODOLOG-,METHODOL
MÉTOD-,MÉTOD
METRIC,METR
METROECONOM-,METROECON
MICHIGAN,MICH
MICROANALYS-,MICROANAL
MICROANALYT-,MICROANAL
MICROANATOM-,MICROANAT
MICROAUTORADIOGRAPH-,MICROAUTORADIOGR
MICROBIAL,MICROB
MICROBIOLOG-,MICROBIOL
MICROCALORIMETR-,MICROCALORIM
MICROCARDIOGRAPH-,MICROCARDIOGR
MICROCHEM-,MICROCHEM
MICROCIRCULAÇÃO,MICROCIRC
MICROCIRCULAT-,MICROCIRC
MICROCLIMAT-,MICROCLIM
MICROCOMPONENT-,MICROCOMPON
MICROCOMPUT-,MICROCOMPUT
MICROCRYSTAL-,MICROCRYST
MICRODENSITOMETR-,MICRODENSITOM
MICRODOSIMETR-,MICRODOSIM
MICROECONOMIC,MICROECON
MICROELECTRONI-,MICROELECTRON
MICROENCAPSULATION,MICROENCAPSUL
MICROENVIRONMENT-,MICROENVIRON
MICROFABRICAT-,MICROFABR
MICROFLUID-,MICROFLUID
MICROGRAPH-,MICROGR
MICROHETEROGEN-,MICROHETEROG
MICROINFORMATICA,MICROINFORM
MICROINSTRUMENT-,MICROINSTRUM
MICROINVERTEBRATE,MICROINVERTEBR
MICROLITHOGRAPH-,MICROLITHOGR
MICROMACHINING,MICROMACH
MICROMINIATURIZATION,MICROMINIAT
MICROMORPHOLOG-,MICROMORPHOL
MICRONESIA-,MICRONES
MICRONEUROSURG-,MICRONEUROSURG
MICRONUTRIENT-,MICRONUTR
MICROORGANISM-,MICROORG
MICROPALEONTOLOG-,MICROPALEONTOL
MICROPHOTOMETR-,MICROPHOTOM
MICROPHYSIC-,MICROPHYS
MICROPROCESS-,MICROPROCESS
MICROPROFESSIONAL,MICROPROF
MICROPROGRAMM,MICROPROGR
MICROPROPAGATION,MICROPROPAG
MICROPROPULS-,MICROPROPULS
MICROPUBLISH-,MICROPUBL
MICRORADIOGRAPH-,MICRORADIOGR
MICROREACTION-,MICROREACT
MICROSCOP-,MICROSC
MICROSENSOR-,MICROSENS
MICROSOCIAL,MICROSOC
MICROSPECTROSCOP-,MICROSPECTROSC
MICROSTRUCTUR-,MICROSTRUCT
MICROSURG-,MICROSURG
MICROSYMPOSI-,MICROSYMP
MICROSYSTEM,MICROSYST
MICROTECHNI-,MICROTECH
MICROVASCUL-,MICROVASC
MICROWAVABLE,MICROWAV
MICROWAVE,MICROW
MICROZONATION,MICROZONAT
MIDATLANTIC,MIDATL
MIDCENTRAL,MIDCENT
MIDCONTINENT-,MIDCONT
MIDDLESBROUGH,MIDDLESB
MIDDLESEX,MIDDX
MIDDLETON,MIDDLET
MIDDLETOWN,MIDDLET
MIDDLEWARE,MIDDLEW
MIDEAST-,MIDEAST
MIDGET,MIDG
MIDLAND,MIDL
MIDNORTH-,MIDNORTH
MIDWESTERN,MIDWEST
MIGHTIER,MIGHT
MIGRANT,MIGR
MIGRATION-,MIGR
MIGRATORY,MIGR
MILESTONE,MILEST
MILITANT,MILIT
MILITAR-,MIL
MILKING,MILK
MILLENNI-,MILLENN
MILLER,MILL
MILLIMETER,MILLIM
MILLIONAIRE,MILLION
MILLTOWN,MILLT
MINCED,MINC
MINEIR-,MIN
MINER,MIN
MINERAÇÃO,MIN
MINEROLOG-,MINEROL
MINEWORKER,MINEWORK
MINIATURIST,MINIAT
MINICOMPUTER-,MINICOMPUT
MINICONFEREN-,MINICONF
MINIMALLY,MINIM
MINIMUM,MINIM
MINING,MIN
MINISTER-,MINIST
MINISTÉRIO,MINIST
MINISYMPOS-,MINISYMP
MINNEAPOLIS,MINNEAP
MINNESOTA,MINN
MISCARRIAGE,MISCARR
MISCELLAN-,MISC
MISDEMEANANT,MISDEMEAN
MISERICÓRDIA,MISERIC
MISSIOLOGICAL,MISSIOL
MISSISSIPPI,MISS
MISSOURI-,MO
MITCHELLVILLE,MITCHELLV
MITIGATION,MITIG
MIX-,MIX
MNEMONIC-,MNEMON
MOBILE,MOB
MOBILIÁRIO,MOBIL
MOBILITY,MOBIL
MOÇAMBIQUE,MOÇAMB
MODEL-,MODEL
MODELISATION,MODEL
MODELL-,MODEL
MODERN-,MOD
MODUL-,MODUL
MOLDAV-,MOLD
MOLECUL-,MOL
MOLÉST-,MOLÉST
MOLINOLOGY,MOLINOL
MOLLUSCICIDE,MOLLUSCIC
MOLYBDENIUM,MOLYBD
MONAGRICULTURAL,MONAGRIC
MONCTON,MONCT
MONDIAL-,MOND
MONEY-LENDER,MONEY-LEND
MONEYMAK-,MONEYMAK
MONGOLIA-,MONG
MONITOR-,MONIT
MONKEYSHINE,MONKEYSH
MONMOUTHSHIRE,MONMOUTHS
MONOCLONAL,MONOCLON
MONOENERGETIC-,MONOENERG
MONOGRAPH-,MONOGR
MONOMOLECUL-,MONOMOL
MONONUCLEAR,MONONUCL
MONOSACCHARIDE,MONOSACCH
MONTANA,MONT
MONTH-,MON
MONTPELIER,MONTPEL
MONTREAL,MONTR
MONTSERRAT-,MONTSERRAT
MONUMENT-,MONUM
MOORLAND,MOORL
MORALITY,MORAL
MORATORIUM,MORAT
MORGANTOWN,MORGANT
MOROCC-,MOROC
MORPHOGEN-,MORPHOG
MORPHOLOG-,MORPHOL
MORRINSVILLE,MORRINSV
MORTALITY,MORTAL
MORTGAGE,MORTG
MORTU-,MORTU
MOSCOW,MOSC
MOTHERHOOD,MOTHER
MOTILITY,MOTIL
MOTOCICL-,MOTOCICL
MOTOCROSS-,MOTOCR
MOTOR-,MOT
MOTORBOAT-,MOTORBOAT
MOTORCYCLIST,MOTORCYCL
MOTORHOME,MOTORH
MOTORMAK-,MOTORMAK
MOTORWAY,MOTORW
MOTRIC-,MOT
MOULD-,MOULD
MOUNT,MT
MOUNTAIN-,MT
MOVEMENT,MOV
MOVER,MOV
MOVING,MOV
MOXIBUSTÂO,MOXIB
MOZAMBICAN,MOZAMB
MUCOPOLYSACCHARIDE,MUCOPOLYSACCH
MUFFL-,MUFF
MULHER-,MULH
MULTICELLULAR,MULTICELL
MULTICENTER-,MULTICENT
MULTICHEMI-,MULTICHEM
MULTICRITICAL,MULTICRIT
MULTIDENTA-,MULTIDENT
MULTIDISCIPLIN-,MULTIDISCIP
MULTIELEMENT-,MULTIELEM
MULTIFUNCTION-,MULTIFUNCT
MULTIHANDICAP-,MULTIHANDICAP
MULTIHORMON-,MULTIHORM
MULTILABORATORY,MULTILAB
MULTILATERAL,MULTILATER
MULTILINGUAL,MULTILING
MULTILINGUALISM,MULTILING
MULTIMETALLI-,MULTIMET
MULTIMIDIA,MULTIMID
MULTINATIONAL-,MULTINATL
MULTINUCLEAR-,MULTINUCL
MULTIPHASE,MULTIPH
MULTIPROFESSIONAL,MULTIPROF
MULTIPURPOSE,MULTIPURP
MULTISENSOR,MULTISENS
MULTITARGET,MULTITARG
MULTITASKING,MULTITASK
MULTIVARIATE,MULTIVAR
MUNICIP-,MUNIC
MURDER-,MURD
MUSCULOSKELETAL,MUSCULOSKELET
MUSEU,MUS
MUSEUM,MUS
MUSIC-,MUSIC
MUSTELID,MUSTEL
MUTAGEN-,MUTAGEN
MUTATION-,MUTAT
MUTUALI-,MUTUAL
MYCENAEAN,MYCEN
MYCOBACTERIA,MYCOBACT
MYCOBACTERIAL,MYCOBACT
MYCOLOG-,MYCOL
MYCOPATHOLOG-,MYCOPATHOL
MYCOPLASMAL,MYCOPLASM
MYCOPLASMOLOG-,MYCOPLASMOL
MYOCARDIAL,MYOCARD
MYOCARDIOLOG-,MYOCARDIOL
MYOCHEMISTRY,MYOCHEM
MYRIAPOD,MYRIAP
MYXOBACTERIA-,MYXOBACT
NAMEPLATE,NAMEPL
NAMIBI-,NAMIB
NANOELECTRONI-,NANOELECTRON
NANOENGINEER-,NANOENG
NANOMATER-,NANOMATER
NANOMEDICINE,NANOMED
NANOPHARMACEUTICS,NANOPHARM
NANOSCIENC-,NANOSCI
NANOSYSTEM-,NANOSYST
NANOTECHNOLOGY,NANOTECHNOL
NANOTUB-,NANOTUB
NARCOTIC,NARC
NARRAT-,NARRAT
NASHVILLE,NASHV
NASOPHARYNGEAL ,NASOPHARYNG
NATALID-,NATAL
NATALITY,NATAL
NAT̡IONAL-,NATL
NATIONALITY,NATLY
NATIV-,NATIV
NATRIURETIC,NATRIURET
NATURAIS,NAT
NATURAL-,NAT
NATURE,NAT
NATUREGRAPH-,NATUREGR
NATUREOPATH-,NATUREOPATH
NATUREZA,NAT
NATURIST,NATUR
NAUTI-,NAUT
NAVAL,NAV
NEAR-EAST-,NEAR-EAST
NEBRASKA,NEB
NEBUL-,NEBUL
NECESSARILY,NECESSAR
NECESSIDADE,NECESS
NEGATIVE,NEGAT
NEGLECT,NEGL
NEGLIG-,NEGLIG
NEGOCIA-,NEGOC
NEGÓCIO,NEG
NEGOTI-,NEGOT
NEIGHBOUR-,NEIGHB
NEMATICIDE,NEMATIC
NEONATOLOG-,NEONATOL
NEOPLASTIC,NEOPLAST
NEPALESE,NEPAL
NEPHOLOG-,NEPHOL
NEPHROLOG-,NEPHROL
NEPHROPATHOLOG-,NEPHROPATHOL
NEPHROPATHY,NEPHROP
NEPHROTOXICIT-,NEPHROTOX
NEPHROUROLOG-,NEPHROUROL
NERVOUS,NERV
NETHERLANDS,NETH
NETWORK,NETW
NETWORKING,NETW
NEUROACTIV-,NEUROACT
NEUROANAESTHES-,NEUROANAESTH
NEUROBEHAVIOR-,NEUROBEHAV
NEUROCHEM-,NEUROCHEM
NEUROCHIRURG-,NEUROCHIR
NEUROCYTOCHEMI-,NEUROCYTOCHEM
NEUROCYTOLOG-,NEUROCYTOL
NEURODEGENERATI-,NEURODEGENER
NEURODEVELOP-,NEURODEV
NEUROENDOCRINOLOG-,NEUROENDOCRINOL
NEUROENGINEERING,NEUROENG
NEUROETHOLOG-,NEUROETHOL
NEUROGASTROENTEROLOG-,NEUROGASTROENTEROL
NEUROGENETIC,NEUROGENET
NEUROGLIA,NEUROGL
NEUROIMMUNOENDOCRINOLOGY,NEUROIMMUNOENDOCRINOL
NEUROIMMUNOLOG-,NEUROIMMUNOL
NEUROMORPHOLOG-,NEUROMORPHOL
NEUROMUSCULAR,NEUROMUSCUL
NEUROMUSCULOSKELETAL,NEUROMUSCULOSKEL
NEURONUCLEAR,NEURONUCL
NEUROOPHTHALMOLOG-,NEUROOPHTHALMOL
NEUROPEPTIDE,NEUROPEPT
NEUROPHARMACOLOG-,NEUROPHARMACOL
NEUROPLASTIC-,NEUROPLAST
NEUROPSYCHOPHARMACOLOG-,NEUROPSYCHOPHARMACOL
NEUROPSYCHOTHERAP-,NEUROPSYCHOTHER
NEUROPTEROLOGY,NEUROPTEROL
NEURORADIOLOG-,NEURORADIOL
NEURORECEPTOR-,NEURORECEPT
NEUROREGULAT-,NEUROREGUL
NEUROREHABILITATION,NEUROREHABILIT
NEUROSCIEN-,NEUROSCI
NEUROSURGERY,NEUROSURG
NEUROSURGIC-,NEUROSURG
NEUROTERATOLOG-,NEUROTERATOL
NEUROTHERAP-,NEUROTHER
