Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Correspondence Address,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Tan V., Cheh C., Chen B.","57545157000;55605396500;56367849500;","From Application Security Verification Standard (ASVS) to Regulation Compliance: A Case Study in Financial Services Sector",2021,"Proceedings - 2021 IEEE International Symposium on Software Reliability Engineering Workshops, ISSREW 2021",,,,"69","76",,,"10.1109/ISSREW53611.2021.00046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126979839&doi=10.1109%2fISSREW53611.2021.00046&partnerID=40&md5=aaf3c19d2a9175df01977d51dcd9deea","Singapore University of Technology and Design, Singapore, Singapore","Tan, V., Singapore University of Technology and Design, Singapore, Singapore; Cheh, C., Singapore University of Technology and Design, Singapore, Singapore; Chen, B., Singapore University of Technology and Design, Singapore, Singapore","application security; compliance; financial service; verification standard","Application programs; Compliance control; Cybersecurity; Finance; Risk management; Software design; Application security; Case-studies; Compliance; Development teams; Financial service; Financial services sector; Regulation compliance; Security verification; Singapore; Verification standards; Regulatory compliance","ACKNOWLEDGMENT This work was supported in part by the National Research Foundation (NRF), Prime Minister’s Office, Singapore, under its National Cybersecurity R&D Programme (Award No. GC2018-NCR-0009).",,,,,,,,,,,"Institute of Electrical and Electronics Engineers Inc.",,9781665426039,,,"English","Proc. - IEEE Int. Symp. Softw. Reliab. Eng. Workshops, ISSREW",Conference Paper,"Final","",Scopus,2-s2.0-85126979839
"Kourabas S.","57218135928;","Global Finance in the 21st Century: Stability and Sustainability in a Fragmenting World",2021,"Global Finance in the 21st Century: Stability and Sustainability in a Fragmenting World",,,,"1","236",,,"10.4324/9780429329708","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126784206&doi=10.4324%2f9780429329708&partnerID=40&md5=b86b162cbcd66bfbd2bccb6ffbed2c77","Centre for Commercial Law and Regulatory Studies, Monash Law School, Australia","Kourabas, S., Centre for Commercial Law and Regulatory Studies, Monash Law School, Australia",,,,,,,,,,,,,"Kourabas, S.; Centre for Commercial Law and Regulatory Studies, Australia","Taylor and Francis",,9781000450958; 9780429329708,,,"English","Global Finance in the 21st Century: Stability and Sustainability in a Fragmenting World",Book,"Final","",Scopus,2-s2.0-85126784206
"Sapulette M.S., Effendi N., Santoso T.","57218440290;57115397600;57220365229;","FINTECH, BANKS, AND THE COVID-19 PANDEMIC: EVIDENCE FROM INDONESIA",2021,"Buletin Ekonomi Moneter dan Perbankan","24","4",,"559","588",,,"10.21098/BEMP.V24I4.1470","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126725164&doi=10.21098%2fBEMP.V24I4.1470&partnerID=40&md5=83cd2d148176f058c5c5b7b453d6af9f","Department of Economics, Faculty of Economics and Business, Universitas Padjadjaran, Indonesia","Sapulette, M.S., Department of Economics, Faculty of Economics and Business, Universitas Padjadjaran, Indonesia; Effendi, N., Department of Economics, Faculty of Economics and Business, Universitas Padjadjaran, Indonesia; Santoso, T., Department of Economics, Faculty of Economics and Business, Universitas Padjadjaran, Indonesia","Banks; COVID-19; Fintech; Indonesia; Pandemic; Stock returns",,"This research received funding from Bank Indonesia through Bantuan Penelitan Bank Indonesia program. We would also like to thank Dr. Bernard Njindan Iyke and Prof. Aun Rizvi from Asia-Pacific Applied Economics Association for their suggestions that have helped improve the quality of this paper.",,,,,,,,,,"Sapulette, M.S.; Department of Economics, Indonesia; email: iansapulette@gmail.com","Bank Indonesia Institute",14108046,,,,"English","Bul Ekon Monet Perbank",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85126725164
"Breymann W., Bundi N., Stockinger K.","6601958981;57205103290;6603748288;","Contract-driven financial reporting: Building automated analytics pipelines with algorithmic contracts, Big Data and Distributed Ledger technology",2021,"Handbook of Big Data Analytics: Applications in ICT, security and business analytics",,,,"343","370",,,"10.1049/PBPC037G_ch16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126404831&doi=10.1049%2fPBPC037G_ch16&partnerID=40&md5=9b33c4efa650f70c8356b7d675034bd7","School of Engineering, Zurich University of Applied Sciences, Winterthur, Switzerland; School of Business, Stevens Institute of Technology, Hoboken, NJ, United States","Breymann, W., School of Engineering, Zurich University of Applied Sciences, Winterthur, Switzerland; Bundi, N., School of Business, Stevens Institute of Technology, Hoboken, NJ, United States; Stockinger, K., School of Engineering, Zurich University of Applied Sciences, Winterthur, Switzerland","Algorithmic contracts; Automated analytic pipelines; Automated reporting; Big data; Big data; Blockchains; Contract-driven financial risk reporting; Contracts; Data analysis; Data security; Distributed databases; Distributed ledger technology; Financial analytics; Financial computing; Financial contracts; Financial data processing; Financial market; Risk analysis; Smart contract technology",,,,,,,,,,,,,"Institution of Engineering and Technology",,9781839530593,,,"English","Handb. of Big Data Analytics: Applications in ICT, security and business analytics",Book Chapter,"Final","",Scopus,2-s2.0-85126404831
"Jreisat A., Bashar A., Alshaikh A., Rabbani M.R., Ali M.A.M.","55447912700;57224082058;57426300400;57216123332;57225851287;","Is Fintech Valuation an Art of Science? Exploring the Innovative Methods for the Valuation of Fintech Startups",2021,"2021 International Conference on Decision Aid Sciences and Application, DASA 2021",,,,"922","925",,,"10.1109/DASA53625.2021.9681922","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125816410&doi=10.1109%2fDASA53625.2021.9681922&partnerID=40&md5=220302d55df0acbd6549bf1f2df96c55","University of Bahrain, College of Business Administration, Sakhir, Bahrain; IMS Unison University, School of Management, Dehradun, India; Ahlia University, College of Buisness Aministration, Deaprtment of Management and Marketing, Bahrain","Jreisat, A., University of Bahrain, College of Business Administration, Sakhir, Bahrain; Bashar, A., IMS Unison University, School of Management, Dehradun, India; Alshaikh, A., Ahlia University, College of Buisness Aministration, Deaprtment of Management and Marketing, Bahrain; Rabbani, M.R., University of Bahrain, College of Business Administration, Sakhir, Bahrain; Ali, M.A.M., University of Bahrain, College of Business Administration, Sakhir, Bahrain","Disruption; Fintech; Innovation; valuation","Art and science; Block-chain; Disruption; Growth potential; High growth; Innovation; Innovative method; Operating profit; Valuation; Valuation methods",,,,,,,,,,,,"Institute of Electrical and Electronics Engineers Inc.",,9781665416344,,,"English","Int. Conf. Decis. Aid Sci. Appl., DASA",Conference Paper,"Final","",Scopus,2-s2.0-85125816410
"Khoa B.T., Khanh N.Q.","57214359114;57477943500;","Model Technological Adoption and Job Security in Partial Least Squares Structural Equation Modeling (PLS-SEM)",2021,"2021 International Conference on Decision Aid Sciences and Application, DASA 2021",,,,"320","325",,,"10.1109/DASA53625.2021.9682417","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125761136&doi=10.1109%2fDASA53625.2021.9682417&partnerID=40&md5=e6dc92e17988dc4a0358a0fea7954ef2","University of Ho Chi Minh City, Faculty of Commerce and Tourism Industrial, Ho Chi Minh City, Viet Nam; FPT University, BTEC FPTInternational College, Ha Noi, Viet Nam","Khoa, B.T., University of Ho Chi Minh City, Faculty of Commerce and Tourism Industrial, Ho Chi Minh City, Viet Nam; Khanh, N.Q., FPT University, BTEC FPTInternational College, Ha Noi, Viet Nam","digital banking systems; employee job security; employee technological adoption; Partial Least Squares structural equation modeling (PLS-SEM)","Job satisfaction; Personnel training; Banking systems; Commercial bank; Digital banking system; Digital technologies; Employee job security; Employee technological adoption; Job security; Partial least square structural equation modeling; State of the art; Technological adoption; Least squares approximations",,,,,,,,,,,"Khoa, B.T.; University of Ho Chi Minh City, Viet Nam; email: buithanhkhoa@iuh.edu.vn","Institute of Electrical and Electronics Engineers Inc.",,9781665416344,,,"English","Int. Conf. Decis. Aid Sci. Appl., DASA",Conference Paper,"Final","",Scopus,2-s2.0-85125761136
"Goodell J.W.","24068577200;","Considering the governance transparency of smart contracts: A critical reflection",2021,"Batten-Corbet-Lucey Handbooks in Alternative Investments","2",,,"31","42",,,"10.1515/9783110718485-003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125594445&doi=10.1515%2f9783110718485-003&partnerID=40&md5=9a85303c7b4afc8ba5a2069813092a9b","College of Business, The University of Akron, Akron, OH, United States","Goodell, J.W., College of Business, The University of Akron, Akron, OH, United States",,,,,,,,,,,,,"Goodell, J.W.; College of Business, United States; email: johngoo@uakron.edu","Walter de Gruyter GmbH",26293714,,,,"English","BattenCorbetLucey. Handb. Altern. Invest.",Book Chapter,"Final","",Scopus,2-s2.0-85125594445
"Uriawan W., Wahana A., Slamet C., Suci Asih V.","57191844379;57191835974;57191840769;57468511300;","A DApp Architecture for Personal Lending on Blockchain",2021,"Proceeding of 2021 7th International Conference on Wireless and Telematics, ICWT 2021",,,,"","",,,"10.1109/ICWT52862.2021.9678397","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125350538&doi=10.1109%2fICWT52862.2021.9678397&partnerID=40&md5=d1991a35a50a2339707915e60fc62fc5","UIN Sunan Gunung Djati, Department of Informatics, Bandung, Indonesia","Uriawan, W., UIN Sunan Gunung Djati, Department of Informatics, Bandung, Indonesia; Wahana, A., UIN Sunan Gunung Djati, Department of Informatics, Bandung, Indonesia; Slamet, C., UIN Sunan Gunung Djati, Department of Informatics, Bandung, Indonesia; Suci Asih, V., UIN Sunan Gunung Djati, Department of Informatics, Bandung, Indonesia","Borrower; DApp; Ethereum; Lender; Transaction","Ethereum; Finance; Losses; Smart contract; Bank institution; Block-chain; Borrower; Customer need; Dapp; Financial institution; Financial loss; Lender; Transaction; User communication; Blockchain","ACKNOWLEDGMENT Authors wishing to acknowledge the Department of Informatics, Faculty of Science and Technology, and Research and Publication Centre of UIN Sunan Gunung Djati Bandung that supports and funds this research publication.",,,,,,,,,,,"Institute of Electrical and Electronics Engineers Inc.",,9781665444026,,,"English","Proceeding Int. Conf. Wirel. Telemat., ICWT",Conference Paper,"Final","",Scopus,2-s2.0-85125350538
"Efimov E., Koroleva E., Sukhinina A.","57427966000;57221953788;57224092270;","Competitiveness in the FinTech Sector: Case of Russia",2021,"International Journal of Technology","12","7",,"1488","1497",,,"10.14716/IJTECH.V12I7.5342","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123512700&doi=10.14716%2fIJTECH.V12I7.5342&partnerID=40&md5=1f957f6ad4b42c48884c0983b48b56a6","Peter the Great St Petersburg Polytechnic University, 29,Polytechnicheskaya Str, St. Petersburg, 195251, Russian Federation","Efimov, E., Peter the Great St Petersburg Polytechnic University, 29,Polytechnicheskaya Str, St. Petersburg, 195251, Russian Federation; Koroleva, E., Peter the Great St Petersburg Polytechnic University, 29,Polytechnicheskaya Str, St. Petersburg, 195251, Russian Federation; Sukhinina, A., Peter the Great St Petersburg Polytechnic University, 29,Polytechnicheskaya Str, St. Petersburg, 195251, Russian Federation","Competitiveness; Fintech; Panzar–rosse model; Tech-driven companies",,"The research is partially funded by the Ministry of Science and Higher Education of the Russian Federation under the strategic academic leadership program 'Priority 2030' (Agreement 075-15-2021-1333 dated 30.09.2021).",,,,,,,,,,"Efimov, E.; Peter the Great St Petersburg Polytechnic University, 29,Polytechnicheskaya Str, Russian Federation; email: efimov.ea@edu.spbstu.ru","Faculty of Engineering, Universitas Indonesia",20869614,,,,"English","Int. J. Technol.",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85123512700
"Vasilj M., Skender S., Jurdana M., Horvat M.","57210608053;57417106100;57417106200;26660715200;","DESPRO: Decentralized business platform for student non-profit organizations",2021,"2021 44th International Convention on Information, Communication and Electronic Technology, MIPRO 2021 - Proceedings",,,,"1679","1683",,,"10.23919/MIPRO52101.2021.9596865","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123049460&doi=10.23919%2fMIPRO52101.2021.9596865&partnerID=40&md5=02f52b2dfea642aeff26ed6be55b5ac9","University of Zagreb, Faculty of Electrical Engineering and Computing, Department of Applied Computing, Croatia","Vasilj, M., University of Zagreb, Faculty of Electrical Engineering and Computing, Department of Applied Computing, Croatia; Skender, S., University of Zagreb, Faculty of Electrical Engineering and Computing, Department of Applied Computing, Croatia; Jurdana, M., University of Zagreb, Faculty of Electrical Engineering and Computing, Department of Applied Computing, Croatia; Horvat, M., University of Zagreb, Faculty of Electrical Engineering and Computing, Department of Applied Computing, Croatia","accounting application; blockchain voting; business application; decentralized architecture; fundraising; NGO","Microelectronics; Open source software; Profitability; Smart contract; Students; Accounting application; Block-chain; Blockchain voting; Business applications; Business platforms; Decentralized architecture; Decentralized business; Fundraising; NGO; Non profit organizations; Blockchain",,,,,,,,,,,,"Institute of Electrical and Electronics Engineers Inc.",,9789532331011,,,"English","Int. Conv. Inf., Commun. Electron. Technol., MIPRO - Proc.",Conference Paper,"Final","",Scopus,2-s2.0-85123049460
