Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Correspondence Address,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Robaldo L., Bartolini C., Palmirani M., Rossi A., Martoni M., Lenzini G.","15045771000;9534536800;57193195959;57196391007;56347798300;16643267300;","Formalizing GDPR Provisions in Reified I/O Logic: The DAPRECO Knowledge Base",2020,"Journal of Logic, Language and Information","29","4",,"401","449",,16,"10.1007/s10849-019-09309-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076004898&doi=10.1007%2fs10849-019-09309-z&partnerID=40&md5=08f0714b2b78301829521efef58afc03","Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg, Esch-sur-Alzette, Luxembourg; University of Bologna, CIRSFID, Bologna, Italy","Robaldo, L., Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg, Esch-sur-Alzette, Luxembourg; Bartolini, C., Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg, Esch-sur-Alzette, Luxembourg; Palmirani, M., University of Bologna, CIRSFID, Bologna, Italy; Rossi, A., Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg, Esch-sur-Alzette, Luxembourg; Martoni, M., University of Bologna, CIRSFID, Bologna, Italy; Lenzini, G., Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg, Esch-sur-Alzette, Luxembourg","Deontic logic; Legal Informatics; Reification",,,,,,,,,,,,"Robaldo, L.; Interdisciplinary Centre for Security, Luxembourg; email: livio.robaldo@uni.lu","Springer Science and Business Media B.V.",09258531,,,,"English","J. Logic Lang. Inf.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85076004898
"Deshpande A.","55569540800;","AI/ML applications and the potential transformation of Fintech and Finserv sectors",2020,"13th CMI Conference on Cybersecurity and Privacy - Digital Transformation - Potentials and Challenges, CMI 2020",,,"9322734","","",,,"10.1109/CMI51275.2020.9322734","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100640713&doi=10.1109%2fCMI51275.2020.9322734&partnerID=40&md5=f959eaf981878bbc5bfe6eb4bbfd16c2","RAND Europe, Cambridge, United Kingdom","Deshpande, A., RAND Europe, Cambridge, United Kingdom","Artificial intelligence; Finserv; Fintech; Machine learning; RegTech","Fintech; Privacy by design; Comprehensive assessment; Potential growth; Potential transformations; Artificial intelligence",,,,,,,,,,,"Deshpande, A.; RAND EuropeUnited Kingdom","Institute of Electrical and Electronics Engineers Inc.",,9781728190563,,,"English","CMI Conf. Cybersecur. Priv. - Digit. Transform. - Potentials Challenges, CMI",Conference Paper,"Final","",Scopus,2-s2.0-85100640713
"Campanella F., Serino L., Battisti E., Christofi M., Giakoumelou A.","55961123000;57208822109;57188855623;55873864300;57214328734;","Financial Technology: Evidence in the European Banking System",2020,"2020 IEEE International Conference on Technology Management, Operations and Decisions, ICTMOD 2020",,,"9380589","","",,3,"10.1109/ICTMOD49425.2020.9380589","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103739476&doi=10.1109%2fICTMOD49425.2020.9380589&partnerID=40&md5=2cccd224706ce0c3321e3556d587ebaa","University of Campania Luigi Vanvitelli, Department of Economics, Caserta, Italy; University of Turin, Department of Management, Turin, Italy; University of Nicosia, Department of Marketing, Nicosia, Cyprus; Bocconi University, nastasia Giakoumelou, Department of Finance, Milan, Italy","Campanella, F., University of Campania Luigi Vanvitelli, Department of Economics, Caserta, Italy; Serino, L., University of Campania Luigi Vanvitelli, Department of Economics, Caserta, Italy; Battisti, E., University of Turin, Department of Management, Turin, Italy; Christofi, M., University of Nicosia, Department of Marketing, Nicosia, Cyprus; Giakoumelou, A., Bocconi University, nastasia Giakoumelou, Department of Finance, Milan, Italy","Big data; European banking system; Financial technology; Innovation","Banking; Decision making; Online systems; Banking systems; Commercial bank; Financial innovation; Financial system; Potential effects; Practical recommendation; Qualitative data; Technological innovation; Fintech",,,,,,,,,,,,"Institute of Electrical and Electronics Engineers Inc.",,9781728159508,,,"English","IEEE Int. Conf. Technol. Manag., Oper. Decis., ICTMOD",Conference Paper,"Final","",Scopus,2-s2.0-85103739476
"Kokh L., Kokh Y.","57202745294;57224081361;","Banks and Fintech-companies: Who's Catching up with Whom",2020,"ACM International Conference Proceeding Series",,,,"","",,,"10.1145/3446434.3446533","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123042287&doi=10.1145%2f3446434.3446533&partnerID=40&md5=c29b04aef8432e4503375d6ec5e39a8c","State Marine Technical University, Saint-Petersburg, Russian Federation","Kokh, L., State Marine Technical University, Saint-Petersburg, Russian Federation; Kokh, Y., State Marine Technical University, Saint-Petersburg, Russian Federation","bank; bank ecosystem; banking products and services; competition; fintech; fintech companies; High-tech companies; neobank","Banking; Commerce; Ecosystems; Financial markets; Manufacture; Service industry; Comparative analysis; Competitive position; Delivery channels; Digital technologies; Digital transformation; Financial institution; Identifying signs; Modern technologies; Fintech",,,,,,,,,,,,"Association for Computing Machinery",,9781450388900,,,"English","ACM Int. Conf. Proc. Ser.",Conference Paper,"Final","",Scopus,2-s2.0-85123042287
"Zhang-Zhang Y., Rohlfer S., Rajasekera J.","6504824673;8715577600;6603302816;","An eco-systematic view of cross-sector fintech: The case of Alibaba and Tencent",2020,"Sustainability (Switzerland)","12","21","8907","1","25",,10,"10.3390/su12218907","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094578388&doi=10.3390%2fsu12218907&partnerID=40&md5=6ccb2612174fdac971d53bca4fce8e0a","Graduate School of International Management, International University of Japan, Niigata, 949-7277, Japan; CUNEF, Calle de Leonardo Prieto Castro 2, Madrid, 28040, Spain; Institute for International Strategy, Tokyo International University, Saitama, 350-1197, Japan","Zhang-Zhang, Y., Graduate School of International Management, International University of Japan, Niigata, 949-7277, Japan; Rohlfer, S., CUNEF, Calle de Leonardo Prieto Castro 2, Madrid, 28040, Spain; Rajasekera, J., Institute for International Strategy, Tokyo International University, Saitama, 350-1197, Japan","Alibaba; Asia; China; Cross-sector Fintech; Ecosystem; Financial technology; Fintech business model; Tencent","business development; comparative study; financial provision; financial services; institutional development; study method; sustainable development; technological development; terminology; traditional knowledge; China",,,,,,,,,,,"Zhang-Zhang, Y.; Graduate School of International Management, Japan; email: yzhang@iuj.ac.jp","MDPI",20711050,,,,"English","Sustainability",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85094578388
"Rehman M.H.U., Salah K., Damiani E., Svetinovic D.","57217192016;35617663600;57195375517;9042909100;","Trust in Blockchain Cryptocurrency Ecosystem",2020,"IEEE Transactions on Engineering Management","67","4","8892660","1196","1212",,18,"10.1109/TEM.2019.2948861","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094100959&doi=10.1109%2fTEM.2019.2948861&partnerID=40&md5=c30f5d145bf681f91daf64131a407e56","Center for Cyber-Physical Systems, Electrical Engineering and Computer Science, Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates","Rehman, M.H.U., Center for Cyber-Physical Systems, Electrical Engineering and Computer Science, Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates; Salah, K., Center for Cyber-Physical Systems, Electrical Engineering and Computer Science, Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates; Damiani, E., Center for Cyber-Physical Systems, Electrical Engineering and Computer Science, Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates; Svetinovic, D., Center for Cyber-Physical Systems, Electrical Engineering and Computer Science, Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates","Blockchain; cryptocurrency; privacy; security; trust","Blockchain; Ecosystems; Privacy by design; Taxation; Business models; Comparative analysis; Long-term solutions; Price manipulation; Price volatility; Reputation systems; Shadow economies; Technology providers; Cryptocurrency",,,,,,,,,,,"Svetinovic, D.; Center for Cyber-Physical Systems, United Arab Emirates; email: davor.svetinovic@ku.ac.ae","Institute of Electrical and Electronics Engineers Inc.",00189391,,IEEMA,,"English","IEEE Trans Eng Manage",Article,"Final","",Scopus,2-s2.0-85094100959
"Alaassar A., Mention A.-L., Aas T.H.","57201703237;56289905900;36674602800;","Exploring how social interactions influence regulators and innovators: The case of regulatory sandboxes",2020,"Technological Forecasting and Social Change","160",,"120257","","",,14,"10.1016/j.techfore.2020.120257","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089574443&doi=10.1016%2fj.techfore.2020.120257&partnerID=40&md5=2fa2c10a6dc64ffc009dab56f625b0f4","College of Business, RMIT University, Melbourne, Australia; School of Business and Law, University of Agder, Gimlemoen 19, Kristiansand, 4630, Norway; Visiting Scholar, Tampere University, Finland; Blockchain and Fintech Research Fellow, Singapore University of Social Sciences, Singapore","Alaassar, A., College of Business, RMIT University, Melbourne, Australia, School of Business and Law, University of Agder, Gimlemoen 19, Kristiansand, 4630, Norway; Mention, A.-L., College of Business, RMIT University, Melbourne, Australia, Visiting Scholar, Tampere University, Finland, Blockchain and Fintech Research Fellow, Singapore University of Social Sciences, Singapore; Aas, T.H., School of Business and Law, University of Agder, Gimlemoen 19, Kristiansand, 4630, Norway","Entrepreneurial finance; Financial technology (FinTech); Incubation model; Regulator-regulatee social interaction; Regulatory sandbox","Fintech; Risk management; Enabling technologies; Entrepreneurial activity; Finance literatures; Knowledge exchange; Management capabilities; Regulatory frameworks; Semi structured interviews; Social interactions; Knowledge management; entrepreneur; information technology; innovation; regulatory approach; research work; social change; technological development","The authors sincerely appreciate the insightful feedback provided by two anonymous reviewers and the efforts of the guest editor. This research has received funding from the Horizon 2020 Programme of the European Union within the OpenInnoTrain project under grant agreement no. 823971 . The content of this publication does not reflect the official opinion of the European Union. Responsibility for the information and views expressed in the publication lies entirely with the author(s).",,,,,,,,,,"Alaassar, A.; School of Business and Law, Gimlemoen 19, Norway; email: ahmad.alaassar@uia.no","Elsevier Inc.",00401625,,,,"English","Technol. Forecast. Soc. Change",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85089574443
"Zams B.M., Indrastuti R., Pangersa A.G., Hasniawati N.A., Zahra F.A., Fauziah I.A.","57221417518;57211447537;57221419751;57218510320;57221414802;57221417910;","Designing central bank digital currency for Indonesia: The delphi-analytic network process",2020,"Buletin Ekonomi Moneter dan Perbankan","23","3",,"411","438",,2,"10.21098/BEMP.V23I3.1351","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099106875&doi=10.21098%2fBEMP.V23I3.1351&partnerID=40&md5=b9e0f73d6cc91cabdc63a38ea0c9d0b5","Payment System Policy Department, Bank Indonesia, Indonesia","Zams, B.M., Payment System Policy Department, Bank Indonesia, Indonesia; Indrastuti, R., Payment System Policy Department, Bank Indonesia, Indonesia; Pangersa, A.G., Payment System Policy Department, Bank Indonesia, Indonesia; Hasniawati, N.A., Payment System Policy Department, Bank Indonesia, Indonesia; Zahra, F.A., Payment System Policy Department, Bank Indonesia, Indonesia; Fauziah, I.A., Payment System Policy Department, Bank Indonesia, Indonesia","Analytic network process; Central bank digital currency; Delphi method; Digital currency; Payment systems",,,,,,,,,,,,"Zams, B.M.; Payment System Policy Department, Indonesia; email: bastian@bi.go.id","Bank Indonesia Institute",14108046,,,,"English","Bul Ekon Monet Perbank",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85099106875
"Al-Faihani M., Al-Alawi A.I.","57221868648;12759581600;","A Literature Review of Organizational Cultural Drivers Affecting the Digital Transformation of the Banking Sector",2020,"2020 International Conference on Data Analytics for Business and Industry: Way Towards a Sustainable Economy, ICDABI 2020",,,"9325596","","",,,"10.1109/ICDABI51230.2020.9325596","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100510362&doi=10.1109%2fICDABI51230.2020.9325596&partnerID=40&md5=27d1c184a6459e5496138156cb219126","University of Bahrain, Department of Management and Marketing, Sakhir, Bahrain","Al-Faihani, M., University of Bahrain, Department of Management and Marketing, Sakhir, Bahrain; Al-Alawi, A.I., University of Bahrain, Department of Management and Marketing, Sakhir, Bahrain","Digital Transformation; Organizational Change; Organizational Culture; Organizational Transformation; Retail Banking Sector","Banking; Banking sectors; Conceptual approaches; Digital transformation; Literature reviews; Organizational cultures; Qualitative aspects; Industrial economics",,,,,,,,,,,,"Institute of Electrical and Electronics Engineers Inc.",,9781728196756,,,"English","Int. Conf. Data Anal. Bus. Ind.: Way Towards Sustain. Econ., ICDABI",Conference Paper,"Final","",Scopus,2-s2.0-85100510362
"Omarini A.","57164728200;","FinTech: A New Hedge for a Financial Re-intermediation. Strategy and Risk Perspectives",2020,"Frontiers in Artificial Intelligence","3",,"63","","",,1,"10.3389/frai.2020.00063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100089066&doi=10.3389%2ffrai.2020.00063&partnerID=40&md5=457f482deb302fba19d5900fa47b45b5","Department of Finance, Bocconi University, Milan, Italy","Omarini, A., Department of Finance, Bocconi University, Milan, Italy","APIs; bank business model; digitalization; ecosystem; FinTech; open banking; platform; re-intermediation",,,,,,,,,,,,"Omarini, A.; Department of Finance, Italy; email: anna.omarini@unibocconi.it","Frontiers Media S.A.",26248212,,,,"English","Frontier. Artif. Intell.",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85100089066
"Niu Z., Li R., Wu J., Cheng D., Zhang J.","57202424167;57219751927;57221513540;57191748068;7601354419;","IConViz: Interactive Visual Exploration of the Default Contagion Risk of Networked-Guarantee Loans",2020,"Proceedings - 2020 IEEE Conference on Visual Analytics Science and Technology, VAST 2020",,,"9308622","84","94",,2,"10.1109/VAST50239.2020.00013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099812051&doi=10.1109%2fVAST50239.2020.00013&partnerID=40&md5=3a84ea8c92148df34afa0962089ebcda","Tianjin University, College of Intelligence and Computing, China; Shanghai Jiao Tong University, Department of Computer Science and Engineering, China","Niu, Z., Tianjin University, College of Intelligence and Computing, China; Li, R., Tianjin University, College of Intelligence and Computing, China; Wu, J., Tianjin University, College of Intelligence and Computing, China; Cheng, D., Shanghai Jiao Tong University, Department of Computer Science and Engineering, China; Zhang, J., Tianjin University, College of Intelligence and Computing, China","Regulatory visualization; Visualization analytics","Complex networks; Finance; Risk assessment; Viruses; Commercial bank; Corporates; Economic slowdowns; Financial crisis; Large-scales; Preventive measures; Regulatory authorities; Regulatory visualization; Visual exploration; Visualization analytic; Visualization","This work was supported by National Natural Science Foundation of China (NO.61802278) and foundation of Key Laboratory of Artificial Intelligence, Ministry of Education, China (AI2019004).",,,,,,,,,,,"Institute of Electrical and Electronics Engineers Inc.",,9781728180090,,,"English","Proc. - IEEE Conf. Vis. Anal. Sci. Technol., VAST",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85099812051
"Malvagna U., Sciarrone Alibrandi A.","57220573191;57220581447;","Misselling in Self-placement and Bank Resolution under BRRD2",2020,"European Company and Financial Law Review","17","5",,"522","557",,,"10.1515/ecfr-2020-0023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097368544&doi=10.1515%2fecfr-2020-0023&partnerID=40&md5=5773c86f955e942f028815a6b4656b18","Università Di. Trento, Italy; Università Cattolica Del Sacro Cuore, Milano, Italy","Malvagna, U., Università Di. Trento, Italy; Sciarrone Alibrandi, A., Università Cattolica Del Sacro Cuore, Milano, Italy",,,,,,,,,,,,,,"De Gruyter Open Ltd",16132548,,,,"English","Eur. Co. Financ. Law Rev.",Article,"Final","",Scopus,2-s2.0-85097368544
"Kadam S., Sethi M.","57219964833;55377359700;","Cross Section Analysis of the KBW Nasdaq Financial Technology Index",2020,"International Journal of Financial Research","11","5",,"450","468",,,"10.5430/ijfr.vlIn5p450","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096344947&doi=10.5430%2fijfr.vlIn5p450&partnerID=40&md5=37cd43e8c2e9be12565245fa2c3a710c","Symbiosis International (Deemed University) (SIU) Lavale, Pune, India; Symbiosis Institute of Business Management (SIBM), Symbiosis International (Deemed University) (SIU), Bengaluru, India","Kadam, S., Symbiosis International (Deemed University) (SIU) Lavale, Pune, India; Sethi, M., Symbiosis Institute of Business Management (SIBM), Symbiosis International (Deemed University) (SIU), Bengaluru, India","FinTech; index return; KFTX",,,,,,,,,,,,"Kadam, S.; H1105, Udyognagar, Chinchwadgao, India; email: sureshkadam@gmail.com","Sciedu Press",19234023,,,,"English","Int. J. Financial Res.",Article,"Final","",Scopus,2-s2.0-85096344947
"Hommel K., Bican P.M.","57219474733;56653390500;","Digital entrepreneurship in finance: fintechs and funding decision criteria",2020,"Sustainability (Switzerland)","12","19","8035","1","18",,7,"10.3390/su12198035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092890447&doi=10.3390%2fsu12198035&partnerID=40&md5=377a700537340c61ca728c3909ee264d","Technology Management, University of Erlangen-Nuremberg, Fürth, 90762, Germany","Hommel, K., Technology Management, University of Erlangen-Nuremberg, Fürth, 90762, Germany; Bican, P.M., Technology Management, University of Erlangen-Nuremberg, Fürth, 90762, Germany","Decision criteria; Digital entrepreneurship; Fintech; Funding; Investors; Startups; Success factors; Venture capital","decision support system; equity; expert system; financial market; innovation; questionnaire survey; stakeholder; sustainable development","Abstract: After the 2007–08 global financial crisis, research flourished on entrepreneurship through digital innovation in the financial market as well as on investors’ influence on digital technology-based entrepreneurs’ funding decisions. This study combines these two research streams to analyze the decision-making criteria for funding financial technology companies (fintechs), hybrid companies that combine digital entrepreneurship, technology, and banking. The study first uses prior literature to derive important characteristics to define fintechs and then uses 12 expert interviews to elaborate on decision-making criteria in funding. Except for smaller peculiarities, fintech funding does not appear to differ from that of other digital entrepreneurship in different markets, and—as with most digital business models—scalability was identified as a key criterion. Additionally, by serving as a major provider of money for young companies, banks have changed their role and positioning in funding new financial technology entrepreneurs. Through developments in digital technology, banks have shifted from traditional money-lending activities (i.e., debt-financing) to becoming stakeholders in fintechs and, hence, equity investors. We also describe how these formerly distinct fields have converged due to regulatory requirements, digital newcomers, and a need for constant innovation, with their future sustainable development dependent on sharing and collaboration.",,,,,,,,,,"Bican, P.M.; Technology Management, Germany; email: peter.bican@fau.de","MDPI",20711050,,,,"English","Sustainability",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85092890447
"Turki M., Hamdan A., Cummings R.T., Sarea A., Karolak M., Anasweh M.","57217296515;56825295800;57212809590;57003472200;55323902000;57003688700;","The regulatory technology “RegTech” and money laundering prevention in Islamic and conventional banking industry",2020,"Heliyon","6","10","e04949","","",,6,"10.1016/j.heliyon.2020.e04949","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092188778&doi=10.1016%2fj.heliyon.2020.e04949&partnerID=40&md5=f292ca1aad902f7ed229f609f5be21c4","Dean of College of Business and Finance, Ahlia University, Manama, Bahrain; Department of Accounting, Finance and Banking, College of Business and Finance, Ahlia University, Manama, Bahrain; Zayed University, Dubai, United Arab Emirates; Department of Finance and Banking, School of Business, Mutah University, Jordan","Turki, M., Department of Accounting, Finance and Banking, College of Business and Finance, Ahlia University, Manama, Bahrain; Hamdan, A., Dean of College of Business and Finance, Ahlia University, Manama, Bahrain; Cummings, R.T., Department of Accounting, Finance and Banking, College of Business and Finance, Ahlia University, Manama, Bahrain; Sarea, A., Department of Accounting, Finance and Banking, College of Business and Finance, Ahlia University, Manama, Bahrain; Karolak, M., Zayed University, Dubai, United Arab Emirates; Anasweh, M., Department of Finance and Banking, School of Business, Mutah University, Jordan","Anti money laundering (AML); Business management; Business policy; Corporate finance; International finance; Know your customer (KYC) compliance; Regulatory technology (RegTech); Sustainable business",,,,,,,,,,,,"Hamdan, A.; Dean of College of Business and Finance, Bahrain; email: allamh3@hotmail.com","Elsevier Ltd",24058440,,,,"English","Heliyon",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85092188778
"Cheng M., Qu Y.","55694734200;57218381687;","Does bank FinTech reduce credit risk? Evidence from China",2020,"Pacific Basin Finance Journal","63",,"101398","","",,23,"10.1016/j.pacfin.2020.101398","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089013293&doi=10.1016%2fj.pacfin.2020.101398&partnerID=40&md5=8ff4d459722788cb349b810c22cc6893","School of Economics and Finance, Xi'an Jiaotong University, Xi'an, China","Cheng, M., School of Economics and Finance, Xi'an Jiaotong University, Xi'an, China; Qu, Y., School of Economics and Finance, Xi'an Jiaotong University, Xi'an, China","Bank FinTech; China; Commercial banks; Credit risk",,"We very much appreciate the insightful comments and suggestions from the editor and the anonymous reviewer of Pacific-Basin Finance Journal. We are grateful for the suggestions form Professor Pin Guo, Xiaohui Hou, Justin Jin, Cheng Li, Jerry Lin, Vikas Mehrotra, Yue Shen, Hong Zhao, as well as the comments from the seminar participants at the “China Finance Review International Conference” (Shanghai Jiaotong University), and the seminar at Xi'an Jiaotong University. Maoyong Cheng gratefully acknowledges the financial support from Chinese National Funding of Social Sciences (19CJY065). All errors are our own.","We very much appreciate the insightful comments and suggestions from the editor and the anonymous reviewer of Pacific-Basin Finance Journal. We are grateful for the suggestions form Professor Pin Guo, Xiaohui Hou, Justin Jin, Cheng Li, Jerry Lin, Vikas Mehrotra, Yue Shen, Hong Zhao, as well as the comments from the seminar participants at the “China Finance Review International Conference” (Shanghai Jiaotong University), and the seminar at Xi'an Jiaotong University. Maoyong Cheng gratefully acknowledges the financial support from Chinese National Funding of Social Sciences ( 19CJY065 ). All errors are our own.",,,,,,,,,"Cheng, M.; School of Economics and Finance, China; email: chengmaoyong@126.com","Elsevier B.V.",0927538X,,PBFJE,,"English","Pac. Basin Financ. J.",Article,"Final","",Scopus,2-s2.0-85089013293
"Li J., Li J., Zhu X., Yao Y., Casu B.","56076472200;57204428831;55618523900;57207828862;7006187788;","Risk spillovers between FinTech and traditional financial institutions: Evidence from the U.S.",2020,"International Review of Financial Analysis","71",,"101544","","",,18,"10.1016/j.irfa.2020.101544","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087340953&doi=10.1016%2fj.irfa.2020.101544&partnerID=40&md5=adda50879853df828903d049d1077d33","Institutes of Science and Development, Chinese Academy of Sciences, Beijing, 100049, China; School of Economics and Management, University of Chinese Academy of Sciences, Beijing, 100190, China; School of Public Policy and Management, University of Chinese Academy of Sciences, Beijing, 100190, China; Cass Business School, City, University of London, London, EC1Y 8TZ, United Kingdom","Li, J., Institutes of Science and Development, Chinese Academy of Sciences, Beijing, 100049, China, School of Economics and Management, University of Chinese Academy of Sciences, Beijing, 100190, China, School of Public Policy and Management, University of Chinese Academy of Sciences, Beijing, 100190, China; Li, J., Institutes of Science and Development, Chinese Academy of Sciences, Beijing, 100049, China, School of Public Policy and Management, University of Chinese Academy of Sciences, Beijing, 100190, China; Zhu, X., Institutes of Science and Development, Chinese Academy of Sciences, Beijing, 100049, China; Yao, Y., Institutes of Science and Development, Chinese Academy of Sciences, Beijing, 100049, China, School of Public Policy and Management, University of Chinese Academy of Sciences, Beijing, 100190, China; Casu, B., Cass Business School, City, University of London, London, EC1Y 8TZ, United Kingdom","Financial risk; Financial stability; Financial technology (FinTech); Risk spillover; Systemic risk",,"This study was supported by grants from the National Natural Science Foundation of China ( 71971207 , 71425002 , 71601178 ) and the Youth Innovation Promotion Association of Chinese Academy of Sciences ( 2012137 , 2017200 ).",,,,,,,,,,"Zhu, X.; Institutes of Science and Development, No.15 Beiyitiao Alley, Zhongguancun, Haidian District, China; email: zhuxq@casipm.ac.cn","Elsevier Inc.",10575219,,,,"English","Int. Rev. Financ. Anal.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85087340953
