Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Correspondence Address,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Nelaturu K., Du H., Le D.-P.","57219158196;57657563000;57217657419;","A Review of Blockchain in Fintech: Taxonomy, Challenges, and Future Directions",2022,"Cryptography","6","2","18","","",,,"10.3390/cryptography6020018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129218931&doi=10.3390%2fcryptography6020018&partnerID=40&md5=7bc21367183faf1b1818a3db24d777c0","Fintech Research, Bank of Canada, 234 Wellington Street, Ottawa, ON  K1A 0G9, Canada","Nelaturu, K., Fintech Research, Bank of Canada, 234 Wellington Street, Ottawa, ON  K1A 0G9, Canada; Du, H., Fintech Research, Bank of Canada, 234 Wellington Street, Ottawa, ON  K1A 0G9, Canada; Le, D.-P., Fintech Research, Bank of Canada, 234 Wellington Street, Ottawa, ON  K1A 0G9, Canada","blockchain; cryptography; fintech; privacy; security; smart contract; use-cases",,,,,,,,,,,,"Nelaturu, K.; Fintech Research, 234 Wellington Street, Canada; email: knelaturu@bankofcanada.ca","MDPI",2410387X,,,,"English","Cryptogr.",Review,"Final","All Open Access, Gold",Scopus,2-s2.0-85129218931
"Al-Gasawneh J.A., Al-Hawamleh A.M., Alorfi A., Al-Rawashdeh G.","57215426291;57223196215;57653414700;57213186739;","Moderating the role of the perceived security and endorsement on the relationship between perceived risk and intention to use the artificial intelligence in financial services",2022,"International Journal of Data and Network Science","6","3",,"743","752",,,"10.5267/j.ijdns.2022.3.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129104671&doi=10.5267%2fj.ijdns.2022.3.007&partnerID=40&md5=7b171eb278677f5fe8e44b2b7b123479","Applied Science Private University, Jordan; Institute of Public Administration, Saudi Arabia; King Abdulaziz University, Saudi Arabia; University Malaysia Terengganu, Malaysia","Al-Gasawneh, J.A., Applied Science Private University, Jordan; Al-Hawamleh, A.M., Institute of Public Administration, Saudi Arabia; Alorfi, A., King Abdulaziz University, Saudi Arabia; Al-Rawashdeh, G., University Malaysia Terengganu, Malaysia","Artificial Intelligence; Influencer Endorsement; Perceived Risk; Perceived Security",,,,,,,,,,,,"Al-Gasawneh, J.A.; Applied Science Private UniversityJordan; email: ALHAWAMLEHA@ipa.edu.sa","Growing Science",25618148,,,,"English","Int. J. Data Netw. Sci.",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85129104671
"Tong S., Zhang T., Zhang Z.","57655042700;57655042800;57652837200;","Credit Risk Early Warning of Small and Medium-Sized Enterprises Based on Blockchain Trusted Data",2022,"Journal of Information and Knowledge Management","21","2","2250014","","",,,"10.1142/S0219649222500149","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129080376&doi=10.1142%2fS0219649222500149&partnerID=40&md5=427dc564af1731df11f975e8d632c6d0","College of Information Engineering, Jiaozuo University, Henan, Jiaozuo, 454100, China","Tong, S., College of Information Engineering, Jiaozuo University, Henan, Jiaozuo, 454100, China; Zhang, T., College of Information Engineering, Jiaozuo University, Henan, Jiaozuo, 454100, China; Zhang, Z., College of Information Engineering, Jiaozuo University, Henan, Jiaozuo, 454100, China","Blockchain; credit risk; reliability analysis; risk early warning system; SMEs; trusted data","Blockchain; Information management; Risk analysis; Risk assessment; Risk management; Supply chains; Block-chain; Credit risk early warnings; Credit risks; Early Warning System; Early-warning mechanisms; Enterprise IS; Risk early warning; Risk early warning system; Small and medium-sized enterprise; Trusted data; Reliability analysis",,,,,,,,,,,"Tong, S.; College of Information Engineering, Henan, China; email: gototsk@163.com","World Scientific",02196492,,,,"English","J. Inf. Knowl. Manage.",Article,"Final","",Scopus,2-s2.0-85129080376
"Huang S.M., Yen D.C., Yan T.J., Yang Y.T.","57562288300;57019964900;57561133100;57561323900;","An Intelligent Mechanism to Automatically Discover Emerging Technology Trends: Exploring Regulatory Technology",2022,"ACM Transactions on Management Information Systems","13","2","17","","",,,"10.1145/3485187","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127586842&doi=10.1145%2f3485187&partnerID=40&md5=29a2565b8524869aa824254cbc876271","Department of Accounting and Information Technology, National Chung Cheng University, Chiayi, Taiwan; Jhj School of Business, Texas Southern University, United States; Department of Information Management, National Chung Cheng University, Chiayi, Taiwan","Huang, S.M., Department of Accounting and Information Technology, National Chung Cheng University, Chiayi, Taiwan; Yen, D.C., Jhj School of Business, Texas Southern University, United States; Yan, T.J., Department of Information Management, National Chung Cheng University, Chiayi, Taiwan; Yang, Y.T., Department of Accounting and Information Technology, National Chung Cheng University, Chiayi, Taiwan","computer auditing; fintech; regtech; social network analysis; technology trend analysis; Text mining","Data mining; Economic and social effects; Product design; Search engines; Social networking (online); Social sciences computing; Computer auditing; Cross-domain; Emerging technologies; Growing markets; Historical performance; Intelligent mechanisms; Regtech; Social Network Analysis; Technology trends; Technology trends analysis; Decision making",,,,,,,,,,,,"Association for Computing Machinery",2158656X,,,,"English","ACM Trans. Manage. Inf. Syst.",Article,"Final","",Scopus,2-s2.0-85127586842
"Huang S.","57554433800;","Does FinTech improve the investment efficiency of enterprises? Evidence from China's small and medium-sized enterprises",2022,"Economic Analysis and Policy","74",,,"571","586",,,"10.1016/j.eap.2022.03.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127228403&doi=10.1016%2fj.eap.2022.03.014&partnerID=40&md5=b7dfdc9fa22f93ef8d93891d560b97ee","Graduate School of Arts and Sciences, Columbia University, 535 W 116th St #109, New York, NY  10027, United States","Huang, S., Graduate School of Arts and Sciences, Columbia University, 535 W 116th St #109, New York, NY  10027, United States","Financing constraints; FinTech; Information asymmetry; Investment efficiency",,,,,,,,,,,,,"Elsevier B.V.",03135926,,,,"English","Econ. Anal. Policy",Article,"Final","",Scopus,2-s2.0-85127228403
"Pocher N., Veneris A.","57216152287;6701879592;","Privacy and Transparency in CBDCs: A Regulation-by-Design AML/CFT Scheme",2022,"IEEE Transactions on Network and Service Management","19","2",,"1776","1788",,1,"10.1109/TNSM.2021.3136984","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122101076&doi=10.1109%2fTNSM.2021.3136984&partnerID=40&md5=ca220d8478c569225507ab498efb20c0","Ku Leuven Center For It & Ip Law, Faculty Of Law, Leuven, 3000, Belgium; Università Di Bologna, Cirsfid, Department Of Legal Studies, Bologna, 40121, Italy; University Of Toronto, Department Of Electrical And Computer Engineering, The Department Of Computer Science, Toronto, ON  M5S 3G4, Canada","Pocher, N., Ku Leuven Center For It & Ip Law, Faculty Of Law, Leuven, 3000, Belgium, Università Di Bologna, Cirsfid, Department Of Legal Studies, Bologna, 40121, Italy; Veneris, A., University Of Toronto, Department Of Electrical And Computer Engineering, The Department Of Computer Science, Toronto, ON  M5S 3G4, Canada","Anonymity; Anti-money laundering; Central bank digital currency; Compliance; Criminal activities; Cryptocurrency; Law and technology; Policy; Regulation; Risk management","Data privacy; Distributed ledger; Job analysis; Risk assessment; Risk management; Terrorism; Anonymity; Anti-money laundering; Central bank; Central bank digital currency; Compliance.; Criminal activities; Cryptocurrency; Law; Law and technology; Privacy; Regulation; Risks management; Stakeholder; Task analysis; Transparency",,,,,,,,,,,"Pocher, N.; Ku Leuven Center For It & Ip Law, Belgium; email: nadia.pocher@uab.cat","Institute of Electrical and Electronics Engineers Inc.",19324537,,,,"English","IEEE Trans. Netw. Serv. Manage.",Article,"Final","",Scopus,2-s2.0-85122101076
"Lyons A.C., Kass-Hanna J., Fava A.","7102912742;57208422168;57204362502;","Fintech development and savings, borrowing, and remittances: A comparative study of emerging economies",2022,"Emerging Markets Review","51",,"100842","","",,,"10.1016/j.ememar.2021.100842","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114258546&doi=10.1016%2fj.ememar.2021.100842&partnerID=40&md5=e17642aab865284a2daa229444ca0b9f","University of Illinois at Urbana-Champaign, United States; Saint Joseph University of Beirut, Faculty of Business Administration and Management, Campus of Social Sciences, Huvelin Street, Beirut, 1104 2020, Lebanon; Professora Adjunta Nível, Federal University of ABC – UFABC, Rua Arcturus, 03 – Jardim Antares, São Bernardo do Campo, SP CEP  09606-070, Brazil","Lyons, A.C., University of Illinois at Urbana-Champaign, United States; Kass-Hanna, J., Saint Joseph University of Beirut, Faculty of Business Administration and Management, Campus of Social Sciences, Huvelin Street, Beirut, 1104 2020, Lebanon; Fava, A., Professora Adjunta Nível, Federal University of ABC – UFABC, Rua Arcturus, 03 – Jardim Antares, São Bernardo do Campo, SP CEP  09606-070, Brazil","Digital financial services; Emerging economies; Financial inclusion; Financial security; Fintech; Vulnerable populations",,"Authors gratefully acknowledge the University of Tabriz (Grant Number 948645103 ) and Research Center for Pharmaceutical Nanotechnology, the Tabriz University of Medical Sciences for their financial support of this research.",,,,,,,,,,"Lyons, A.C.; University of Illinois at Urbana-Champaign, 440 Mumford Hall, 1301 W. Gregory Drive, United States; email: anglyons@illinois.edu","Elsevier B.V.",15660141,,,,"English","Emerg. Mark. Rev.",Article,"Final","",Scopus,2-s2.0-85114258546
"Aziz S., Dowling M., Hammami H., Piepenbrink A.","57203897485;36893935000;10143556900;55759228800;","Machine learning in finance: A topic modeling approach",2022,"European Financial Management","28","3",,"744","770",,3,"10.1111/eufm.12326","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109287328&doi=10.1111%2feufm.12326&partnerID=40&md5=ce6496a19df9ee8372ae91c9630dca43","Department of Finance & Accounting, Rennes School of Business, Rennes, France; Financial and Operational Performance Group, DCU Business School, Dublin City University, Dublin, Ireland; Department of Strategy & Innovation, Rennes School of Business, Rennes, France","Aziz, S., Department of Finance & Accounting, Rennes School of Business, Rennes, France; Dowling, M., Financial and Operational Performance Group, DCU Business School, Dublin City University, Dublin, Ireland; Hammami, H., Department of Finance & Accounting, Rennes School of Business, Rennes, France; Piepenbrink, A., Department of Strategy & Innovation, Rennes School of Business, Rennes, France","finance; latent dirichlet allocation; machine learning; textual analysis; topic modeling",,"We thank John A. Doukas, the editor, and an anonymous referee of European Financial Management as the study has enormously benefited from their comments. We also thank Muhammad Farooq Ahmad and participants of IFABS 2019, Angers France for their valuable comments. Saqib Aziz and Michael Dowling acknowledge financial assistance from the BCOM project: Prospect 2030. The views expressed in this article are those of the authors and all errors are our own.",,,,,,,,,,"Aziz, S.; Department of Finance & Accounting, France; email: saqib.aziz@rennes-sb.com","John Wiley and Sons Inc",13547798,,,,"English","Eur. Financ. Manage.",Article,"Final","",Scopus,2-s2.0-85109287328
"Arslan A., Buchanan B.G., Kamara S., Al Nabulsi N.","36619634600;36157844400;57224519343;57292673100;","Fintech, base of the pyramid entrepreneurs and social value creation",2022,"Journal of Small Business and Enterprise Development","29","3",,"335","353",,,"10.1108/JSBED-10-2020-0370","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116860527&doi=10.1108%2fJSBED-10-2020-0370&partnerID=40&md5=e83f1adb621303b787f4cf8ef6a6c4a7","Department of Marketing, Management and IB, Oulun Yliopisto, Oulu, Finland; Department of Finance and Accounting, Surrey Business School, University of Surrey, Guildford, United Kingdom; Department of International Business and Marketing, Faculty of Economics and Business Administration, University of Oulu, Oulu, Finland; Hanken School of Economics–Vaasa Campus, Vaasa, Finland","Arslan, A., Department of Marketing, Management and IB, Oulun Yliopisto, Oulu, Finland; Buchanan, B.G., Department of Finance and Accounting, Surrey Business School, University of Surrey, Guildford, United Kingdom; Kamara, S., Department of International Business and Marketing, Faculty of Economics and Business Administration, University of Oulu, Oulu, Finland; Al Nabulsi, N., Hanken School of Economics–Vaasa Campus, Vaasa, Finland","Base of pyramid (BOP); Entrepreneurship; Fintech; Sierra Leone; Social value",,,,,,,,,,,,"Buchanan, B.G.; Department of Finance and Accounting, United Kingdom; email: b.buchanan@surrey.ac.uk","Emerald Group Holdings Ltd.",14626004,,,,"English","J. Small Bus. Enterp. Dev.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85116860527
"Chen B., Yang X., Ma Z.","57215589185;57704020800;8924293300;","Fintech and Financial Risks of Systemically Important Commercial Banks in China: An Inverted U-Shaped Relationship",2022,"Sustainability (Switzerland)","14","10","5912","","",,,"10.3390/su14105912","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130523654&doi=10.3390%2fsu14105912&partnerID=40&md5=002149908cf4f11ab39e3895bb6ca9ee","School of Business, Nanjing University, Nanjing, 210093, China; School of Business, Nanjing Audit University, Nanjing, 210017, China; Odette School of Business, University of Windsor, Windsor, ON  N9B 3P4, Canada","Chen, B., School of Business, Nanjing University, Nanjing, 210093, China; Yang, X., School of Business, Nanjing University, Nanjing, 210093, China; Ma, Z., School of Business, Nanjing Audit University, Nanjing, 210017, China, Odette School of Business, University of Windsor, Windsor, ON  N9B 3P4, Canada","commercial bank; emerging markets; financial risk; financial technology; fintech; systemically important banks","business; market conditions; spatiotemporal analysis; sustainable development; China","Funding: This research was funded by a RIF Grant from the Odette School of Business, University of Windsor (Grant # 821117).",,,,,,,,,,"Ma, Z.; School of Business, China; email: maz@uwindsor.ca","MDPI",20711050,,,,"English","Sustainability",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85130523654
"Anna Gustina Zainal D.M., Borda R.F.C., Algani Y.M.A., Yakkala M.B., Sanjith D.S., Muda I., Kalaichelvi T., Mahendran M., Kiran Bala B.","57215935110;57668126800;57542978100;57667467900;57667800000;6508070248;36982732700;57189999663;57475732900;","A decentralized autonomous personal data management system in banking sector",2022,"Computers and Electrical Engineering","100",,"108027","","",,,"10.1016/j.compeleceng.2022.108027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129486442&doi=10.1016%2fj.compeleceng.2022.108027&partnerID=40&md5=5db00f39e6b045bcfc0a2c6b6dd046b8","Doctor of Communication, Department of Communication, University of Lampung, Indonesia; Universidad Autónoma del Perú; Department of Mathematics, Sakhnin College, Israel.Department of Mathematics, The Arab Academic College for Education in Israel-Haifa, Israel; Assistant Professor, Department of Electronics and Communication Engineering, Saveetha School of Engineering, SIMATS, Chennai, India; Assistant Professor & Head, Department of Computer Science, St. Alphonsa College of Arts and Science, Soosaipuram, Karinkal, Kanyakumari District, Tamilnadu629157, India; Professor, Department of Doctoral Program, Faculty Economic and Business, Universitas Sumatera Utara, Medan, Indonesia, 20222Jl. Prof TM Hanafiah 12, USU Campus, Padang bulan, Medan, Indonesia; HoD, Department of Artificial Intelligence and Data Science, Panimalar Institute of Technology, Tamil Nadu, India; Department of CSE, Panimalar Engineering College, Chennai, India; HoD, Department of Artificial Intelligence and Data Science, K.Ramakrishnan College of Engineering, Tamil Nadu, Trichy, India","Anna Gustina Zainal, D.M., Doctor of Communication, Department of Communication, University of Lampung, Indonesia; Borda, R.F.C., Universidad Autónoma del Perú; Algani, Y.M.A., Department of Mathematics, Sakhnin College, Israel.Department of Mathematics, The Arab Academic College for Education in Israel-Haifa, Israel; Yakkala, M.B., Assistant Professor, Department of Electronics and Communication Engineering, Saveetha School of Engineering, SIMATS, Chennai, India; Sanjith, D.S., Assistant Professor & Head, Department of Computer Science, St. Alphonsa College of Arts and Science, Soosaipuram, Karinkal, Kanyakumari District, Tamilnadu629157, India; Muda, I., Professor, Department of Doctoral Program, Faculty Economic and Business, Universitas Sumatera Utara, Medan, Indonesia, 20222Jl. Prof TM Hanafiah 12, USU Campus, Padang bulan, Medan, Indonesia; Kalaichelvi, T., HoD, Department of Artificial Intelligence and Data Science, Panimalar Institute of Technology, Tamil Nadu, India; Mahendran, M., Department of CSE, Panimalar Engineering College, Chennai, India; Kiran Bala, B., HoD, Department of Artificial Intelligence and Data Science, K.Ramakrishnan College of Engineering, Tamil Nadu, Trichy, India","Bitcoin; Blockchain; Personal data; Privacy; Security","Access control; Bitcoin; Data privacy; Distributed ledger; Finance; Information management; Banking sectors; Block-chain; Data management system; Decentralised; Decentralized networks; Financial domains; Privacy; Security; Third parties; Time-periods; Blockchain",,,,,,,,,,,,"Elsevier Ltd",00457906,,CPEEB,,"English","Comput Electr Eng",Article,"Final","",Scopus,2-s2.0-85129486442
"Pi T., Hu H., Lu J., Chen X.","57208002689;57222724914;57659963100;57659031700;","The Analysis of Fintech Risks in China: Based on Fuzzy Models",2022,"Mathematics","10","9","1395","","",,,"10.3390/math10091395","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129258015&doi=10.3390%2fmath10091395&partnerID=40&md5=5e1a4f7eb62a3d2af1f60764285e79a8","School of Economics and Business Administration, Chongqing University, Chongqing, 400030, China; School of Materials Science and Engineering, Chongqing University, Chongqing, 400030, China; School of Civil Engineering, Wuhan University, Wuhan, 430072, China","Pi, T., School of Economics and Business Administration, Chongqing University, Chongqing, 400030, China; Hu, H., School of Materials Science and Engineering, Chongqing University, Chongqing, 400030, China; Lu, J., School of Civil Engineering, Wuhan University, Wuhan, 430072, China; Chen, X., School of Economics and Business Administration, Chongqing University, Chongqing, 400030, China","Fintech; fuzzy analytic hierarchy process; fuzzy models",,,,,,,,,,,,"Pi, T.; School of Economics and Business Administration, China; email: pitianlei@cqu.edu.cn","MDPI",22277390,,,,"English","Mathematics",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85129258015
"Ryan P., Brennan R.","57219131815;36447456700;","Support for Enhanced GDPR Accountability with the Common Semantic Model for ROPA (CSM-ROPA)",2022,"SN Computer Science","3","3","224","","",,,"10.1007/s42979-022-01099-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128422404&doi=10.1007%2fs42979-022-01099-9&partnerID=40&md5=f59e942f4d537d71f61ff3cd92ece5f8","ADAPT Centre, School of Computing, Dublin City University, Glasnevin, Dublin 9, Ireland; Uniphar PLC, Dublin 24, Ireland","Ryan, P., ADAPT Centre, School of Computing, Dublin City University, Glasnevin, Dublin 9, Ireland, Uniphar PLC, Dublin 24, Ireland; Brennan, R., ADAPT Centre, School of Computing, Dublin City University, Glasnevin, Dublin 9, Ireland","Accountability; Data Protection Officer; Register of Processing Activities; RegTech; Semantic Web",,"This work is partially supported by Uniphar PLC. and the ADAPT Centre for Digital Content Technology funded under the SFI Research Centres Programme (Grant 13/RC/2106_P2) and co-funded under the European Regional Development Fund. For Open Access, the author has applied a CC BY public copyright licence to any Author Accepted Manuscript version arising from this submission","Open Access funding provided by the IReL Consortium. This work is partially supported by Uniphar PLC. and the ADAPT Centre for Digital Content Technology which is funded under the SFI Research Centres Programme (Grant 13/RC/2106_P2) and is co-funded under the European Regional Development Fund. For the purpose of Open Access, the author has applied a CC BY public copyright licence to any Author Accepted Manuscript version arising from this submission.",,,,,,,,,"Ryan, P.; ADAPT Centre, Glasnevin, Ireland; email: paul.ryan76@mail.dcu.ie","Springer",2662995X,,,,"English","SN COMPUT. SCI.",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85128422404
"Chen Y., Volz U.","57225974637;15133083800;","Scaling up sustainable investment through blockchain-based project bonds",2022,"Development Policy Review","40","3","e12582","","",,,"10.1111/dpr.12582","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124737687&doi=10.1111%2fdpr.12582&partnerID=40&md5=d7c73e00a2ccedc4047682ed88433e8a","Science Policy Research Unit, University of Sussex, United Kingdom; Centre for Sustainable Finance & Department of Economics, SOAS, University of London, UK, and German Development Institute, Germany","Chen, Y., Science Policy Research Unit, University of Sussex, United Kingdom; Volz, U., Centre for Sustainable Finance & Department of Economics, SOAS, University of London, UK, and German Development Institute, Germany","blockchain; fintech; sustainable investment",,"We are grateful for very helpful comments and suggestions received from Cyn-Young Park, Matthias Pelster, Peter Rosenkranz, Grace Tian, and other participants in the September 2020 conference “Fintech to Enable Development, Investment, Financial Inclusion, and Sustainability” organized by the Asian Development Bank, the Institute of Global Finance–University of New South Wales, the Asian Bureau of Finance and Economic Research, the National University of Singapore Business School, and the Asian Development Bank Institute; and the 33rd Australasian Finance and Banking Conference hosted by the University of New South Wales in December 2020. The usual disclaimer applies.",,,,,,,,,,"Volz, U.; Centre for Sustainable Finance & Department of Economics, Germany; email: uv1@soas.ac.uk","John Wiley and Sons Inc",09506764,,,,"English","Dev. Policy Rev.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85124737687
"Yousaf I., Nekhili R., Gubareva M.","57190343273;14052423200;56850438400;","Linkages between DeFi assets and conventional currencies: Evidence from the COVID-19 pandemic",2022,"International Review of Financial Analysis","81",,"102082","","",,1,"10.1016/j.irfa.2022.102082","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124627856&doi=10.1016%2fj.irfa.2022.102082&partnerID=40&md5=cfee238c9235cd937a900118e508cc08","Department of Business Studies, Namal University, Mianwali, Pakistan; Department of Accounting and Finance, Applied Science University, Bahrain; SOCIUS/CSG - Research in Social Sciences and Management, Rua Miguel Lupi, 20, Lisbon, 1249-078, Portugal; ISEG – Lisbon School of Economics & Management, Universidade de Lisboa, Rua Miguel Lupi, 20, Lisbon, 1249-078, Portugal","Yousaf, I., Department of Business Studies, Namal University, Mianwali, Pakistan; Nekhili, R., Department of Accounting and Finance, Applied Science University, Bahrain; Gubareva, M., SOCIUS/CSG - Research in Social Sciences and Management, Rua Miguel Lupi, 20, Lisbon, 1249-078, Portugal, ISEG – Lisbon School of Economics & Management, Universidade de Lisboa, Rua Miguel Lupi, 20, Lisbon, 1249-078, Portugal","COVID-19; Currencies; DeFi; Spillover",,"The authors thank the Editor Prof. Dr. Brian Lucey and Associate editor Prof. Dr. Samuel Vigne for their encouragement and valuable advices. The authors also thankfully acknowledge insightful comments made by anonymous referees. This work was supported by FCT, I.P., the Portuguese national funding agency for science, research and technology, under the Project UIDB/04521/2020, and by the Instituto Politécnico de Lisboa as part of the IPL/2020/MacroRates/ISCAL project.","The authors thank the Editor Prof. Dr. Brian Lucey and Associate editor Prof. Dr. Samuel Vigne for their encouragement and valuable advices. The authors also thankfully acknowledge insightful comments made by anonymous referees. This work was supported by FCT, I.P. the Portuguese national funding agency for science, research and technology, under the Project UIDB/04521/2020, and by the Instituto Polit?cnico de Lisboa as part of the IPL/2020/MacroRates/ISCAL project.",,,,,,,,,"Gubareva, M.; ISEG – Lisbon School of Economics & Management, Rua Miguel Lupi 20, Portugal; email: mgubareva@iseg.ulisboa.pt","Elsevier Inc.",10575219,,,,"English","Int. Rev. Financ. Anal.",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85124627856
"Rodríguez-Espíndola O., Chowdhury S., Dey P.K., Albores P., Emrouznejad A.","56444362800;57201962502;34568899900;6508306073;6603504583;","Analysis of the adoption of emergent technologies for risk management in the era of digital manufacturing",2022,"Technological Forecasting and Social Change","178",,"121562","","",,1,"10.1016/j.techfore.2022.121562","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124489471&doi=10.1016%2fj.techfore.2022.121562&partnerID=40&md5=f5655f68d680ba481a26cf5e11c089f6","Aston Business School, Aston University, Birmingham, United Kingdom; Information, Operations and Management Sciences, Toulouse Business School, Toulouse, France; Surrey Business School, Surrey University, Guildford, United Kingdom","Rodríguez-Espíndola, O., Aston Business School, Aston University, Birmingham, United Kingdom; Chowdhury, S., Information, Operations and Management Sciences, Toulouse Business School, Toulouse, France; Dey, P.K., Aston Business School, Aston University, Birmingham, United Kingdom; Albores, P., Aston Business School, Aston University, Birmingham, United Kingdom; Emrouznejad, A., Surrey Business School, Surrey University, Guildford, United Kingdom","Digital manufacturing; Emergent technologies; Industry 4.0; Risk management; Structural equation modelling","Computation theory; Decision making; Industry 4.0; Information management; Managers; Risk assessment; Business operation; Decisions makings; Digital manufacturing; Digital transformation; Emergent technologies; Manufacturing process; Operations managers; Potential benefits; Risks management; Structural equation models; Risk management; artificial intelligence; decision making; empirical analysis; industrial development; industrialization; manufacturing; technological development; United Kingdom","This research was supported by the Productivity Insights Network grant number ES/R007810/1 from the Economic and Social Research Council and the Aston Seed Corn Grant.",,,,,,,,,,"Rodríguez-Espíndola, O.; Aston Business School, Birmingham, United Kingdom; email: o.rodriguez-espindola@aston.ac.uk","Elsevier Inc.",00401625,,,,"English","Technol. Forecast. Soc. Change",Article,"Final","",Scopus,2-s2.0-85124489471
