Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Abbreviated Source Title,Document Type,Publication Stage,Source,EID
"Shakina E., Angerer M.","57204356116;35931835200;","Coordination and communication during bank runs",2018,"Journal of Behavioral and Experimental Finance","20",,,"115","130",,8,"10.1016/j.jbef.2018.09.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055248472&doi=10.1016%2fj.jbef.2018.09.002&partnerID=40&md5=ad0e5ea12c185db99f48862e814066e7","University of Milan, via Conservatorio 7, Milan, 20122, Italy; University of Liechtenstein, Fürst-Franz-Josef-Strasse, Vaduz, 9490, Liechtenstein","Shakina, E., University of Milan, via Conservatorio 7, Milan, 20122, Italy; Angerer, M., University of Liechtenstein, Fürst-Franz-Josef-Strasse, Vaduz, 9490, Liechtenstein","Bank run; Communication; Economic crisis; Experiment; Intercultural; Withdrawal behavior",,"J. Behav. Exp. Financ.",Article,"Final",Scopus,2-s2.0-85055248472
"Narayan S., Sahminan S.","8597894200;16686925200;","HAS FINTECH INFLUENCED INDONESIA’S EXCHANGE RATE AND INFLATION?",2018,"Buletin Ekonomi Moneter dan Perbankan","21","2",,"177","190",,8,"10.21098/bemp.v21i2.966","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152420593&doi=10.21098%2fbemp.v21i2.966&partnerID=40&md5=a7d864f4157419b9b873e92d211af4f8","School of Economics, RMIT University, Melbourne, Australia; Departement of Economics and Monetary Policy, Bank Indonesia, Jakarta, Indonesia","Narayan, S., School of Economics, RMIT University, Melbourne, Australia; Sahminan, S., Departement of Economics and Monetary Policy, Bank Indonesia, Jakarta, Indonesia","FinTech; Indonesia; Inflation; Real exchange rate",,"Bul Ekon Monet Perbank",Article,"Final",Scopus,2-s2.0-85152420593
"Wishart D., Wardrop A.","57203261649;57203268850;","What can the banking royal commission achieve: Regulating for good corporate culture?",2018,"Alternative Law Journal","43","2",,"81","88",,8,"10.1177/1037969X18772153","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051058555&doi=10.1177%2f1037969X18772153&partnerID=40&md5=179a3082526da6ae1acc9a15d011a11d","La Trobe Law School, La Trobe University, Melbourne, Australia","Wishart, D., La Trobe Law School, La Trobe University, Melbourne, Australia; Wardrop, A., La Trobe Law School, La Trobe University, Melbourne, Australia","Banking and finance law; Company law; Corporate governance; Corporate law; Corporate social responsibility; Regulatory theory and practice",,"Altern. Law J.",Article,"Final",Scopus,2-s2.0-85051058555
"Karamanis N., Pignatelli M., Carvalho-Silva D., Rowland F., Cham J.A., Dunham I.","57193709413;7005888415;7801376541;55625099000;35519286300;56377536600;","Designing an intuitive web application for drug discovery scientists",2018,"Drug Discovery Today","23","6",,"1169","1174",,8,"10.1016/j.drudis.2018.01.032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040947572&doi=10.1016%2fj.drudis.2018.01.032&partnerID=40&md5=366a988e6c5cdfbf8600d8a8008ecac2","Open Targets, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SD, United Kingdom; European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SD, United Kingdom; Sigma Consulting Solutions, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1DR, United Kingdom","Karamanis, N., Open Targets, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SD, United Kingdom, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SD, United Kingdom; Pignatelli, M., Open Targets, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SD, United Kingdom, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SD, United Kingdom; Carvalho-Silva, D., Open Targets, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SD, United Kingdom, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SD, United Kingdom; Rowland, F., Sigma Consulting Solutions, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1DR, United Kingdom; Cham, J.A., European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SD, United Kingdom; Dunham, I., Open Targets, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SD, United Kingdom, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SD, United Kingdom",,"collaborative learning; drug design; drug research; drug screening; human; mobile application; scientist; Short Survey; cooperation; drug development; Internet; personnel; Cooperative Behavior; Drug Discovery; Humans; Internet; Research Personnel","Drug Discov. Today",Short Survey,"Final",Scopus,2-s2.0-85040947572
"Goktan M.S., Muslu V.","55327425300;35362423400;","Benefits of public reporting: Evidence from IPOs backed by listed private equity firms",2018,"Journal of Corporate Finance","50",,,"669","688",,8,"10.1016/j.jcorpfin.2017.09.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030456116&doi=10.1016%2fj.jcorpfin.2017.09.011&partnerID=40&md5=f9f193c3dc21fcea9990a85b3a4552ef","California State University – East Bay, United States; University of Houston, United States","Goktan, M.S., California State University – East Bay, United States; Muslu, V., University of Houston, United States","Earnings management; IPO; Listed private equity",,"J. Corp. Financ.",Article,"Final",Scopus,2-s2.0-85030456116
"Anwar S., Ali A.M.H.","57209132246;58267764300;","ANNS-BASED EARLY WARNING SYSTEM FOR INDONESIAN ISLAMIC BANKS",2018,"Buletin Ekonomi Moneter dan Perbankan","20","3",,"325","342",,8,"10.21098/bemp.v20i3.856","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152385705&doi=10.21098%2fbemp.v20i3.856&partnerID=40&md5=3fcd3e9f7f219ee9cc8e3480b37763a2","STIE Ahmad Dahlan, Jakarta and Risk Oversight Committee, PT. Bank BRI Syariah, Indonesia; UIN Syarif Hidayatullah, Jakarta, Indonesia","Anwar, S., STIE Ahmad Dahlan, Jakarta and Risk Oversight Committee, PT. Bank BRI Syariah, Indonesia; Ali, A.M.H., UIN Syarif Hidayatullah, Jakarta, Indonesia","Artificial Neural Networks; Early Warning System; Financial Distress; Islamic Banks",,"Bul Ekon Monet Perbank",Article,"Final",Scopus,2-s2.0-85152385705
"Capelleras J.-L., Martin-Sanchez V., Rialp J., Shleha W.","8507349700;56528308700;21740011500;57322431700;","Entrepreneurs’ Export Orientation and Growth Aspirations: The Moderating Role of Individual Human Capital",2018,"Studies on Entrepreneurship, Structural Change and Industrial Dynamics",,,,"63","87",,8,"10.1007/978-3-319-90548-8_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086873235&doi=10.1007%2f978-3-319-90548-8_4&partnerID=40&md5=48fc87fa3510a24199f9058804f8605f","Department of Business, Universitat Autònoma de Barcelona, Bellaterra (Cerdanyola del Vallès), Spain; King’s Business School, King’s College London, London, United Kingdom","Capelleras, J.-L., Department of Business, Universitat Autònoma de Barcelona, Bellaterra (Cerdanyola del Vallès), Spain; Martin-Sanchez, V., King’s Business School, King’s College London, London, United Kingdom; Rialp, J., Department of Business, Universitat Autònoma de Barcelona, Bellaterra (Cerdanyola del Vallès), Spain; Shleha, W., Department of Business, Universitat Autònoma de Barcelona, Bellaterra (Cerdanyola del Vallès), Spain","Entrepreneurs’ export orientation; GEM; Growth aspirations; Human capital; Multilevel",,"Stud. Entrep. Struct. Change. Ind. Dyn.",Book Chapter,"Final",Scopus,2-s2.0-85086873235
"Razzaque A., Eldabi T.","55038266000;6602914486;","Assessing the impact of physicians’ virtual communities on their medical decision making quality",2018,"Proceedings of the Annual Hawaii International Conference on System Sciences","2018-January",,,"3149","3158",,8,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078997064&partnerID=40&md5=f64e3cabd54da0f8d64ff49d9cf46806","Ahlia University, College of Business and Finance, Manama, Bahrain; Brunel University, Brunel Business School, College of Business, Arts and Social Sciences, Brunei Darussalam","Razzaque, A., Ahlia University, College of Business and Finance, Manama, Bahrain; Eldabi, T., Brunel University, Brunel Business School, College of Business, Arts and Social Sciences, Brunei Darussalam",,"Decision making; Health care; Conceptual model; Healthcare quality; Healthcare sectors; Medical decision making; Pre-requisites; Social capitals; Three dimensions; Virtual community; Social networking (online)","Proc. Annu. Hawaii Int. Conf. Syst. Sci.",Conference Paper,"Final",Scopus,2-s2.0-85078997064
"Areghan I., Ojo J.A.T., Ikpefan O.A.","56331409200;56330796200;56330561600;","Does financial deregulation spur economic development in Nigeria?",2018,"Proceedings of the 31st International Business Information Management Association Conference, IBIMA 2018: Innovation Management and Education Excellence through Vision 2020",,,,"3348","3359",,8,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059247167&partnerID=40&md5=25e11bb872cf60f46630552e0b360831","Covenant University, Ota, Nigeria; Mountaintop University, Nigeria","Areghan, I., Covenant University, Ota, Nigeria; Ojo, J.A.T., Mountaintop University, Nigeria; Ikpefan, O.A., Covenant University, Ota, Nigeria","Economic Development; Financial Deregulation; Gross Fixed Capital Formation","Deregulation; Economics; Finance; Information management; Auto-regressive; Economic development; Financial system; Gross Fixed Capital Formation; Lag model; Nigeria; Process needs; Secondary sources; Economic and social effects","Proc. Int. Bus. Inf. Manag. Assoc. Conf., IBIMA: Innov. Manag. Educ. Excell. Vis.",Conference Paper,"Final",Scopus,2-s2.0-85059247167
"Thanh V.B., Van Toan N.","57204159521;57204153836;","The relationship between organizational justice and social loafing in Ho Chi Minh City, Vietnam",2018,"Journal of Asian Finance, Economics and Business","5","3",,"179","183",,8,"10.13106/jafeb.2018.vol5.no3.179","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054711778&doi=10.13106%2fjafeb.2018.vol5.no3.179&partnerID=40&md5=5f1c10806a65a07a45472a16b3ecaa8f","Food Farm Co. Ltd., 42/9 Tran Hung Dao Street, Tan Son Nhi Ward, Tan Phu District, Ho Chi Minh City, 700000, Viet Nam; University of Finance - Marketing, Ho Chi Minh City, Viet Nam","Thanh, V.B., Food Farm Co. Ltd., 42/9 Tran Hung Dao Street, Tan Son Nhi Ward, Tan Phu District, Ho Chi Minh City, 700000, Viet Nam; Van Toan, N., University of Finance - Marketing, Ho Chi Minh City, Viet Nam","Organizational justice; Procedual justice; Social loafing; Vietnam",,"J. Asian Financ. Econ. Bus.",Article,"Final",Scopus,2-s2.0-85054711778
"Coovert M.D., Miller E.E.P., Bennett W., Jr","6602828894;57195358284;7402370383;","Assessing trust and effectiveness in virtual teams: Latent growth curve and latent change score models",2017,"Social Sciences","6","3","87","","",,8,"10.3390/socsci6030087","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027467814&doi=10.3390%2fsocsci6030087&partnerID=40&md5=d8681a95b380b861fe93af23929583dc","Department of Psychology, University of South Florida, Tampa, FL  33620, United States; State Farm Mutual Automobile Insurance Company, Atlanta, GA  30346, United States; Air Force Research Laboratory, Airman Systems Directorate, Dayton, OH  45433, United States","Coovert, M.D., Department of Psychology, University of South Florida, Tampa, FL  33620, United States; Miller, E.E.P., State Farm Mutual Automobile Insurance Company, Atlanta, GA  30346, United States; Bennett, W., Jr, Air Force Research Laboratory, Airman Systems Directorate, Dayton, OH  45433, United States","Affective; Cognitive; Distributed teams; Latent change scores; Latent growth; Teams; Trust",,"Soc. Sci.",Article,"Final",Scopus,2-s2.0-85027467814
"Kelana B., Riskinanto A., Hilamawan D.R.","57200528867;57200533699;57202789952;","The acceptance of E-payment among Indonesian millennials",2017,"Proceedings - 2017 International Conference on Sustainable Information Engineering and Technology, SIET 2017","2018-January",,,"348","352",,8,"10.1109/SIET.2017.8304162","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049372986&doi=10.1109%2fSIET.2017.8304162&partnerID=40&md5=4a0d08da0d82340c8554044702162b10","Information System Department, ESQ School of Management and Computer Science, South Jakarta, Indonesia","Kelana, B., Information System Department, ESQ School of Management and Computer Science, South Jakarta, Indonesia; Riskinanto, A., Information System Department, ESQ School of Management and Computer Science, South Jakarta, Indonesia; Hilamawan, D.R., Information System Department, ESQ School of Management and Computer Science, South Jakarta, Indonesia","e-Payment; Millennials; Partial Least Square; Technology Acceptance Model","E-payments; Indonesia; Millennials; Modeling approach; Partial least-squares; Payment systems; Quantitative method; Technology acceptance model; Technology advancement; Young peoples; Electronic money","Proc. - Int. Conf. Sustain. Inf. Eng. Technol., SIET",Conference Paper,"Final",Scopus,2-s2.0-85049372986
"Wu P.-S.","57204903452;","Fintech trends relationships research: A bibliometric citation meta-analysis",2017,"Proceedings of the International Conference on Electronic Business (ICEB)","2017-December",,,"99","105",,8,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057761853&partnerID=40&md5=1ac0643d1778dd4332de3e52e0443b59","National Chengchi University, Taiwan","Wu, P.-S., National Chengchi University, Taiwan","Bibliometric; Digitization; Financial services industry; Financial technology; Fintech; Innovation","Analog to digital conversion; Electronic commerce; Smart city; Bibliometric; Economy and society; Financial services industries; Fintech; Information and Communication Technologies; Investment management; Literature analysis; Scholarly research; Investments","Proc. Int. Conf. Electron. Bus. (ICEB)",Conference Paper,"Final",Scopus,2-s2.0-85057761853
"Smith R.J., Pride T.T., Schmitt-Sands C.E.","36653119800;57189045931;57196235550;","Does spatial assimilation lead to reproduction of gentrification in the global city?",2017,"Journal of Urban Affairs","39","6",,"745","763",,8,"10.1080/07352166.2016.1262693","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032356180&doi=10.1080%2f07352166.2016.1262693&partnerID=40&md5=6e5b38e92d8b142fbf2421fca12dce92","Wayne State University, United States; Oakland University, United States","Smith, R.J., Wayne State University, United States; Pride, T.T., Oakland University, United States; Schmitt-Sands, C.E., Wayne State University, United States",,"census; gentrification; immigrant; neighborhood; world city","J. Urban Aff.",Article,"Final",Scopus,2-s2.0-85032356180
"Garriga C., Noeth B., Schlagenhauf D.E.","36796902800;55480751100;7801387638;","Household debt and the great recession",2017,"Federal Reserve Bank of St. Louis Review","99","2",,"183","206",,8,"10.20955/r.2017.183-205","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018809665&doi=10.20955%2fr.2017.183-205&partnerID=40&md5=d1fca1ced1631970467650a472d6b03d","Federal Reserve Bank of St. Louis, United States","Garriga, C., Federal Reserve Bank of St. Louis, United States; Noeth, B., Federal Reserve Bank of St. Louis, United States; Schlagenhauf, D.E., Federal Reserve Bank of St. Louis, United States",,,"Fed. Reserve Bank St. Louis Rev.",Article,"Final",Scopus,2-s2.0-85018809665
"Kalles D., Verykios V.S., Feretzakis G., Papagelis A.","14035868500;6602452651;57191371275;13908378500;","Data set operations to hide decision tree rules",2016,"ACM International Conference Proceeding Series","29-30-August-2016",,"2970041","","",,8,"10.1145/2970030.2970041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989266656&doi=10.1145%2f2970030.2970041&partnerID=40&md5=a5c7744dd0e392812d788d6b1629949a","School of Science and Technology, Hellenic Open University, Patras, Greece; Epignosis Ltd., Athens, Greece","Kalles, D., School of Science and Technology, Hellenic Open University, Patras, Greece; Verykios, V.S., School of Science and Technology, Hellenic Open University, Patras, Greece; Feretzakis, G., School of Science and Technology, Hellenic Open University, Patras, Greece; Papagelis, A., Epignosis Ltd., Athens, Greece","Decision tree; Hiding; Privacy","Artificial intelligence; Classification (of information); Data privacy; Decision trees; Heuristic methods; Perturbation techniques; Classification rules; Cryptographic techniques; Data set; Heuristic solutions; Hiding; Output perturbations; Trees (mathematics)","ACM Int. Conf. Proc. Ser.",Conference Paper,"Final",Scopus,2-s2.0-84989266656
"Jung A.","55242987800;","Is euro area money demand for M3 still stable?",2016,"Quarterly Review of Economics and Finance","60",,,"29","39",,8,"10.1016/j.qref.2016.01.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960172675&doi=10.1016%2fj.qref.2016.01.002&partnerID=40&md5=9cee56f8dae392f56052b52ac007eceb","Directorate Monetary Policy, Sonnemannstr. 20, Frankfurt, 60314, Germany","Jung, A., Directorate Monetary Policy, Sonnemannstr. 20, Frankfurt, 60314, Germany","Cointegration analysis; Components of M3; Financial crisis; Money demand stability",,"Q. Rev. Econ. Financ.",Article,"Final",Scopus,2-s2.0-84960172675
"Steinmann B., Nübold A., Maier G.W.","56435676800;55342038900;7201409088;","Validation of a German version of the ethical leadership at work questionnaire by Kalshoven et al. (2011)",2016,"Frontiers in Psychology","7","MAR","446","","",,8,"10.3389/fpsyg.2016.00446","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963657156&doi=10.3389%2ffpsyg.2016.00446&partnerID=40&md5=1dbd81c07adec35b9c590156925c485e","Work and Organizational Psychology, Department of Psychology, Bielefeld University, Bielefeld, Germany; Department of Work and Social Psychology, Faculty of Psychology and Neuroscience, Maastricht University, Maastricht, Netherlands","Steinmann, B., Work and Organizational Psychology, Department of Psychology, Bielefeld University, Bielefeld, Germany; Nübold, A., Work and Organizational Psychology, Department of Psychology, Bielefeld University, Bielefeld, Germany, Department of Work and Social Psychology, Faculty of Psychology and Neuroscience, Maastricht University, Maastricht, Netherlands; Maier, G.W., Work and Organizational Psychology, Department of Psychology, Bielefeld University, Bielefeld, Germany","Construct validity; Criterion-related validity; Ethical leadership; Ethical leadership at work questionnaire; Nomological network",,"Front. Psychol.",Article,"Final",Scopus,2-s2.0-84963657156
"Kuo T.C., Hanafi J., Sun W.C., Robielos R.A.C.","7401533845;21742786300;57188624627;55445414700;","The effects of national cultural traits on BOP consumer behavior",2016,"Sustainability (Switzerland)","8","3","272","","",,8,"10.3390/su8030272","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961902064&doi=10.3390%2fsu8030272&partnerID=40&md5=4f6e41065994dff6a52f47ed2d13e170","Department of Industrial and Systems Engineering, Chung Yuan Christian University, Taoyuan, 32023, Taiwan; Department of Industrial Engineering, Universitas Pelita Harapan, Lippo Karawaci, Tangerang, Banten, 15811, Indonesia; School of Industrial Engineering and Engineering Management, Mapúa Institute of Technology, Manila, 1002, Philippines","Kuo, T.C., Department of Industrial and Systems Engineering, Chung Yuan Christian University, Taoyuan, 32023, Taiwan; Hanafi, J., Department of Industrial Engineering, Universitas Pelita Harapan, Lippo Karawaci, Tangerang, Banten, 15811, Indonesia; Sun, W.C., Department of Industrial and Systems Engineering, Chung Yuan Christian University, Taoyuan, 32023, Taiwan; Robielos, R.A.C., School of Industrial Engineering and Engineering Management, Mapúa Institute of Technology, Manila, 1002, Philippines","Bottom of pyramid; Factor analysis; National cultural traits",,"Sustainability",Article,"Final",Scopus,2-s2.0-84961902064
"Friedline T., West S.","35388288300;56118176400;","Young Adults’ Race, Wealth, and Entrepreneurship",2016,"Race and Social Problems","8","1",,"42","63",,8,"10.1007/s12552-016-9163-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960123399&doi=10.1007%2fs12552-016-9163-z&partnerID=40&md5=d9ad99a8b409c22d0f7490ff741189ee","School of Social Welfare, University of Kansas, 1545 Lilac Lane, 307 Twente Hall, Lawrence, KS  66045, United States; School of Social Welfare, University of Kansas, 1545 Lilac Lane, 306 Twente Hall, Lawrence, KS  66045, United States","Friedline, T., School of Social Welfare, University of Kansas, 1545 Lilac Lane, 307 Twente Hall, Lawrence, KS  66045, United States; West, S., School of Social Welfare, University of Kansas, 1545 Lilac Lane, 306 Twente Hall, Lawrence, KS  66045, United States","Entrepreneurship; Inequality; Self-employment; Wealth; Young adults",,"Race Soc. Probl.",Article,"Final",Scopus,2-s2.0-84960123399
"Łataś R., Walasek D.","57192557665;57192541213;","Intellectual Capital within the Project Management",2016,"Procedia Engineering","153",,,"384","391",,8,"10.1016/j.proeng.2016.08.137","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006836337&doi=10.1016%2fj.proeng.2016.08.137&partnerID=40&md5=00a527588974f1900f83b7a23345b175","Warsaw University of Technology, Civil Engineering Department, Al. Armii Ludowej 16, Warsaw, 00-637, Poland","Łataś, R., Warsaw University of Technology, Civil Engineering Department, Al. Armii Ludowej 16, Warsaw, 00-637, Poland; Walasek, D., Warsaw University of Technology, Civil Engineering Department, Al. Armii Ludowej 16, Warsaw, 00-637, Poland","construction project management; human capital; intellectual capital; investment process; streamlininig","Construction; Construction industry; Economics; Information management; Knowledge management; Construction companies; Construction process; Construction project management; Construction projects; Human capitals; Intellectual capital; Literature analysis; streamlininig; Project management","Procedia Eng.",Conference Paper,"Final",Scopus,2-s2.0-85006836337
"Roll S.P., Moulton S.","57195221609;33568145300;","The Impact of Automated Reminders on Credit Outcomes: Results from an Experimental Pilot Program",2019,"Journal of Consumer Affairs","53","4",,"1693","1724",,7,"10.1111/joca.12252","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065547136&doi=10.1111%2fjoca.12252&partnerID=40&md5=e2be2729bcddcb785aa37555bc4b7a8e",,"Roll, S.P.; Moulton, S.",,,"J. Consum. Aff.",Article,"Final",Scopus,2-s2.0-85065547136
"Díaz Andrade A., Techatassanasoontorn A.A., Ou C.","57193610099;8614241200;35189406500;","Making the developing world a better place with high-impact IS research",2019,"Information Systems Journal","29","4",,"838","841",,7,"10.1111/isj.12252","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066496566&doi=10.1111%2fisj.12252&partnerID=40&md5=0a9e065fd693ee2c95966b54bf8bbd43","Faculty of Business, Economics and Law-Business Information Systems Department, Auckland University of Technology, Auckland, New Zealand; Tilburg School of Economics and Management-Management Department, Tilburg University, Tilburg, Netherlands","Díaz Andrade, A., Faculty of Business, Economics and Law-Business Information Systems Department, Auckland University of Technology, Auckland, New Zealand; Techatassanasoontorn, A.A., Faculty of Business, Economics and Law-Business Information Systems Department, Auckland University of Technology, Auckland, New Zealand; Ou, C., Tilburg School of Economics and Management-Management Department, Tilburg University, Tilburg, Netherlands",,,"Inf. Syst. J.",Editorial,"Final",Scopus,2-s2.0-85066496566
"Musa K., Alshehadeh A.-R., Alqerem R.","57209269339;57200408859;55387584100;","The Role of Data Mining Techniques in the Decision-Making Process in Jordanian Commercial Banks",2019,"2019 IEEE Jordan International Joint Conference on Electrical Engineering and Information Technology, JEEIT 2019 - Proceedings",,,"8717461","726","730",,7,"10.1109/JEEIT.2019.8717461","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067102738&doi=10.1109%2fJEEIT.2019.8717461&partnerID=40&md5=1973bf858f597edab5389ed2361f8638","Management Information Systems, Alzaytoonah Unversity of Jordan, Amman, Jordan; Accounting Department, Alzaytoonah Unversity of Jordan, Amman, Jordan","Musa, K., Management Information Systems, Alzaytoonah Unversity of Jordan, Amman, Jordan; Alshehadeh, A.-R., Accounting Department, Alzaytoonah Unversity of Jordan, Amman, Jordan; Alqerem, R., Management Information Systems, Alzaytoonah Unversity of Jordan, Amman, Jordan","Accounting Information Systems; Data Mining; Information Systems","Decision making; Efficiency; Information systems; Information use; Knowledge based systems; Accounting Information Systems; Analytical methodology; Banking operations; Business environments; Data mining technology; Data-mining tools; Decision making process; Working environment; Data mining","IEEE Jordan Int. Jt. Conf. Electr. Eng. Inf. Technol., JEEIT - Proc.",Conference Paper,"Final",Scopus,2-s2.0-85067102738
"Thompson R.","57208237653;","“Underground banking” and Myanmar’s changing hundi system",2019,"Journal of Money Laundering Control","22","2",,"339","349",,7,"10.1108/JMLC-04-2018-0030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068574549&doi=10.1108%2fJMLC-04-2018-0030&partnerID=40&md5=93d9abcdb4aee42e8714d3c189c3eda7","Yangon, Myanmar","Thompson, R., Yangon, Myanmar","AML/CFT; Burma; Hundi; Informal value transfer system; Money laundering and terrorist financing; Myanmar",,"J. Money Laund. Control",Article,"Final",Scopus,2-s2.0-85068574549
"Feretzakis G., Kalles D., Verykios V.S.","57191371275;14035868500;6602452651;","Using minimum local distortion to hide decision tree rules",2019,"Entropy","21","4","334","","",,7,"10.3390/e21040334","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065570254&doi=10.3390%2fe21040334&partnerID=40&md5=61030025fa8b8a4ead5689d240dec1c9","School of Science and Technology, Hellenic Open University, Patras, 263 35, Greece","Feretzakis, G., School of Science and Technology, Hellenic Open University, Patras, 263 35, Greece; Kalles, D., School of Science and Technology, Hellenic Open University, Patras, 263 35, Greece; Verykios, V.S., School of Science and Technology, Hellenic Open University, Patras, 263 35, Greece","Data sharing; Decision trees; Entropy; Hiding rules; Information gain; Privacy preserving",,"Entropy",Article,"Final",Scopus,2-s2.0-85065570254
"Hamzah H., Mustafa H.","56467878400;56861942500;","Exploring consumer boycott intelligence towards Israel-related companies in Malaysia: An integration of the theory of planned behaviour with transtheoretical stages of change",2019,"Journal of Islamic Marketing","10","1",,"208","226",,7,"10.1108/JIMA-06-2017-0070","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054898906&doi=10.1108%2fJIMA-06-2017-0070&partnerID=40&md5=9b21a0f14e01be7d7de60873668e5795","School of Communication, Universiti Sains Malaysia, Gelugor, Malaysia","Hamzah, H., School of Communication, Universiti Sains Malaysia, Gelugor, Malaysia; Mustafa, H., School of Communication, Universiti Sains Malaysia, Gelugor, Malaysia","Consumer boycott; Stage of change; Theory of planned behaviour; Transtheoretical model",,"J. Islam. Mark.",Article,"Final",Scopus,2-s2.0-85054898906
"Golubic G.","57211852194;","Do digital technologies have the power to disrupt commercial banking?",2019,"InterEULawEast","6","1",,"83","110",,7,"10.22598/iele.2019.6.1.6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075138285&doi=10.22598%2fiele.2019.6.1.6&partnerID=40&md5=ea03a9091aeb95c8b9adc3f8e23dfff0","Golubic and Partners GP, Zagreb, Croatia","Golubic, G., Golubic and Partners GP, Zagreb, Croatia","Blockchain; Commercial banking; Crowdfunding; Financial inclusion; Fintech; Regtech",,"InterEULawEast",Article,"Final",Scopus,2-s2.0-85075138285
"Cheng X., Feng L., Gui Q.","35736924000;57211011742;35183013100;","Collaborative filtering algorithm based on data mixing and filtering",2019,"International Journal of Performability Engineering","15","8",,"2267","2276",,7,"10.23940/ijpe.19.08.p27.22672276","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072244521&doi=10.23940%2fijpe.19.08.p27.22672276&partnerID=40&md5=cae093adc1a5ff4567a4dafb16196ec3","College of Information Science and Engineering, Guilin University of Technology, Guilin, 541000, China; Guangxi Key Laboratory of Embedded Technology and Intelligent System, Guilin, 541000, China","Cheng, X., College of Information Science and Engineering, Guilin University of Technology, Guilin, 541000, China, Guangxi Key Laboratory of Embedded Technology and Intelligent System, Guilin, 541000, China; Feng, L., College of Information Science and Engineering, Guilin University of Technology, Guilin, 541000, China, Guangxi Key Laboratory of Embedded Technology and Intelligent System, Guilin, 541000, China; Gui, Q., College of Information Science and Engineering, Guilin University of Technology, Guilin, 541000, China, Guangxi Key Laboratory of Embedded Technology and Intelligent System, Guilin, 541000, China","Collaborative filtering; Fill rule; Multivariate value filling; Sparse data","Filling; Matrix algebra; Mixing; Numerical methods; Recommender systems; Signal filtering and prediction; Collaborative filtering algorithms; Data sparseness problem; Data sparsity problems; Filling methods; Mixed fillings; Personalized recommendation systems; Scoring matrices; Sparse data; Collaborative filtering","Int. J. Perform. Eng.",Article,"Final",Scopus,2-s2.0-85072244521
