authors,document_title,pub_year,publication_name,doi,issn,isbn,pubmed_id,eissn
Soto Pacheco G;Botía Martínez M,La revolución fintech en los medios de pago: situación actual y perspectivas,2020,REVISTA DE ESTUDIOS EMPRESARIALES SEGUNDA ÉPOCA,10.17561/REE.V2020N2.7,,,,
Mărăcine V;Voican O;Scarlat E,The Digital Transformation and Disruption in Business Models of the Banks under the Impact of FinTech and BigTech,2020,PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON BUSINESS EXCELLENCE,10.2478/PICBE-2020-0028,,,,
Saraswati B;Maski D;Kalug G;Sakti D,Does Financial Technology Affect Income Inequality in Indonesia?,2020,KNE SOCIAL SCIENCES,10.18502/KSS.V4I7.6850,,,,
Aziz A;Lestari D;Furwanti M,Sinergitas Perbankan dan Financial Technology:  Ikhtiar Menuju Inklusifitas Keuangan Masyarakat Unbankable,2020,JURNAL DINAMIKA EKONOMI  BISNIS,10.34001/JDEB.V17I1.1058,,,,
Gura V;Novytskyi V;Sizov A,FINTECH TOOLS TO REGULATE GRAY EXPORTS OF MILITARY AND DUAL USE GOODS AND TECHNOLOGIES,2020,BALTIC JOURNAL OF ECONOMIC STUDIES,10.30525/2256-0742/2020-6-5-83-88,,,,
Novinna V,Perlindungan Konsumen dari Penyebarluasan Data Pribadi oleh Pihak Ketiga: Kasus Fintech Peer”To Peer Lending”,2020,JURNAL MAGISTER HUKUM UDAYANA,10.24843/JMHU.2020.V09.I01.P07,,,,
Krylova O;Polytechnic» V,Development of Microfinance Organizations in Ukraine in Terms of FinTech Financial Market Transformation,2020,BUSINESS INFORM,10.32983/2222-4459-2020-10-316-325,,,,
Cardona D,Revisión bibliográfica sobre inclusión financiera como estrategia de recuperación y de crecimiento fintech,2020,SEMESTRE ECONÓMICO,10.22395/SEEC.V23N55A8,,,,
Velázquez Martínez M,"Empresas fintech, activos virtuales y la era digital: retos y oportunidades en México",2020,RICEA REVISTA IBEROAMERICANA DE CONTADURÍA ECONOMÍA Y ADMINISTRACIÓN,10.23913/RICEA.V9I18.153,,,,
Margatskaya G;Margatskyi S,Digital technologies in the financial market of Kazakhstan,2020,BULLETIN OF TURAN UNIVERSITY,10.46914/1562-2959-2020-1-3-134-140,,,,
Nugroho L;Harnovinsah H;Putra Y;Prinoti M,"Analysis of Comparison of Islamic Banks with Online Micro In Disbursements of Micro-Financing Based on Requirements, Services Speed and Margin (Case Study of Micro-finance at Bank Mandiri Syariah and Micro Credit Uangteman.com)",2020,JOURNAL OF ISLAMIC ECONOMICS AND SOCIAL SCIENCE JIESS,10.22441/JIESS.2020.V1I1.001,,,,
Pratama A,The Factors that Influence the Community Preference Using Financial Technology Services in Sharia Financial Institutions,2020,FALAH JURNAL EKONOMI SYARIAH,10.22219/JES.V5I1.11533,,,,
Salim K;Ilyas A,CHALLENGES FACING MALAYSIA IN EXPANDING ITS ISLAMIC FINTECH LANDSCAPE & POSSIBLE REMEDIES,2020,INTERNATIONAL JOURNAL OF ISLAMIC ECONOMICS,10.32332/IJIE.V2I01.2250,,,,
Galchenkova E;Chupsa P,INTRODUCTION OF FINTECH COMPANIES AND THEIR IMPACT ON THE FINANCIAL MARKET,2020,BUSINESS STRATEGIES,10.17747/2311-7184-2020-6-157-159,,,,
Handayani S;Martini A;Thomson E,Is Libra_Facebook’s New Currency Can Increase Financial Inclusiveness?,2020,KNE SOCIAL SCIENCES,10.18502/KSS.V4I7.6871,,,,
Guevara-Díaz K,Clasificación de créditos utilizando máquinas de soporte vectorial sobre la base de datos de LendingClub,2020,ODEON,10.18601/17941113.N18.03,,,,
Kaukab M,Indonesian Economic Outlook 2020: Peluang Dari Keterbukaan,2020,JURNAL PENELITIAN DAN PENGABDIAN KEPADA MASYARAKAT UNSIQ,10.32699/PPKM.V7I1.1004,,,,
Chairunisa R;Irawan F,Analisis Nilai Entitas Setelah Penerapan Financial Technology oleh PT Bank Negara Indonesia (Persero) Tbk,2020,KEBERLANJUTAN,10.32493/KEBERLANJUTAN.V5I2.Y2020.P105-116,,,,
Terzieva M;Karastoyanov D,ICT for Innovation in Advanced Banking,2020,PROBLEMS OF ENGINEERING CYBERNETICS AND ROBOTICS,10.7546/PECR.73.20.05,,,,
Barykin S;Shamina L,The logistics approach to perspectives for the digital technologies in Russia,2020,IOP CONFERENCE SERIES MATERIALS SCIENCE AND ENGINEERING,10.1088/1757-899X/918/1/012187,,,,
Kukharyk V,СУЧАСНІ ТЕНДЕНЦІЇ РОЗВИТКУ МІЖНАРОДНОЇ ІНВЕСТИЦІЙНОЇ ДІЯЛЬНОСТІ ТНК,2020,ECONOMIC JOURNAL OF LESIA UKRAINKA EASTERN EUROPEAN NATIONAL UNIVERSITY,10.29038/2411-4014-2020-03-32-43,,,,
Dianingsih L,Strategi Marketing dalam Usaha Meningkatkan Volume Transaksi Pelanggan dengan Menggunakan Mobile Fintech Application OVO,2020,JURNAL MANAJEMEN BISNIS DAN KEWIRAUSAHAAN,10.24912/JMBK.V4I2.7509,,,,
Retnosari R;Khotijah S;Panggiarti A,Peran Financial Technology Lending sebagai Keuangan Inklusi Untuk Peningkatan Pertumbuhan Ekonomi,2020,JURNAL ILMIAH AKUNTANSI DAN KEUANGAN,10.32639/JIAK.V9I2.589,,,,
Fellipe G;Zotes L,Futuro do mercado financeiro nacional: Momento de inovação pelas FinTechs em transformação ao ambiente bancário nacional,2020,REVISTA CIENTÍFICA MULTIDISCIPLINAR NÚCLEO DO CONHECIMENTO,10.32749/NUCLEODOCONHECIMENTO.COM.BR/CONTABILIDADE/MERCADO-FINANCEIRO,,,,
Felippe G;Zotes L,Будущее национального финансового рынка: момент инноваций FinTechs в преобразовании в национальную банковскую среду,2020,REVISTA CIENTÍFICA MULTIDISCIPLINAR NÚCLEO DO CONHECIMENTO,10.32749/NUCLEODOCONHECIMENTO.COM.BR/RU/64746,,,,
Wahyuni R,Strategy Of Illegal Technology Financial Management In Form Of Online Loans,2020,JURNAL HUKUM PRASADA,10.22225/JHP.7.1.1324.27-33,,,,
Andriariza Y;Agustina L,PERKEMBANGAN DAN TANTANGAN INDUSTRI TEKNOLOGI FINANSIAL INDONESIA DI ERA EKONOMI DIGITAL,2020,MASYARAKAT TELEMATIKA DAN INFORMASI JURNAL PENELITIAN TEKNOLOGI INFORMASI DAN KOMUNIKASI,10.17933/MTI.V11I2.190,,,,
Matveevskii S,Current state of digital transformation of russian banks,2020,VESTNIK UNIVERSITETA,10.26425/1816-4277-2020-10-131-137,,,,
Felippe G;Zotes L,Futuro del mercato finanziario nazionale: momento di innovazione da parte di FinTechs in trasformazione nel contesto bancario nazionale,2020,REVISTA CIENTÍFICA MULTIDISCIPLINAR NÚCLEO DO CONHECIMENTO,10.32749/NUCLEODOCONHECIMENTO.COM.BR/CONTABILITA/MERCATO-FINANZIARIO,,,,
Qurniawati R,Understanding Halal Food SMEs’ behavior intention towards e-money,2020,INTERNATIONAL JOURNAL OF ISLAMIC BUSINESS ETHICS,10.30659/IJIBE.5.2.113-124,,,,
Hardi E,DAYA TAHAN BAITUL MAL WAT TAMWIL DALAM ARUS REVOLUSI INDUSTRI 4.0,2020,EKONO INSENTIF,10.36787/JEI.V14I2.218,,,,
Wardhani I;Apriandini K,PERLINDUNGAN HUKUM BAGI PEMBERI PINJAMAN ATAS RISIKO KREDIT DALAM PELAKSANAAN PINJAM MEMINJAM UANG BERBASIS TEKNOLOGI INFORMASI (PEER TO PEER LENDING),2020,JURNAL HUKUM MIMBAR JUSTITIA,10.35194/JHMJ.V6I2.1268,,,,
Nurrohyani R;Sihaloho E,Pengaruh Promosi Cashback pada OVO dan Go-Pay Terhadap Perilaku Konsumen Mahasiswa Fakultas Ekonomi dan Bisnis Universitas Padjadjaran,2020,EKONOMIKAWAN JURNAL ILMU EKONOMI DAN STUDI PEMBANGUNAN,10.30596/EKONOMIKAWAN.V20I1.3764,,,,
Matveevskii S;Agafonova S,DIGITALIZATION OF ECONOMICS AND DEVELOPMENT BANKS: PROSPECTS FOR EVALUATION ON THE EXAMPLES OF THE RUSSIAN FEDERATION AND VEB.RF,2020,VESTNIK UNIVERSITETA,10.26425/1816-4277-2020-4-47-53,,,,
Neubert M,Pricing Decisions of FinTech Firms,2020,INTERNATIONAL JOURNAL OF MARKETING STUDIES,10.5539/IJMS.V12N3P14,,,,
Li X;Yuan J;Shi Y;Sun Z;Ruan J,Emerging Trends and Innovation Modes of Internet Finance—Results from Co-Word and Co-Citation Networks,2020,FUTURE INTERNET,10.3390/FI12030052,,,,
Gomes Monteiro de Andra C;Juliana d’Angelo M,The Relationship between the Technology Readiness Index (Tri) and the Quality of Digital Services of Brazilian Financial Institutions,2020,MANAGEMENT AND BUSINESS RESEARCH QUARTERLY,10.32038/MBRQ.2020.15.01,,,,
Felippe G;Zotes L,Zukunft des nationalen Finanzmarktes: Innovationsmoment von FinTechs im Wandel zum nationalen Bankenumfeld,2020,REVISTA CIENTÍFICA MULTIDISCIPLINAR NÚCLEO DO CONHECIMENTO,10.32749/NUCLEODOCONHECIMENTO.COM.BR/BUCHHALTUNG/FINANZMARKTES,,,,
Utami P,Sustanaibility Strategy Management in Affecting Decisions for Purchase of Vehicles Through Leasing Shariah in Indonesia,2020,ALFALAH JOURNAL OF ISLAMIC ECONOMICS,10.29240/ALFALAH.V5I1.1342,,,,
Felippe G;Zotes L,Future of the national financial market: Moment of innovation by FinTechs in transformation to the national banking environment,2020,REVISTA CIENTÍFICA MULTIDISCIPLINAR NÚCLEO DO CONHECIMENTO,10.32749/NUCLEODOCONHECIMENTO.COM.BR/ACCOUNTING/FINANCIAL-MARKET,,,,
Moro-Visconti R;Quirici M;Borroni C,Matching financial closeness with social distancing: Networking digital platforms within a corporate governance ecosystem,2020,CORPORATE OWNERSHIP AND CONTROL,10.22495/COCV18I1ART8,,,,
Pierri N;Timmer Y,Tech in Fin before FinTech,2020,IMF WORKING PAPERS,10.5089/9781513519258.001,,,,
Blanchet L;Martinelli Tanganelli Gazotto A;Scherreier Ferneda G,Sandbox regulatória e tecnologias disruptivas: incentivos à inovação e inclusão financeira por meio das Fintechs,2020,REVISTA EUROLATINOAMERICANA DE DERECHO ADMINISTRATIVO,10.14409/REDOEDA.V7I2.9387,,,,
Yordanov V,Using the Metaphor of the Sailship Success within a Functional Analysis of a Fintech Company,2020,INTERNATIONAL JOURNAL OF TRANSACTIONAL ANALYSIS RESEARCH  PRACTICE,10.29044/V11I2P41,,,,
Aseng A,Factors Influencing Generation Z Intention in Using FinTech Digital Payment Services,2020,COGITO SMART JOURNAL,10.31154/COGITO.V6I2.260.155-166,,,,
Ramadhanti W;Kurniawan K;Mukhrodin M;Setyawati S,EXTENDED TAM TEST ON INDONESIAN SMEs’ FINTECH USERS & ITS FINANCIAL REPORTS,2020,SAR SOEDIRMAN ACCOUNTING REVIEW JOURNAL OF ACCOUNTING AND BUSINESS,10.20884/1.SAR.2020.5.1.3193,,,,
Lubis C;Nugroho L;Fitrijanti T;Sukmadilaga C,Peluang Pengusaha Mikro dan Kecil (UMK) Menggunakan Layanan Digital Lembaga Keuangan Mikro Syariah,2020,JURNAL ALQARDH,10.23971/JAQ.V5I1.1769,,,,
Sulistyowati R;Paais L;Rina R,PERSEPSI KONSUMEN TERHADAP PENGGUNAAN DOMPET DIGITAL,2020,ISOQUANT JURNAL EKONOMI MANAJEMEN DAN AKUNTANSI,10.24269/ISO.V4I1.323,,,,
Risna R,ANALISIS PEER TO PEER LENDING DI INDONESIA,2020,AKUNTABILITAS JURNAL ILMIAH ILMUILMU EKONOMI,10.35457/AKUNTABILITAS.V12I2.902,,,,
Tissot J;Barth M;Sanfelice M,"“Cuidado, meu bem, há perigo na esquina”: posicionamento e identidade de marca na campanha o novo sempre vem",2020,DIÁLOGO COM A ECONOMIA CRIATIVA,10.22398/2525-2828.51458-79,,,,
Mujahidin A,Pengaruh Fintech e-wallet Terhadap Perilaku Konsumtif Pada Generasi Millennial,2020,INOVBIZ JURNAL INOVASI BISNIS,10.35314/INOVBIZ.V8I2.1513,,,,
Felippe G;Zotes L,L’avenir du marché financier national : Moment d’innovation des FinTech dans la transformation de l’environnement bancaire national,2020,REVISTA CIENTÍFICA MULTIDISCIPLINAR NÚCLEO DO CONHECIMENTO,10.32749/NUCLEODOCONHECIMENTO.COM.BR/COMPTABILITE/MARCHE-FINANCIER,,,,
Tandiono J;Djojo B;Candra W;Heriyati S,Finding Customer Perception of Peer-to-Peer (P2P) Lending Financial Technology in Pohon Dana,2020,BINUS BUSINESS REVIEW,10.21512/BBR.V11I1.6014,,,,
Narastri M,FINANCIAL TECHNOLOGY (FINTECH) DI INDONESIA DITINJAU DARI PERSPEKTIF ISLAM,2020,INDONESIAN INTERDISCIPLINARY JOURNAL OF SHARIA ECONOMICS IIJSE,10.31538/IIJSE.V2I2.513,,,,
,Republic of Korea,2020,IMF STAFF COUNTRY REPORTS,10.5089/9781513557069.002,,,,
Roslan M;Bamahriz F;Muneeza O;Chu A;Mustapha J;Ahmad Z,Application of Tawarruq in Islamic Banking in Malaysia: Towards Smart Tawarruq,2020,INTERNATIONAL JOURNAL OF MANAGEMENT AND APPLIED RESEARCH,10.18646/2056.72.20-008,,,,
Casilda Béjar R,Los bancos en evolución,2020,BOLETÍN ECONÓMICO DE ICE,10.32796/BICE.2020.3119.6961,,,,
Goh J;Kang H;Xing Koh Z;Way Lim J;Wei Ng C;Sher G;Yao C,Cyber Risk Surveillance,2020,IMF WORKING PAPERS,10.5089/9781513526317.001,,,,
Zhao X,Research on market consumption prediction based on machine learning,2020,E3S WEB OF CONFERENCES,10.1051/E3SCONF/202021402014,,,,
Agusta H,Perlindungan Data Pribadi Penerima Pinjaman Dalam Transaksi Pinjam Meminjam Uang Berbasis Teknologi Informasi (Peer to Peer Lending),2020,KRTHA BHAYANGKARA,10.31599/KRTHA.V14I2.189,,,,
Novitasari M,PENGARUH FINANCIAL TECHNOLOGY KNOWLEDGE DAN PREFERENSI TRANSAKSI NON TUNAI TERHADAP KEPUTUSAN MENGGUNAKAN PRODUK JASA PERBANKAN,2020,JOURNAL OF ECONOMICS DEVELOPMENT ISSUES,10.33005/JEDI.V3I01.37,,,,
Vyšniauskaitė E;Miečinskienė A,Robo-consultants research in financial technology companies,2020,MOKSLAS  LIETUVOS ATEITIS,10.3846/MLA.2020.12550,,,,
Pisaniuc M,"Financial Innovations, The Evaluation of Their Application in Southeastern Europe: The Case of The Republic of Moldova",2020,INTERNATIONAL JOURNAL OF APPLIED RESEARCH IN MANAGEMENT AND ECONOMICS,10.33422/IJARME.V3I2.445,,,,
Felippe G;Zotes L,Futuro del mercado financiero nacional: Momento de innovación por parte de FinTechs en transformación al entorno bancario nacional,2020,REVISTA CIENTÍFICA MULTIDISCIPLINAR NÚCLEO DO CONHECIMENTO,10.32749/NUCLEODOCONHECIMENTO.COM.BR/CONTABILIDAD/MERCADO-FINANCIERO,,,,
Cernev A;Diniz K,Palmas para o E-Dinheiro! A Evolução Digital de uma Moeda Social Local,2020,REVISTA DE ADMINISTRAÇÃO CONTEMPORÂNEA,10.1590/1982-7849RAC2020190390,,,,
Kleiner G;Rybachuk M;Karpinskaya V,Development of ecosystems in the financial sector of Russia,2020,UPRAVLENETS,10.29141/2218-5003-2020-11-4-1,,,,
FRARE A;BEUREN B,EFEITOS DA INFORMAÇÃO NA INSEGURANÇA E ENGAJAMENTO NO TRABALHO EM TEMPOS DE PANDEMIA,2020,REVISTA DE ADMINISTRAÇÃO DE EMPRESAS,10.1590/S0034-759020200604,,,,
Butor-Keler A;Polasik M,The role of regulatory sandboxes in the development of innovations on the financial services market: the case of the United Kingdom,2020,EKONOMIA I PRAWO,10.12775/EIP.2020.041,,,,
Wahyu L;Susanto G;Aulia E,Upaya GoPay Terhadap Mahasiswa di Kantin UNTAR Kampus 1,2020,PROLOGIA,10.24912/PR.V4I2.6674,,,,
Notowijoyo E;Loisa R,Analisis Komunikasi Pemasaran Go-Pay Melalui Promosi Cashback,2020,PROLOGIA,10.24912/PR.V4I2.6602,,,,
G. L,El sistema de crédito digital para microempresarios en Colombia,2020,REVISTA CIFE LECTURAS DE ECONOMÍA SOCIAL,10.15332/22484914.6131,,,,
Yanti F;Nirmala A;Chamalah F,CAMPUR KODE DALAM TUTURAN VIDEO BLOG YOUTUBE AGUNG HAPSAH “FINTECH”,2020,KREDO JURNAL ILMIAH BAHASA DAN SASTRA,10.24176/KREDO.V4I1.4840,,,,
Glavanits J,Sustainable Public Spending Through Blockchain,2020,EUROPEAN JOURNAL OF SUSTAINABLE DEVELOPMENT,10.14207/EJSD.2020.V9N4P317,,,,
Adsavakulchai S;Kaewsiri U,Digital Community Biomass Power Plant Competitiveness in Thailand,2020,E3S WEB OF CONFERENCES,10.1051/E3SCONF/202019102005,,,,
Studen L;Tiberius V,"Social Media, Quo Vadis? Prospective Development and Implications",2020,FUTURE INTERNET,10.3390/FI12090146,,,,
Hariani P;Rahmayati P;Mujiatun R,Model Bisnis Islamic Financial Technology Produk Bank Syariah di Kota Medan,2020,ALMASHRAFIYAH JURNAL EKONOMI KEUANGAN DAN PERBANKAN SYARIAH,10.24252/AL-MASHRAFIYAH.V4I2.15545,,,,
,Canada,2020,IMF STAFF COUNTRY REPORTS,10.5089/9781513527222.002,,,,
Arthur E;Musau K;Wanjohi S,Remittances through formal and alternative channels and its effect on financial inclusion in Kenya,2020,INTERNATIONAL JOURNAL OF RESEARCH IN BUSINESS AND SOCIAL SCIENCE,10.20525/IJRBS.V9I7.956,,,,
Heryana N;Mayasari R;Aprianto R,The Role of Financial Technology in The Creative Industries in Indonesia,2020,BUANA INFORMATION TECHNOLOGY AND COMPUTER SCIENCES BIT AND CS,10.36805/BIT-CS.V1I2.840,,,,
,Botswana,2020,IMF STAFF COUNTRY REPORTS,10.5089/9781513537375.002,,,,
Bataev A;Plotnikova E;Lukin G;Sviridenko M,Evaluation of the Economic Efficiency of Blockchain for Customer Identification by Financial Institutions,2020,IOP CONFERENCE SERIES MATERIALS SCIENCE AND ENGINEERING,10.1088/1757-899X/940/1/012038,,,,
Yuniati U;Katon F,Motive and Millennial Self Concept in Understanding Digital Transactions through Phenomenology Approach,2020,JURNAL ILMU KOMUNIKASI,10.31315/JIK.V18I1.3314,,,,
Aulianisa S,"KONSEP DAN PERBANDINGAN BUY NOW, PAY LATER DENGAN KREDIT PERBANKAN DI INDONESIA: SEBUAH KENISCAYAAN DI ERA DIGITAL DAN TEKNOLOGI",2020,JURNAL RECHTS VINDING MEDIA PEMBINAAN HUKUM NASIONAL,10.33331/RECHTSVINDING.V9I2.444,,,,
Di L;Yuan G;Zeng X;Zhang T;Zhang Q,The Existence of Consensus Equilibria for Data Trading under the Framework of Internet of Things (IoT) with Blockchain Ecosystems,2020,PROCEDIA COMPUTER SCIENCE,10.1016/J.PROCS.2020.06.056,,,,
,Blockchain Based Service Providers Payment Methodology,2020,INTERNATIONAL JOURNAL OF INNOVATIVE TECHNOLOGY AND EXPLORING ENGINEERING,10.35940/IJITEE.E2908.039520,,,,
Aggarwal P,On de-risking and de-dollarizing intra-BRICS trade via smart contracts,2020,BRICS JOURNAL OF ECONOMICS,10.38050/2712-7508-2020-1-4-6,,,,
,Digital Transformation of Capital Market Infrastructure,2020,ECONOMIC POLICY,10.18288/1994-5124-2020-5-8-31,,,,
Suharti T,Fintech Implementation on the Financial Performance of Rural Credit Banks,2020,JURNAL AKUNTANSI,10.24912/JA.V24I2.693,,,,
Mhlanga D,Industry 4.0 in Finance: The Impact of Artificial Intelligence (AI) on Digital Financial Inclusion,2020,INTERNATIONAL JOURNAL OF FINANCIAL STUDIES,10.3390/IJFS8030045,,,,
Murdiono A;Prohmi A;Prabowo H;P A;Gunawan S;Hanik H,Making of Smart Education and Investment System 4.0 for Halal Industry (SEISHI) Application-Based,2020,KNE SOCIAL SCIENCES,10.18502/KSS.V4I9.7332,,,,
Farras N;F H;Ramadhan M,Optimalisasi Sektor Pertanian Di Provinsi Jawa Tengah Untuk Pemberdayaan Petani Melalui Aplikasi Halal Tani,2020,DINAR JURNAL EKONOMI DAN KEUANGAN ISLAM,10.21107/DINAR.V7I1.6466,,,,
Li Y;Saxunová D,A perspective on categorizing Personal and Sensitive Data and the analysis of practical protection regulations,2020,PROCEDIA COMPUTER SCIENCE,10.1016/J.PROCS.2020.03.060,,,,
Lobozynska S;Skomorovych I;Vladychyn U,State Policy of Consumer Protection in the Digital Financial Services Market in Ukraine,2020,FINANSE I PRAWO FINANSOWE,10.18778/2391-6478.2.26.04,,,,
Gorian E,Information security at ASEAN in a digitalized economy,2020,LAPLAGE EM REVISTA,10.24115/S2446-622020206EXTRA-A656P.214-221,,,,
Mejia-Escobar J;González-Ruiz C;Duque-Grisales J,Sustainable Financial Products in the Latin America Banking Industry: Current Status and Insights,2020,SUSTAINABILITY,10.3390/SU12145648,,,,
De Koker L;Morris N;Jaffer S,Regulating Financial Services in an Era of Technological Disruption,2020,LAW IN CONTEXT A SOCIOLEGAL JOURNAL,10.26826/LAW-IN-CONTEXT.V36I2.98,,,,
Das K;Ali K,The role of digital technologies on growth of mutual funds industry,2020,INTERNATIONAL JOURNAL OF RESEARCH IN BUSINESS AND SOCIAL SCIENCE,10.20525/IJRBS.V9I2.635,,,,
Vannoni V,Financing Italian Firms Throught Invoice Trading Platforms,2020,INTERNATIONAL JOURNAL OF ECONOMICS AND FINANCE,10.5539/IJEF.V12N3P78,,,,
Flores-Ibadango M;Simbaña-Benalcázar E,Dinero electrónico e inclusión financiera en el sistema financiero ecuatoriano,2020,593 DIGITAL PUBLISHER CEIT,10.33386/593DP.2020.5-1.315,,,,
Amalia I;Maika S,Penerapan UTAUT untuk Memahami Akseptansi Mahasiswa terhadap Inovasi Cicilan Buku Berakad Murabahah,2020,ALMUZARA AH,10.29244/JAM.8.2.141-151,,,,
Nasir A;Shaukat K;Khan K;Hameed I;Alam I;Luo A,What is Core and What Future Holds for Blockchain Technologies and Cryptocurrencies: A Bibliometric Analysis,2020,IEEE ACCESS,10.1109/ACCESS.2020.3046931,,,,
Yuryeva O;Pudeyan L;Medvedskaya T;Zaporozceva E;Zemlyakova N,The impact of the digital revolution on the Russian financial sector development and the results of economic transformation,2020,E3S WEB OF CONFERENCES,10.1051/E3SCONF/202021002006,,,,
Syah R;Nasution M;Nababan K;Efendi M,Optimization Metrics Model: The Mobile Wallet for Merchant Ecosystem,2020,JOURNAL OF PHYSICS CONFERENCE SERIES,10.1088/1742-6596/1566/1/012124,,,,
Cahyadi T,"ASPEK HUKUM PEMANFAATAN DIGITAL SIGNATURE DALAM MENINGKATKAN EFISIENSI, AKSES DAN KUALITAS FINTECH SYARIAH",2020,JURNAL RECHTS VINDING MEDIA PEMBINAAN HUKUM NASIONAL,10.33331/RECHTSVINDING.V9I2.424,,,,
Doszhan R;Nurmaganbetova A;Pukala R;Yessenova G;Omar S;Sabidullina A,New challenges in the financial management under the influence of financial technology,2020,E3S WEB OF CONFERENCES,10.1051/E3SCONF/202015904015,,,,
Wisandiko F;Indarwati A,INOVASI MODEL DONASI MASJID MELALUI PENERAPAN FINANCIAL TECHNOLOGY,2020,AIRLANGGA JOURNAL OF INNOVATION MANAGEMENT,10.20473/AJIM.V1I1.19523,,,,
Sitepu A,Fenomena Rentenir: Studi Eksploratori di Kabupaten Bekasi dan Sekitarnya,2020,SOSIO KONSEPSIA,10.33007/SKA.V10I1.2022,,,,
Arefjevs I;Bogdanova O,International Finance Trilemma as a Tool for Balanced Development of an Economy,2020,EUROPEAN INTEGRATION STUDIES,10.5755/J01.EIS.1.14.26318,,,,
Salikhov D,“Regulatory Sandboxes” in Russia: New Horizons and Challenges,2020,DIGITAL LAW JOURNAL,10.38044/2686-9136-2020-1-2-17-27,,,,
GÜLEÇ T,Merkezi Olmayan Kriptopara Birimlerinin Yıkıcı Yenilik Potansiyeli,2020,YÖNETIM VE EKONOMI,10.18657/YONVEEK.605395,,,,
Kotliarov I,Digital transformation of the financial industry: The substance and trends,2020,UPRAVLENETS,10.29141/2218-5003-2020-11-3-6,,,,
Deka R;Nurhajati E;Rachma N,PENGARUH BRAND ASSOCIATION DAN BRAND AWARENESS TERHADAP BRAND LOYALTY MELALUI BRAND TRUST PADA START UP FINTECH OVO,2020,JURNAL ILMU MANAJEMEN JIMMU,10.33474/MANAJEMEN.V4I1.2702,,,,
Amiludin A;Ahmad D;Kadir N,Law and Technology (Study on The Use of Online Application Based on Electronic Information and Transaction Law),2020,JOURNAL OF PHYSICS CONFERENCE SERIES,10.1088/1742-6596/1477/7/072015,,,,
Wahyuni S;Kusumaningrum S,Jatsiyah Financing System : Fintech Berbasis Waqaf-Crowdfunding untukTercapainya Kemaslahatan Nelayan ABK,2020,DINAR JURNAL EKONOMI DAN KEUANGAN ISLAM,10.21107/DINAR.V6I1.6469,,,,
Jibril A;Kwarteng B;Botchway M;Bode A;Chovancova R,The impact of online identity theft on customers’ willingness to engage in e-banking transaction in Ghana: A technology threat avoidance theory,2020,COGENT BUSINESS  MANAGEMENT,10.1080/23311975.2020.1832825,,,,
Pečarić M;Peronja I;Mostarac M,Application of “blockchain” and “smart contract” tehnology in international payments – the case of reimbursement banks,2020,POMORSTVO,10.31217/P.34.1.18,,,,
Garzaro D;Varotto M;Pedro L;Riccomini F,Relacionamento com Clientes em Empresas Startups: Uma Análise de Publicações em Marketing,2020,FUTURE STUDIES RESEARCH JOURNAL TRENDS AND STRATEGIES,10.24023/FUTUREJOURNAL/2175-5825/2020.V12I1.420,,,,
Manta O,Financing and Fiscality in the Context of Artificial Intelligence at the Global Level,2020,EUROPEAN JOURNAL OF MARKETING AND ECONOMICS,10.26417/EJME.V3I1.P31-47,,,,
Carlos E,"Desafios culturais, metodológicos e tecnológicos da transformação digital: um estudo de caso no mercado bancário brasileiro",2020,REVISTA INOVAÇÃO PROJETOS E TECNOLOGIAS,10.5585/IPTEC.V8I2.18415,,,,
Rudra Kumar M;Kumar Gunjan V,Review of Machine Learning models for Credit Scoring Analysis,2020,INGENIERÍA SOLIDARIA,10.16925/2357-6014.2020.01.11,,,,
Siniak N;Kauko T;Shavrov S;Marina N,The impact of proptech on real estate industry growth,2020,IOP CONFERENCE SERIES MATERIALS SCIENCE AND ENGINEERING,10.1088/1757-899X/869/6/062041,,,,
Ahmed H,Role of Digital Economy in Realization of Inclusive Growth,2020,مجلة بيت المشورة,10.33001/M010420201269,,,,
Pantielieieva N;Rogova M;Zaporozhets N;Tretiak V,TRANSFORMATION IN THE ECOSYSTEM OF FINANCIAL INTERMEDIARIES IN THE CONTEXT OF DIGITALIZATION,2020,НАУКОВИЙ ВІСНИК ПОЛІССЯ,10.25140/2410-9576-2020-1(20)-49-59,,,,
Utomo Y,Legal Protection for Problem Debtor Related to the Use of the Artificial Intelligence System in Peer to Peer Lending,2020,YURIDIKA,10.20473/YDK.V35I3.19007,,,,
Setiawan M;Setyawati C,The Influence of Perceived Ease of Use on the Intention to Use Mobile Payment,2020,JOURNAL OF ACCOUNTING AND STRATEGIC FINANCE,10.33005/JASF.V3I1.67,,,,
Yuliyana Y;Zamzam F;Marnisah L,Analisis Kesadaran Merek dan Kepuasan Pelanggan ( Studi Kasus pada Pengguna Aplikasi Pembayaran Elektronik PT. Visionet Internasional OVO) di Palembang),2020,INTEGRITAS JURNAL MANAJEMEN PROFESIONAL IJMPRO,10.35908/IJMPRO.V1I1.1,,,,
Nagorny P,Bank without Branches: Digitalization of Society and Fintech Technologies of the Present and Future,2020,ACCOUNTING AND FINANCE,10.33146/2307-9878-2020-3(89)-55-59,,,,
Khalimon E;Makeeva A;Kafiyatullina V;Kharchilava G,Identification and analysis of factors determining the readiness degree of the Russian Federation financial sector to the digitalization processes,2020,EMANAGEMENT,10.26425/2658-3445-2019-4-74-84,,,,
