"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Brignall, T.","Brignall, Thomas Wells (6505927447)","6505927447","Guild life in the world of warcraft: Online gaming tribalism","2008","","","","","110","123","7","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898526654&partnerID=40&md5=6502c24602b8e674fcc91401fd748069","Electron. Tribes: The Virtual Worlds of Geeks, Gamers, Shamans, and Scammers","Book chapter","Final","","Scopus","2-s2.0-84898526654"
"Mester, L.J.","Mester, Loretta J. (7007037635)","7007037635","Optimal Industrial Structure in Banking","2008","","","","","133","162","24","10.1016/B978-044451558-2.50010-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80055046023&doi=10.1016%2FB978-044451558-2.50010-6&partnerID=40&md5=2083083f86c597cf809d2476844a94e8","Handb. of Financ. Intermediation and Banking","Book chapter","Final","","Scopus","2-s2.0-80055046023"
"Kumar, S.B.; Gnana Raj, A.A.; Albert Rabara, S.A.","Kumar, Britto Ramesh (56131190200); Gnana Raj, A. Arun (36968114200); Albert Rabara, S. (9043170100)","56131190200; 36968114200; 9043170100","A framework for mobile payment consortia system (MPCS)","2008","","2","","4721997","43","47","21","10.1109/CSSE.2008.1514","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951470836&doi=10.1109%2FCSSE.2008.1514&partnerID=40&md5=b4bac1691f7ea91d666b1cbb682063c9","Proc. - Int. Conf. Comput. Sci. Softw. Eng., CSSE","Conference paper","Final","","Scopus","2-s2.0-79951470836"
"Hearn, A.","Hearn, Alison (26036272300)","26036272300","'Meat, mask, burden': Probing the contours of the branded 'self'","2008","Journal of Consumer Culture","8","2","","197","217","467","10.1177/1469540508090086","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57749134576&doi=10.1177%2F1469540508090086&partnerID=40&md5=7355dd5f2f74aece5f7f6e3aed865b47","J. Consum. Cult.","Article","Final","","Scopus","2-s2.0-57749134576"
"Hartmann, W.R.; Manchanda, P.; Nair, H.; Bothner, M.; Dodds, P.; Godes, D.; Hosanagar, K.; Tucker, C.","Hartmann, Wesley R. (12143883100); Manchanda, Puneet (6602349914); Nair, Harikesh S. (21743406700); Bothner, Matthew S. (7003747114); Dodds, Peter Sheridan (7005561192); Godes, David (6508039312); Hosanagar, Kartik (6506753323); Tucker, Catherine E. (25631342000)","12143883100; 6602349914; 21743406700; 7003747114; 7005561192; 6508039312; 6506753323; 25631342000","Modeling social interactions: Identification, empirical methods and policy implications","2008","Marketing Letters","19","3-4","","287","304","161","10.1007/s11002-008-9048-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-54149117233&doi=10.1007%2Fs11002-008-9048-z&partnerID=40&md5=45c7ac94db0c99dad63287d3015dd374","Mark. Lett.","Article","Final","","Scopus","2-s2.0-54149117233"
"Duan, W.; Gu, B.; Whinston, A.B.","Duan, Wenjing (24170907100); Gu, Bin (7201864428); Whinston, Andrew B. (7005286020)","24170907100; 7201864428; 7005286020","Do online reviews matter? - An empirical investigation of panel data","2008","Decision Support Systems","45","4","","1007","1016","1457","10.1016/j.dss.2008.04.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-53549129191&doi=10.1016%2Fj.dss.2008.04.001&partnerID=40&md5=433d56c9ff1c6ca8543cd429ff50778c","Decis Support Syst","Article","Final","","Scopus","2-s2.0-53549129191"
"Vatanasombut, B.; Igbaria, M.; Stylianou, A.C.; Rodgers, W.","Vatanasombut, Banphot (6506079850); Igbaria, Magid (35616514800); Stylianou, Anthony C. (35617384800); Rodgers, Waymond (7101658499)","6506079850; 35616514800; 35617384800; 7101658499","Information systems continuance intention of web-based applications customers: The case of online banking","2008","Information and Management","45","7","","419","428","255","10.1016/j.im.2008.03.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-52149122949&doi=10.1016%2Fj.im.2008.03.005&partnerID=40&md5=634b7e4b4f05529886f1a7f38f0b3eb3","Inf Manage","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-52149122949"
"Guo, W.","Guo, Weidong (60022628000)","60022628000","Design of architecture for mobile payments system","2008","","","","4597616","1732","1735","14","10.1109/CCDC.2008.4597616","https://www.scopus.com/inward/record.uri?eid=2-s2.0-52349099745&doi=10.1109%2FCCDC.2008.4597616&partnerID=40&md5=b7545ea334aca5a94cf62428db4f6932","Chinese Contr. Decis. Conf., CCDC","Conference paper","Final","","Scopus","2-s2.0-52349099745"
"Floridi, L.","Floridi, Luciano (6603039594)","6603039594","Information ethics: A Reappraisal","2008","Ethics and Information Technology","10","2-3","","189","204","49","10.1007/s10676-008-9176-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-56549098820&doi=10.1007%2Fs10676-008-9176-4&partnerID=40&md5=b0064d69b82843a425cc406922d38154","Ethics Inf. Technol.","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-56549098820"
"Lehtonen, T.-K.; Pyyhtinen, O.","Lehtonen, Turo Kimmo (7007033514); Pyyhtinen, Olli (24479185500)","7007033514; 24479185500","On Simmel's conception of philosophy","2008","Continental Philosophy Review","41","3","","301","322","9","10.1007/s11007-008-9083-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-52949131341&doi=10.1007%2Fs11007-008-9083-8&partnerID=40&md5=79fb6546a17e5effd31493e1741da1e0","Cont. Philos. Rev.","Article","Final","","Scopus","2-s2.0-52949131341"
"Robinson, W.I.","Robinson, William I. (7402826459)","7402826459","Theories of Globalization","2008","","","","","125","143","71","10.1002/9780470691939.ch6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889479850&doi=10.1002%2F9780470691939.ch6&partnerID=40&md5=c6c68f8baea0fa1a4f094b38935a9215","The Blackwell Companion to Globalization","Book chapter","Final","","Scopus","2-s2.0-84889479850"
"Morrison, A.D.; Wilhelm, W.J.","Morrison, Alan D. (7402256950); Wilhelm, William J. (7102391897)","7402256950; 7102391897","The demise of investment banking partnerships: Theory and evidence","2008","Journal of Finance","63","1","","311","350","57","10.1111/j.1540-6261.2008.01317.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38149014574&doi=10.1111%2Fj.1540-6261.2008.01317.x&partnerID=40&md5=a9be491a67df99d7f02173f724dfbc9c","J. Financ.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-38149014574"
"Berger, A.N.; Klapper, L.F.; Martínez Pería, M.S.; Zaidi, R.","Berger, Allen N. (7402970440); Klapper, Leora F. (6701771031); Martínez Pería, María Soledad (6506157570); Zaidi, Rida (23007289300)","7402970440; 6701771031; 6506157570; 23007289300","Bank ownership type and banking relationships","2008","Journal of Financial Intermediation","17","1","","37","62","171","10.1016/j.jfi.2006.11.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36248976575&doi=10.1016%2Fj.jfi.2006.11.001&partnerID=40&md5=4608bd6eed4e1785578fbf36eef2acb2","J. Financ. Intermediation","Article","Final","","Scopus","2-s2.0-36248976575"
"Jentzsch, N.","Jentzsch, Nicola (25027670000)","25027670000","Financial privacy: An international comparison of credit reporting systems: Second edition","2007","","","","","1","289","27","10.1007/978-3-540-73378-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892329628&doi=10.1007%2F978-3-540-73378-2&partnerID=40&md5=46ddcce93f7a4bf661973b1d88ddaafe","Fin. Privacy: An Intl. Comparison of Credit Reporting Syst.: Second Edition","Book","Final","","Scopus","2-s2.0-84892329628"
"Muniesa, F.; Millo, Y.; Callon, M.","Muniesa, Fabian (57204371904); Millo, Yuval (8588088000); Callon, Michel (6603633713)","57204371904; 8588088000; 6603633713","An introduction to market devices","2007","Sociological Review","55","SUPPL. 2","","1","12","514","10.1111/j.1467-954X.2007.00727.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548587342&doi=10.1111%2Fj.1467-954X.2007.00727.x&partnerID=40&md5=6028604d5c195adc088b920ffa335f91","Sociol. Rev.","Article","Final","","Scopus","2-s2.0-34548587342"
"Rose, G.M.; Orr, L.M.","Rose, Gregory M. (55215793900); Orr, Linda M. (19934108300)","55215793900; 19934108300","Measuring and exploring symbolic money meanings","2007","Psychology and Marketing","24","9","","743","761","59","10.1002/mar.20182","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548167266&doi=10.1002%2Fmar.20182&partnerID=40&md5=4093724e19a0e1df4a4e760b5d3cf9ae","Psychol. Mark.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-34548167266"
"Laeven, L.; Levine, R.","Laeven, Luc (6603399214); Levine, Ross L. (23080621700)","6603399214; 23080621700","Is there a diversification discount in financial conglomerates?","2007","Journal of Financial Economics","85","2","","331","367","673","10.1016/j.jfineco.2005.06.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447637109&doi=10.1016%2Fj.jfineco.2005.06.001&partnerID=40&md5=fbb4605608737af897d175d1297406d8","J. Financ. Econ.","Article","Final","","Scopus","2-s2.0-34447637109"
"MacKenzie, D.","MacKenzie, Donald A. (7201662831)","7201662831","The material production of virtuality: Innovation, cultural geography and facticity in derivatives markets","2007","Economy and Society","36","3","","355","376","67","10.1080/03085140701428332","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447326943&doi=10.1080%2F03085140701428332&partnerID=40&md5=87d2b2dbfbb2cba86e7d5ef26bdeb419","Econ. Soc.","Article","Final","","Scopus","2-s2.0-34447326943"
"Beccalli, E.","Beccalli, Elena (7003720733)","7003720733","Does IT investment improve bank performance? Evidence from Europe","2007","Journal of Banking and Finance","31","7","","2205","2230","214","10.1016/j.jbankfin.2006.10.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249683796&doi=10.1016%2Fj.jbankfin.2006.10.022&partnerID=40&md5=be4b378a91eccf2b993bf431cbb63bf6","J. Bank. Financ.","Article","Final","","Scopus","2-s2.0-34249683796"
"Handcock, M.S.; Raftery, A.E.; Tantrum, J.M.","Handcock, Mark S. (6603858417); Raftery, Adrian E. (7006212242); Tantrum, Jeremy M. (6507507353)","6603858417; 7006212242; 6507507353","Model-based clustering for social networks","2007","Journal of the Royal Statistical Society. Series A: Statistics in Society","170","2","","301","354","559","10.1111/j.1467-985X.2007.00471.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247111980&doi=10.1111%2Fj.1467-985X.2007.00471.x&partnerID=40&md5=e6136a4de0d191b69118bab94760d019","J. R. Stat. Soc. Ser. A Stat. Soc.","Article","Final","All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-34247111980"
"Arner, D.W.","Arner, Douglas W. (15046436800)","15046436800","Financial stability, economic growth, and the role of law","2007","","","","","1","344","79","10.1017/CBO9780511511431","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922844952&doi=10.1017%2FCBO9780511511431&partnerID=40&md5=a9ab6f6452ee3871c98e1426a82803a7","Financial stab, Economic Growth, and the Role of Law","Book","Final","","Scopus","2-s2.0-84922844952"
"Eisenhardt, K.M.; Graebner, M.E.","Eisenhardt, Kathleen M. (6701924601); Graebner, Melissa E. (8212284600)","6701924601; 8212284600","Theory building from cases: Opportunities and challenges","2007","Academy of Management Journal","50","1","","25","32","12502","10.5465/AMJ.2007.24160888","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34047207566&doi=10.5465%2FAMJ.2007.24160888&partnerID=40&md5=fe35c828e9d4a56e2555f3550a329bf3","Acad. Manage. J.","Article","Final","","Scopus","2-s2.0-34047207566"
"Floridi, L.","Floridi, Luciano (6603039594)","6603039594","A look into the future impact of ICT on our lives","2007","Information Society","23","1","","59","64","152","10.1080/01972240601059094","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845741208&doi=10.1080%2F01972240601059094&partnerID=40&md5=e290b81b8e97a6176ff9bf1ac875bab8","Inf. Soc.","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-33845741208"
"Wu, J.-H.; Wang, S.-C.; Lin, L.-M.","Wu, Jen Her (7409252938); Wang, Shuching (55921397000); Lin, Limin (35743505000)","7409252938; 55921397000; 35743505000","Mobile computing acceptance factors in the healthcare industry: A structural equation model","2007","International Journal of Medical Informatics","76","1","","66","77","478","10.1016/j.ijmedinf.2006.06.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845414612&doi=10.1016%2Fj.ijmedinf.2006.06.006&partnerID=40&md5=02db3c4f2b7d761a3142e48c3200414d","Int. J. Med. Informatics","Article","Final","","Scopus","2-s2.0-33845414612"
"Searle, J.R.","Searle, John R. (7102976934)","7102976934","Social ontology: Some basic principles","2006","Anthropological Theory","6","1","","12","29","323","10.1177/1463499606061731","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250694910&doi=10.1177%2F1463499606061731&partnerID=40&md5=88a8b98226e794f4adef5933251bcdca","Anthropol. Theor.","Article","Final","","Scopus","2-s2.0-34250694910"
"Maurer, B.","Maurer, Bill (7102328519)","7102328519","The anthropology of money","2006","Annual Review of Anthropology","35","","","15","36","475","10.1146/annurev.anthro.35.081705.123127","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751048314&doi=10.1146%2Fannurev.anthro.35.081705.123127&partnerID=40&md5=c2b1bd20170ab3c47d680a84bebd99c8","Ann. Rev. Anthropol.","Review","Final","","Scopus","2-s2.0-33751048314"
"Anderson, R.; Moore, T.","Anderson, Ross J. (56431276600); Moore, Tyler (23005256800)","56431276600; 23005256800","The economics of information security","2006","Science","314","5799","","610","613","563","10.1126/science.1130992","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750440197&doi=10.1126%2Fscience.1130992&partnerID=40&md5=2cffa4b08d7e1ca8d4ed764b834bb4e7","Science","Review","Final","","Scopus","2-s2.0-33750440197"
"Beunza, D.; Hardie, I.; MacKenzie, D.","Beunza, Daniel (13408933100); Hardie, Iain (59269024700); MacKenzie, Donald A. (7201662831)","13408933100; 59269024700; 7201662831","Peripheral vision a price is a social thing: Towards a material sociology of arbitrage","2006","Organization Studies","27","5","","721","745","163","10.1177/0170840606065923","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646517499&doi=10.1177%2F0170840606065923&partnerID=40&md5=ba0d64e0d5a7e7419a2bc30a404cfc55","Organ. Stud.","Article","Final","","Scopus","2-s2.0-33646517499"
"Hand, D.J.","Hand, David J. (23372323500)","23372323500","Classifier technology and the illusion of progress","2006","Statistical Science","21","1","","1","14","564","10.1214/088342306000000060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745886270&doi=10.1214%2F088342306000000060&partnerID=40&md5=de54adc80b58826256b5b41d98e9a802","Stat. Sci.","Review","Final","All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-33745886270"
"Low, W.; Davenport, E.","Low, William (8533603500); Davenport, Eileen (8533603400)","8533603500; 8533603400","Mainstreaming fair trade: Adoption, assimilation, appropriation","2006","Journal of Strategic Marketing","14","4","","315","327","98","10.1080/09652540600947912","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551530253&doi=10.1080%2F09652540600947912&partnerID=40&md5=5dadbb4a60c41b0db12db169fefeae44","J. Strateg. Mark.","Article","Final","","Scopus","2-s2.0-79551530253"
"Rochet, J.-C.; Tirole, J.","Rochet, Jean Charles (7003964548); Tirole, Jean (13805189500)","7003964548; 13805189500","Two-sided markets: A progress report","2006","RAND Journal of Economics","37","3","","645","667","1820","10.1111/j.1756-2171.2006.tb00036.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248324442&doi=10.1111%2Fj.1756-2171.2006.tb00036.x&partnerID=40&md5=161aeb4b7b6a1f212d82e4ce45eb6112","RAND J. Econ.","Conference paper","Final","","Scopus","2-s2.0-34248324442"
"Bhattacherjee, A.; Sanford, C.","Bhattacherjee, Anol (7006737091); Sanford, Clive C. (22951715800)","7006737091; 22951715800","Influence processes for information technology acceptance: An elaboration likelihood model","2006","MIS Quarterly: Management Information Systems","30","4","","805","825","1206","10.2307/25148755","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846007680&doi=10.2307%2F25148755&partnerID=40&md5=9799e3c30948d145a976ce2a7d982d00","MIS Quart Manage Inf Syst","Article","Final","","Scopus","2-s2.0-33846007680"
"Bell, G.","Bell, Genevieve (7402206342)","7402206342","No more SMS from Jesus: Ubicomp, religion and techno-spiritual practices","2006","Lecture Notes in Computer Science","4206 LNCS","","","141","158","140","10.1007/11853565_9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750340968&doi=10.1007%2F11853565_9&partnerID=40&md5=8b0c474da0cfef2b953ea132f6bebf71","Lect. Notes Comput. Sci.","Conference paper","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-33750340968"
"Chevalier, J.A.; Mayzlin, D.","Chevalier, Judith A. (57203069604); Mayzlin, Dina (56353071500)","57203069604; 56353071500","The effect of word of mouth on sales: Online book reviews","2006","Journal of Marketing Research","43","3","","345","354","4535","10.1509/jmkr.43.3.345","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748566804&doi=10.1509%2Fjmkr.43.3.345&partnerID=40&md5=56a998f5ca55163e3002ae8aee228cc1","J. Mark. Res.","Review","Final","","Scopus","2-s2.0-33748566804"
"Armstrong, M.","Armstrong, Mark (7202399733)","7202399733","Competition in two-sided markets","2006","RAND Journal of Economics","37","3","","668","691","1996","10.1111/j.1756-2171.2006.tb00037.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745596723&doi=10.1111%2Fj.1756-2171.2006.tb00037.x&partnerID=40&md5=0ead97d2678de1e60990984b68ffe691","RAND J. Econ.","Conference paper","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-33745596723"
"Wang, J.; Lee, A.Y.","Wang, Jing (55907832700); Lee, Angela Y. (57291610100)","55907832700; 57291610100","The role of regulatory focus in preference construction","2006","Journal of Marketing Research","43","1","","28","38","280","10.1509/jmkr.43.1.28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644666218&doi=10.1509%2Fjmkr.43.1.28&partnerID=40&md5=43b1e103f88d7fb9b646f968be6b789c","J. Mark. Res.","Article","Final","","Scopus","2-s2.0-33644666218"
"Oh, S.; Lee, H.","Oh, Sangjo (9133116600); Lee, Heejin (35330139500)","9133116600; 35330139500","How technology shapes the actor-network of convergence services: A case of mobile banking","2005","","","","","483","493","11","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547861532&partnerID=40&md5=6a8c8f1bd036bc33b544400ee0fa8b4f","Assoc. Inf. Syst. - 26th Int. Conf. Inf. Syst., ICIS 2005: Forever New Front.","Conference paper","Final","","Scopus","2-s2.0-34547861532"
"Scherer, K.R.","Scherer, Klaus R. (18035263100)","18035263100","What are emotions? and how can they be measured?","2005","Social Science Information","44","4","","695","729","3024","10.1177/0539018405058216","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27944495684&doi=10.1177%2F0539018405058216&partnerID=40&md5=2e86b09d1a3ed2ba0cdf007ac6a610c7","Soc. Sci. Inf.","Review","Final","","Scopus","2-s2.0-27944495684"
"Callon, M.; Muniesa, F.","Callon, Michel (6603633713); Muniesa, Fabian (57204371904)","6603633713; 57204371904","Economic markets as calculative collective devices","2005","Organization Studies","26","8","","1229","1250","1087","10.1177/0170840605056393","https://www.scopus.com/inward/record.uri?eid=2-s2.0-26644443019&doi=10.1177%2F0170840605056393&partnerID=40&md5=dd4f7bd30527cf9e61a3a5ecb7f1f637","Organ. Stud.","Article","Final","","Scopus","2-s2.0-26644443019"
"MacKenzie, D.","MacKenzie, Donald A. (7201662831)","7201662831","Opening the black boxes of global finance","2005","Review of International Political Economy","12","4","","555","576","140","10.1080/09692290500240222","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27144557258&doi=10.1080%2F09692290500240222&partnerID=40&md5=642e7b8f37db856bafb69856d55c671d","Rev. Int. Polit. Econ.","Article","Final","","Scopus","2-s2.0-27144557258"
"Stulz, R.M.","Stulz, René M. (7004675901)","7004675901","The limits of financial globalization","2005","Journal of Finance","60","4","","1595","1638","596","10.1111/j.1540-6261.2005.00775.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-23944437887&doi=10.1111%2Fj.1540-6261.2005.00775.x&partnerID=40&md5=18f432963807ca7abb2bd1e62bef87a7","J. Financ.","Article","Final","","Scopus","2-s2.0-23944437887"
"Gilbert, E.","Gilbert, Emily (9271096200)","9271096200","Common cents: Situating money in time and place","2005","Economy and Society","34","3","","357","388","127","10.1080/03085140500111832","https://www.scopus.com/inward/record.uri?eid=2-s2.0-21144456280&doi=10.1080%2F03085140500111832&partnerID=40&md5=8bacf847b22eccbf5ccd6faf25d5debf","Econ. Soc.","Review","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-21144456280"
"North, P.","North, Peter (7006430047)","7006430047","Scaling alternative economic practices? Some lessons from alternative currencies","2005","Transactions of the Institute of British Geographers","30","2","","221","233","86","10.1111/j.1475-5661.2005.00162.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-22244451679&doi=10.1111%2Fj.1475-5661.2005.00162.x&partnerID=40&md5=cc3afce417ba6b7494056e7ba0b5892a","Trans. Inst. Br. Geogr.","Article","Final","","Scopus","2-s2.0-22244451679"
"Clark, G.L.","Clark, Gordon L. (35606454600)","35606454600","Money flows like mercury: The geography of global finance","2005","Geografiska Annaler, Series B: Human Geography","87","2","","99","112","148","10.1111/j.0435-3684.2005.00185.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-21244452651&doi=10.1111%2Fj.0435-3684.2005.00185.x&partnerID=40&md5=ca8702ad590fdb84af006e9c045a8c37","Geogr. Ann. Ser. B Hum. Geogr.","Article","Final","","Scopus","2-s2.0-21244452651"
"Morris, M.; Schindehutte, M.; Allen, J.","Morris, Michael H. (7402877541); Schindehutte, Minet (6508154235); Allen, Jeffrey A. (57670181700)","7402877541; 6508154235; 57670181700","The entrepreneur's business model: Toward a unified perspective","2005","Journal of Business Research","58","6","","726","735","1668","10.1016/j.jbusres.2003.11.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-12144271745&doi=10.1016%2Fj.jbusres.2003.11.001&partnerID=40&md5=08eb5a7e136bb2d187d87bd55cb34949","J. Bus. Res.","Article","Final","","Scopus","2-s2.0-12144271745"
"Olssen, M.; Peters, M.A.","Olssen, Mark (6603441257); Peters, Michael A. (35325340800)","6603441257; 35325340800","Neoliberalism, higher education and the knowledge economy: From the free market to knowledge capitalism","2005","Journal of Education Policy","20","3","","313","345","1714","10.1080/02680930500108718","https://www.scopus.com/inward/record.uri?eid=2-s2.0-20744446710&doi=10.1080%2F02680930500108718&partnerID=40&md5=73094328e7702d76b3d430008a2f0939","J. Educ. Policy","Review","Final","","Scopus","2-s2.0-20744446710"
"Lair, D.J.; Sullivan, K.; Cheney, G.","Lair, Daniel J. (24474582700); Sullivan, Katie (59860257600); Cheney, George E. (16241013100)","24474582700; 59860257600; 16241013100","Marketization and the recasting of the professional self: The Rhetoric and Ethics of Personal Branding","2005","Management Communication Quarterly","18","3","","307","343","256","10.1177/0893318904270744","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990397322&doi=10.1177%2F0893318904270744&partnerID=40&md5=0fe837137168669f735c803f23247bbe","Manage. Commun. Q.","Article","Final","","Scopus","2-s2.0-84990397322"
"Finkel, J.R.; Grenager, T.; Manning, C.","Finkel, Jenny Rose (8281949200); Grenager, Trond (12344773000); Manning, Christopher D. (35280197500)","8281949200; 12344773000; 35280197500","Incorporating non-local information into information extraction systems by Gibbs sampling","2005","","","","","363","370","2360","10.3115/1219840.1219885","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859918687&doi=10.3115%2F1219840.1219885&partnerID=40&md5=e2e0cc46df4d0e7b3a7563dca63aacb9","ACL - Annu. Meet. Assoc. Comput. Linguist., Proc. Conf.","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84859918687"
"Hughes, A.","Hughes, Alex (58944187200)","58944187200","Geographies of exchange and circulation: Alternative trading spaces","2005","Progress in Human Geography","29","4","","496","504","54","10.1191/0309132505ph563pr","https://www.scopus.com/inward/record.uri?eid=2-s2.0-24944569303&doi=10.1191%2F0309132505ph563pr&partnerID=40&md5=9f6f6394989f246dc5481892f7c45629","Prog. Hum. Geogr.","Article","Final","","Scopus","2-s2.0-24944569303"
"Worthington, S.","Worthington, Steve (7003673181)","7003673181","Entering the market for financial services in transitional economies: A case study of credit cards in China","2005","International Journal of Bank Marketing","23","5","","381","396","21","10.1108/02652320510612465","https://www.scopus.com/inward/record.uri?eid=2-s2.0-24144478576&doi=10.1108%2F02652320510612465&partnerID=40&md5=f2635952dbd0a719572bf6cd35e145da","Int. J. Bank Mark.","Article","Final","","Scopus","2-s2.0-24144478576"
"Thomas, L.C.; Oliver, R.W.; Hand, D.J.","Thomas, Lyn C. (7403527520); Oliver, R. W. (55427497200); Hand, David J. (23372323500)","7403527520; 55427497200; 23372323500","A survey of the issues in consumer credit modelling research","2005","Journal of the Operational Research Society","56","9","","1006","1015","107","10.1057/palgrave.jors.2602018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-24144438262&doi=10.1057%2Fpalgrave.jors.2602018&partnerID=40&md5=6c22fc20c1c9046631f4521609efa7ed","J Oper Res Soc","Review","Final","","Scopus","2-s2.0-24144438262"
"Duffy, D.L.","Duffy, Dennis L. (8536338300)","8536338300","Affiliate marketing and its impact on e-commerce","2005","Journal of Consumer Marketing","22","3","","161","163","74","10.1108/07363760510595986","https://www.scopus.com/inward/record.uri?eid=2-s2.0-18844410330&doi=10.1108%2F07363760510595986&partnerID=40&md5=69b9e1d4e575340fd1f2a3142a2e9155","J. Consum. Mark.","Article","Final","","Scopus","2-s2.0-18844410330"
"Barry, A.; Slater, D.","Barry, Andrew (7201815890); Slater, Don (7203036361)","7201815890; 7203036361","The technological economy","2004","","","","","1","204","49","10.4324/9780203022450","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905765899&doi=10.4324%2F9780203022450&partnerID=40&md5=0f646e5ae1e0a2dc93eb5401ccdf49ab","The Technol. Econ.","Book","Final","","Scopus","2-s2.0-84905765899"
"Floridi, L.; Sanders, J.W.","Floridi, Luciano (6603039594); Sanders, J. W. (59852028500)","6603039594; 59852028500","On the morality of artificial agents","2004","Minds and Machines","14","3","","349","379","738","10.1023/B:MIND.0000035461.63578.9d","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3242774495&doi=10.1023%2FB%3AMIND.0000035461.63578.9d&partnerID=40&md5=b8c36c3cb02a971fb3bdee5bedfce5d3","Minds Mach","Review","Final","","Scopus","2-s2.0-3242774495"
"Bubela, T.M.; Caulfield, T.A.","Bubela, T. M. (6508289453); Caulfield, Timothy A. (7006709177)","6508289453; 7006709177","Do the print media ""hype"" genetic research? A comparison of newspaper stories and peer-reviewed research papers","2004","CMAJ. Canadian Medical Association Journal","170","9","","1399","1407","237","10.1503/cmaj.1030762","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2342467939&doi=10.1503%2Fcmaj.1030762&partnerID=40&md5=aefc54727215bfe40ddd99468b733d27","CMAJ","Review","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-2342467939"
"Frame, W.S.; White, L.J.","Frame, W. Scott (6603936454); White, Lawrence J. (7402226219)","6603936454; 7402226219","Empirical studies of financial innovation: Lots of talk, little action?","2004","Journal of Economic Literature","42","1","","116","144","261","10.1257/002205104773558065","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2442687834&doi=10.1257%2F002205104773558065&partnerID=40&md5=6f8222fc7b538405b6be4b9a54b94cb8","J. Econ. Lit.","Article","Final","","Scopus","2-s2.0-2442687834"
