issn,eissn,subj_areas
03481646,23434929,Arts and Humanities; Social Sciences
00291420,,Medicine
03036480,,Medicine
09097252,,Medicine
00291455,,Medicine
00291463,,Psychology
08039828,,Arts and Humanities; Medicine; Nursing; Social Sciences
,25357697,Social Sciences
18902138,18902146,Social Sciences
,21747245,Arts and Humanities; Social Sciences
0332544X,,Engineering
0029182X,,Earth and Planetary Sciences; Environmental Science
13000667,,Medicine; Neuroscience
08027285,15042898,Social Sciences
08032491,,Medicine
00291951,15025292,Earth and Planetary Sciences; Social Sciences
0029196X,08014736,Earth and Planetary Sciences
08003076,,Arts and Humanities; Social Sciences
03695417,,Agricultural and Biological Sciences; Earth and Planetary Sciences
00292176,15042479,Arts and Humanities
18703550,24487228,"Economics, Econometrics and Finance; Social Sciences"
08090432,,Social Sciences
,25881582,Agricultural and Biological Sciences
10920277,,"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
01976931,15413543,Arts and Humanities; Social Sciences
1937786X,,Agricultural and Biological Sciences
15222055,15488454,Agricultural and Biological Sciences
10629408,,"Economics, Econometrics and Finance"
02755947,15488675,Agricultural and Biological Sciences; Environmental Science
22501541,19472714,Medicine
15277143,,Psychology; Social Sciences
00292397,,Arts and Humanities; Social Sciences
1042752X,,
,26665484,Medicine
14751763,,Medicine
0091164X,,Medicine
00292524,,Medicine
00292559,,Medicine
01919016,,Earth and Planetary Sciences; Environmental Science
0275262X,,Medicine
15512789,19412886,"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
01681753,,Earth and Planetary Sciences; Environmental Science
87502704,,Medicine
07409133,15356574,Arts and Humanities; Social Sciences
01489836,,Earth and Planetary Sciences; Environmental Science
,25778439,Mathematics; Physics and Astronomy
0730630X,,Earth and Planetary Sciences; Environmental Science
01941453,,Earth and Planetary Sciences; Environmental Science
19332742,,Earth and Planetary Sciences; Engineering; Environmental Science
10926194,,Agricultural and Biological Sciences
21484902,25364553,Medicine
0078172X,17458706,Arts and Humanities
07426348,,Agricultural and Biological Sciences; Materials Science
1601829X,20400586,Arts and Humanities; Social Sciences
00293156,,Agricultural and Biological Sciences; Materials Science
1183112X,,Arts and Humanities; Social Sciences
03065278,,"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
01554093,,Agricultural and Biological Sciences
15691462,,Arts and Humanities; Social Sciences
09246509,,Mathematics
03040208,,Mathematics
01675931,,Engineering; Mathematics
00292915,,Medicine
23309482,,Medicine; Health Professions
0029344X,,Agricultural and Biological Sciences
10620311,,Medicine
10096248,,Earth and Planetary Sciences
01963228,,"Business, Management and Accounting; Social Sciences"
15849074,18435629,Agricultural and Biological Sciences
10511733,,Earth and Planetary Sciences; Environmental Science
00293571,,Social Sciences
08002606,,"Pharmacology, Toxicology and Pharmaceutics"
00293652,,Arts and Humanities
03001156,,Earth and Planetary Sciences; Environmental Science
15018415,,Agricultural and Biological Sciences
,23875852,Earth and Planetary Sciences
09288937,,Earth and Planetary Sciences
00781983,26438437,Arts and Humanities
09148108,,Medicine
11056843,,Nursing
03695700,,Medicine
03427536,23675365,Agricultural and Biological Sciences
01772309,14388693,Medicine
03031829,,Medicine
08724733,2183203X,"Economics, Econometrics and Finance"
,26184788,Agricultural and Biological Sciences
11232536,15900932,Mathematics
26667177,26667185,Social Sciences
00274380,1534150X,Arts and Humanities; Social Sciences
00293970,14716941,Arts and Humanities; Social Sciences
00359149,17430178,Arts and Humanities
,,Medicine
15095681,26573083,Arts and Humanities
16122909,18600824,Chemical Engineering
03412903,,Medicine
16128591,18650805,Medicine
14346222,14360578,Medicine
00029920,,Mathematics
11321261,,Social Sciences
11282401,,Arts and Humanities
00294470,,Agricultural and Biological Sciences
00294527,19390726,Mathematics
08833648,,Medicine
07453515,,Social Sciences
00294586,20477236,Arts and Humanities; Social Sciences
00782122,25070444,Arts and Humanities
22117342,,Social Sciences
0255965X,18424309,Agricultural and Biological Sciences
,20673264,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine"
00294624,14680068,Arts and Humanities
15336077,17582237,Arts and Humanities
15208583,17582245,Arts and Humanities
03011518,,Medicine
02460122,,Medicine
07557752,,Arts and Humanities; Social Sciences
03357368,20499817,Physics and Astronomy
00294780,,Physics and Astronomy
02941414,,Arts and Humanities
00294802,,Arts and Humanities
00294810,,Medicine
03782735,,Medicine
07525370,,Medicine
02484951,,Social Sciences
02548712,,Medicine
13386905,1339004X,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Chemistry; Environmental Science"
01036351,19805381,"Economics, Econometrics and Finance"
00295035,14389134,Agricultural and Biological Sciences
01496204,,Medicine
10490248,,Medicine
18458815,,Agricultural and Biological Sciences; Engineering
13342312,,Arts and Humanities
10926690,15418480,Arts and Humanities
00295094,,Medicine
08382638,,Medicine
15282511,,Medicine
01303864,,Arts and Humanities
00295132,,Arts and Humanities
25370286,25370294,Immunology and Microbiology; Medicine
05468191,,Agricultural and Biological Sciences
14505444,,Mathematics
13074733,,Arts and Humanities; Social Sciences
08696365,,Arts and Humanities; Social Sciences
10553177,,Agricultural and Biological Sciences
01013300,19805403,Social Sciences
,21750491,Environmental Science; Social Sciences
,22263365,Social Sciences
19937512,23050047,Medicine
03009106,,Medicine
03212165,,Medicine
05685435,,Agricultural and Biological Sciences
05685443,26871564,Agricultural and Biological Sciences
16926013,25008692,Social Sciences
00481009,15685365,Arts and Humanities
01679732,,Arts and Humanities; Social Sciences
20729286,,Arts and Humanities
01088416,22129715,Arts and Humanities; Social Sciences
0029540X,,"Biochemistry, Genetics and Molecular Biology; Medicine"
18844049,18844057,Materials Science; Mathematics; Physics and Astronomy
16274830,,Medicine
,23977132,Chemistry; Engineering; Materials Science; Physics and Astronomy
,27316068,"Biochemistry, Genetics and Molecular Biology; Medicine"
,20563973,"Biochemistry, Genetics and Molecular Biology; Medicine"
,20555008,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
,23744677,Medicine
,20597037,Environmental Science
,23973722,Earth and Planetary Sciences; Environmental Science
,20573960,Computer Science; Engineering; Materials Science; Mathematics
,23986352,Computer Science; Medicine; Health Professions
,23974621,Engineering; Materials Science
,20567944,"Biochemistry, Genetics and Molecular Biology; Medicine"
,23972106,Chemistry; Materials Science
,23738065,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Earth and Planetary Sciences; Materials Science; Medicine; Physics and Astronomy"
,23738057,Medicine; Neuroscience
,2397768X,"Biochemistry, Genetics and Molecular Biology; Medicine"
20551010,,Medicine
,20566387,Computer Science; Physics and Astronomy
,23974648,Materials Science; Physics and Astronomy
,20573995,"Biochemistry, Genetics and Molecular Biology; Engineering; Medicine"
,23968370,Agricultural and Biological Sciences; Medicine
,20567936,Neuroscience; Social Sciences
,20567189,"Biochemistry, Genetics and Molecular Biology; Computer Science; Mathematics; Pharmacology, Toxicology and Pharmaceutics"
,26618001,Engineering; Environmental Science
,20590105,"Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
03079007,,Engineering; Materials Science
09184597,,Materials Science
10811478,,Earth and Planetary Sciences; Environmental Science
,,Medicine
03410196,,Engineering
00366978,14209144,Arts and Humanities
15562271,,Medicine
,26902052,"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
,26902060,"Immunology and Microbiology; Pharmacology, Toxicology and Pharmaceutics"
,24734756,"Environmental Science; Pharmacology, Toxicology and Pharmaceutics"
23788984,23788992,"Biochemistry, Genetics and Molecular Biology; Environmental Science; Medicine; Pharmacology, Toxicology and Pharmaceutics"
23788917,23788925,"Biochemistry, Genetics and Molecular Biology; Environmental Science; Medicine; Pharmacology, Toxicology and Pharmaceutics"
10703683,,Engineering
25426583,25903268,Arts and Humanities
09152326,,Engineering
09152334,,Computer Science; Engineering
13483447,,Computer Science; Engineering
10181601,,"Business, Management and Accounting"
22266771,,"Business, Management and Accounting; Social Sciences"
0948728X,,Computer Science; Engineering
0027707X,,Engineering
0170172X,,Engineering
10028501,,Chemical Engineering
,27731839,Chemistry; Energy; Materials Science
0191815X,,Earth and Planetary Sciences; Environmental Science
24056014,,Physics and Astronomy
20736231,,Energy; Engineering
08940401,,Engineering
05503043,,Engineering
00903752,10959904,Physics and Astronomy
0090550X,,
00900214,,
01404067,,Energy
,24523038,Energy; Physics and Astronomy
02625091,,Energy; Engineering
00295493,,Energy; Engineering; Environmental Science; Materials Science; Physics and Astronomy
0167899X,,Engineering
17385733,2234358X,Energy
00295507,,Energy; Engineering; Environmental Science
00295515,17414326,Physics and Astronomy
17452058,,Energy; Engineering
09698086,,Earth and Planetary Sciences; Engineering; Environmental Science
21551359,,Energy; Environmental Science
0369643X,,
0029554X,,Medicine
01675087,,Engineering
01689002,,Physics and Astronomy
0168583X,,Physics and Astronomy
03059804,14651882,"Biochemistry, Genetics and Molecular Biology; Chemistry"
23521791,23521791,Energy; Materials Science; Physics and Astronomy
03620034,,Engineering
09698051,18729614,"Biochemistry, Genetics and Molecular Biology; Medicine"
18693474,18693482,Medicine
01433636,14735628,Medicine
15069680,16444345,Medicine
,21496447,Medicine
00295574,,Engineering
00295582,18731546,
03759474,,Physics and Astronomy
1818331X,20740565,Physics and Astronomy
05503213,,Physics and Astronomy
09205632,,Physics and Astronomy
10619127,19317336,Physics and Astronomy
08922055,,Energy; Engineering; Medicine
07424868,,Engineering
14781336,,"Biochemistry, Genetics and Molecular Biology"
15507629,,Medicine
00295604,,Environmental Science; Medicine
00295639,1943748X,Energy
10018042,,Energy; Physics and Astronomy
00295450,,Energy; Physics and Astronomy
14513994,,Energy; Engineering
02723921,,Engineering
0145224X,,
0191278X,,Medicine
0735245X,,Engineering
09698078,,
21593337,21593345,"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
03051048,13624962,"Biochemistry, Genetics and Molecular Biology"
,,Medicine
02613166,,Medicine
17468272,,Medicine
07328311,,"Biochemistry, Genetics and Molecular Biology"
15257770,15322335,"Biochemistry, Genetics and Molecular Biology"
19491034,19491042,"Biochemistry, Genetics and Molecular Biology"
0029568X,09767975,"Biochemistry, Genetics and Molecular Biology"
01850121,24486558,Arts and Humanities; Social Sciences
07166346,07195176,Arts and Humanities; Social Sciences
20114540,2500672X,Social Sciences
02596334,,Medicine
00295566,,Medicine
00295922,15085791,Energy; Engineering; Environmental Science; Physics and Astronomy
2510442X,25104438,Arts and Humanities; Social Sciences
15685276,00295973,Arts and Humanities
01698834,,Arts and Humanities
,19364660,Mathematics; Social Sciences
21553289,21553297,Mathematics
10171398,15729265,Mathematics
19954239,19954247,Mathematics
01630563,15322467,Computer Science; Mathematics
01495720,,Engineering
10407790,15210626,Computer Science; Engineering; Mathematics; Physics and Astronomy
10407782,15210634,Mathematics; Physics and Astronomy
10705325,10991506,Mathematics
10048979,20797338,Mathematics
0749159X,10982426,Mathematics
0029599X,09453245,Mathematics
00782696,,Arts and Humanities; Social Sciences
03947394,18253911,Arts and Humanities
24055077,,Arts and Humanities
,27049795,Arts and Humanities; Social Sciences
15907929,,Arts and Humanities
1122035X,,Medicine
00296228,,Arts and Humanities
00296236,,Arts and Humanities
00296287,,Medicine
03013693,,Medicine
15949982,18269877,Physics and Astronomy
20374909,18269885,Physics and Astronomy
03926737,18269893,Physics and Astronomy
10542353,,Medicine
14715953,18735223,Nursing; Social Sciences
02606917,15322793,Nursing; Social Sciences
03633624,15389855,Nursing; Social Sciences
15414612,15414620,Nursing
20877811,24068799,Nursing
03611817,15388662,Nursing
10455485,,Nursing
13515578,,Nursing
14799189,20522924,Nursing
03604039,15388689,Nursing
02765284,,Medicine
03639568,15505103,Nursing
10942831,,Medicine
14410745,14422018,Nursing
23221488,23221674,Nursing
11853638,,Medicine
00912379,,Medicine
17911567,22413960,Nursing
10843647,,Medicine
20462336,20462344,Medicine
00296465,15581357,Nursing
1558447X,,Nursing
10467459,,Medicine
07461739,,Nursing
15365026,,Nursing; Social Sciences
09697330,14770989,Nursing
01444069,,Medicine
17514851,1751486X,Nursing
00296473,17446198,Nursing
10628061,,Nursing
0029649X,,Medicine
08966915,,Medicine
13621017,14785153,Nursing
13207881,14401800,Nursing
23627611,,Medicine
02706636,,Medicine
1528848X,,Medicine
1910622X,,Nursing
01647865,,Medicine
10761632,,Medicine
15445186,15522032,Nursing
07446314,15388670,"Business, Management and Accounting; Nursing"
13545760,20478976,Nursing
00296511,,Medicine
11721979,,Medicine
11732032,,Nursing
14720795,,Nursing
,20541058,Nursing
00296554,15283968,Nursing
03181006,,Medicine
14667681,1466769X,Nursing
23831154,23831162,Nursing
,27034542,Nursing
01127438,,Medicine
10556818,,Medicine
03816419,,Medicine
2039439X,20394403,Nursing
00296562,15389847,Nursing
20901429,20901437,Nursing
08943184,15527409,Nursing
10989153,,Medicine
15578038,,Medicine
10578323,,Medicine
00296570,20479018,Medicine
07436726,,Medicine
09568115,,Medicine
09547762,,Nursing
,,Medicine
08952809,,Medicine
02793091,,Medicine
,23529008,Nursing
19941625,19941633,"Economics, Econometrics and Finance; Nursing; Social Sciences"
02116057,,Medicine; Nursing
02121611,16995198,Medicine; Nursing
13851314,15730867,Agricultural and Biological Sciences
20726643,20726643,Agricultural and Biological Sciences; Nursing
15198928,23167874,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine; Nursing"
05504031,,Medicine
08999007,18731244,Medicine; Nursing
18797717,18797725,Agricultural and Biological Sciences; Medicine; Nursing
01635581,15327914,"Biochemistry, Genetics and Molecular Biology; Medicine; Nursing"
,20444052,Medicine
14466368,,Medicine; Nursing
00346659,,Agricultural and Biological Sciences; Nursing
02601060,2047945X,Agricultural and Biological Sciences; Medicine; Nursing
24519480,24519502,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine; Nursing"
15797376,,Medicine; Nursing
,11786388,Agricultural and Biological Sciences; Medicine; Nursing
17437075,17437075,Medicine; Nursing
00296678,,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine"
14719827,14673010,Medicine; Nursing
09850562,17683092,Medicine; Nursing
,,Medicine
10966781,,Nursing
08845336,19412452,Medicine; Nursing
08881294,,Medicine
14752891,,Medicine; Nursing
00296635,,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine"
02715317,18790739,"Biochemistry, Genetics and Molecular Biology; Medicine; Nursing"
19761457,20056168,Agricultural and Biological Sciences; Nursing
09544224,14752700,Medicine; Nursing
00296643,17534887,Medicine; Nursing
0029666X,15389839,Nursing
09394753,15903729,Medicine; Nursing
,26659026,Medicine; Nursing
1028415X,14768305,Medicine; Neuroscience; Nursing
18286232,,Medicine; Nursing
00854417,22002790,Agricultural and Biological Sciences
03410390,,Materials Science
13822373,22134360,Arts and Humanities; Social Sciences
07135815,,Arts and Humanities; Social Sciences
01068040,,Arts and Humanities; Social Sciences
01453300,,Medicine
00311057,,Chemical Engineering; Chemistry; Engineering; Materials Science
03412660,,Engineering; Materials Science
0882228X,,Arts and Humanities; Social Sciences
01696238,,Arts and Humanities; Engineering
18626599,,Medicine
01704044,,Engineering
19515995,19516002,Medicine; Nursing
19307381,1930739X,"Biochemistry, Genetics and Molecular Biology; Medicine; Nursing"
20718713,23065524,"Biochemistry, Genetics and Molecular Biology; Medicine; Nursing"
18253865,18267572,Medicine
19486553,19486561,Medicine; Nursing
16624025,16624033,Medicine; Social Sciences
15451712,15578569,Medicine; Nursing
24518476,24518476,Medicine
10717323,15508528,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine"
1871403X,18780318,Medicine; Nursing
14677881,1467789X,Medicine
17437008,,"Biochemistry, Genetics and Molecular Biology; Medicine"
,20552238,Medicine; Nursing
09608923,17080428,Medicine; Nursing
19891385,19891385,Arts and Humanities; Social Sciences
,25775790,"Biochemistry, Genetics and Molecular Biology"
,25734407,Medicine; Neuroscience
,25775820,Immunology and Microbiology; Medicine
03513947,,Arts and Humanities
02023776,,Materials Science
23137053,2713055X,Medicine; Psychology
19946309,2541819X,Engineering; Materials Science
11330481,,Arts and Humanities
12146463,18027199,Social Sciences
19945639,23105828,Social Sciences; Health Professions
,27673324,Computer Science; Mathematics
08748810,16465954,Computer Science; Social Sciences
00297704,,Earth and Planetary Sciences; Physics and Astronomy
18139779,24117110,Medicine
1753495X,17534968,Medicine
0029781X,,Medicine
12205532,,Medicine
00297828,15339866,Medicine
10291962,,Medicine
00297844,1873233X,Medicine
08898545,15580474,Medicine
16879589,16879597,Medicine
22878572,22878580,Medicine
17517214,18793622,Medicine
23137347,25003194,Medicine
22106189,22106170,Social Sciences
00696145,,Earth and Planetary Sciences; Environmental Science
13522450,,Medicine
05766370,,Agricultural and Biological Sciences; Environmental Science
09072829,,Social Sciences
26932229,,Arts and Humanities; Social Sciences
03070913,,Earth and Planetary Sciences; Environmental Science
11207434,,Medicine
15921093,,Medicine
0029800X,,Medicine
13510711,14707926,Medicine
13599364,,Medicine; Nursing; Health Professions
00297917,,Medicine
03624064,19383851,Medicine; Social Sciences
00297933,,Medicine
09514600,,Medicine; Nursing; Health Professions
00297941,,Materials Science
09627480,14718405,Medicine
0885114X,,Medicine
01994786,,Medicine
21602247,,Medicine; Health Professions
07380577,15413098,Health Professions
0164212X,15413101,Medicine; Psychology
09667903,15570703,Health Professions
02761599,,Medicine
14815532,,Medicine; Nursing; Health Professions
09518312,,Earth and Planetary Sciences; Engineering; Environmental Science
09645691,,Agricultural and Biological Sciences; Earth and Planetary Sciences; Environmental Science
,26752824,Agricultural and Biological Sciences; Earth and Planetary Sciences; Environmental Science
1598141X,,Agricultural and Biological Sciences; Chemical Engineering; Earth and Planetary Sciences; Engineering
00908320,15210642,Environmental Science; Social Sciences
16167341,16167228,Earth and Planetary Sciences
00298018,,Engineering; Environmental Science
0302184X,,Engineering
14635003,14635011,Computer Science; Earth and Planetary Sciences
08905460,,Engineering
10112723,,Agricultural and Biological Sciences; Chemical Engineering; Earth and Planetary Sciences
18120784,18120792,Earth and Planetary Sciences
02752220,,Engineering
17385261,,Earth and Planetary Sciences
20936702,2093677X,Engineering; Environmental Science; Mathematics
,22116001,Social Sciences
00298077,,Arts and Humanities; Social Sciences
00298115,,Arts and Humanities; Social Sciences
19896328,,Arts and Humanities; Social Sciences
15608433,,Agricultural and Biological Sciences; Earth and Planetary Sciences; Engineering
01820745,,Earth and Planetary Sciences
,27710378,Earth and Planetary Sciences; Environmental Science
10428275,,Earth and Planetary Sciences
00783218,,Agricultural and Biological Sciences; Earth and Planetary Sciences
00783234,23007370,Agricultural and Biological Sciences; Earth and Planetary Sciences; Engineering
0029814X,,Agricultural and Biological Sciences; Earth and Planetary Sciences; Environmental Science
03991784,,Agricultural and Biological Sciences; Earth and Planetary Sciences
1730413X,18973191,Earth and Planetary Sciences
1505232X,,Agricultural and Biological Sciences; Earth and Planetary Sciences
00014370,15318508,Earth and Planetary Sciences
,26731924,Earth and Planetary Sciences; Environmental Science
00298182,,Earth and Planetary Sciences
04737733,24499501,Chemical Engineering; Materials Science
12306169,,Environmental Science
12307831,23538589,Environmental Science
00298247,29566606,Arts and Humanities; Engineering; Environmental Science; Social Sciences
15245012,,Medicine
22726977,22576614,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
12588210,,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
0163898X,,"Business, Management and Accounting; Computer Science"
1065075X,,Computer Science; Social Sciences
1885446X,,Arts and Humanities; Psychology; Social Sciences
01622870,1536013X,Arts and Humanities
09273948,17445078,Medicine
22964681,22964657,Nursing
15420124,19375913,Medicine
22262008,,Medicine; Social Sciences; Dentistry
00787116,,Earth and Planetary Sciences; Environmental Science
03750183,,Agricultural and Biological Sciences
03906000,,Medicine
00298441,,Medicine
04725131,,Medicine
0472514X,,Medicine
16181247,16181255,Dentistry
0251172X,24914428,Dentistry
16591046,22153411,Dentistry
02550822,16097491,Social Sciences
19952848,19952856,"Economics, Econometrics and Finance; Social Sciences"
19952880,19952899,"Business, Management and Accounting; Decision Sciences"
00298549,14321939,Agricultural and Biological Sciences
,21776199,Environmental Science
19806442,19819366,Environmental Science
12103209,,Agricultural and Biological Sciences
00298557,,Earth and Planetary Sciences; Environmental Science
21135207,22698450,"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
20831277,23531827,"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
0029862X,,Arts and Humanities
24941271,,Agricultural and Biological Sciences
00298948,21996881,Agricultural and Biological Sciences
00299006,,Medicine
00299219,,Engineering
00299588,,Earth and Planetary Sciences; Engineering; Environmental Science
15269396,,Medicine
00300284,,"Business, Management and Accounting; Chemical Engineering"
00981133,,Materials Science
12012580,,Medicine
02570505,,Earth and Planetary Sciences
00300608,,Earth and Planetary Sciences; Energy; Engineering
0305876X,,Energy; Engineering
03094189,,Energy; Engineering
03912612,,Earth and Planetary Sciences
12200859,,Medicine
12200875,,Medicine
00300675,,Medicine
22260803,24143642,Medicine
18165095,25000845,Medicine
02544326,,Computer Science
,18873731,Arts and Humanities; Social Sciences
03697290,,Materials Science
01610007,,Medicine
00300950,,General
08922454,,Medicine
0094534X,,Medicine
00300993,,Medicine
00301124,,Medicine
07219415,,Engineering
,22507116,Arts and Humanities
02531933,16080637,Agricultural and Biological Sciences; Veterinary
00301299,16000706,Agricultural and Biological Sciences
00959502,23313439,Chemical Engineering; Chemistry
00959510,23313420,Agricultural and Biological Sciences; Chemical Engineering; Chemistry
02698579,,Earth and Planetary Sciences; Environmental Science
22244514,,Earth and Planetary Sciences; Energy
02539985,,Earth and Planetary Sciences
00301388,00301388,Energy
,,Chemical Engineering; Earth and Planetary Sciences; Energy
,,Energy
12944475,19538189,Chemical Engineering; Energy
01437127,,Environmental Science
20962428,2666626X,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
01950576,,Chemical Engineering; Earth and Planetary Sciences; Energy
03425622,,Energy
0208189X,17367492,Earth and Planetary Sciences; Energy
10004092,,Chemical Engineering; Chemistry; Energy
09231730,,Earth and Planetary Sciences; Energy; Engineering
0030154X,18811736,Medicine
00301752,,Medicine
13017667,,Arts and Humanities; Social Sciences
17338026,18972357,Physics and Astronomy
10109919,23123621,Arts and Humanities; Social Sciences
00302082,,Agricultural and Biological Sciences
03918645,,Medicine
15454576,15578526,"Biochemistry, Genetics and Molecular Biology"
0974620X,09747842,Medicine
1999768X,20705204,Medicine
03050483,,"Business, Management and Accounting; Decision Sciences"
00302228,15413764,Medicine; Social Sciences
15362310,15578100,"Biochemistry, Genetics and Molecular Biology"
00302260,,Medicine
03697592,,Medicine
02804123,,Medicine
15707121,,Arts and Humanities; Social Sciences
10748121,,Social Sciences
,11397365,Arts and Humanities; Social Sciences
,20795971,Social Sciences
01671618,,Medicine
18188346,24134023,Medicine
09509232,14765594,"Biochemistry, Genetics and Molecular Biology"
,21579024,"Biochemistry, Genetics and Molecular Biology"
21624011,2162402X,Immunology and Microbiology; Medicine
03784835,,Medicine
03697606,,Medicine
13900110,,Medicine
09298703,,Medicine
12923818,17652839,Medicine
10837159,1549490X,"Biochemistry, Genetics and Molecular Biology; Medicine"
00302414,14230232,"Biochemistry, Genetics and Molecular Biology; Medicine"
08909091,,"Biochemistry, Genetics and Molecular Biology; Medicine"
23661070,23661089,Medicine
1027779X,,"Biochemistry, Genetics and Molecular Biology"
24501654,24506478,Medicine
10463356,25731777,Medicine; Nursing; Social Sciences
17921074,17921082,"Biochemistry, Genetics and Molecular Biology; Medicine"
0190535X,15380688,Nursing
15485323,,Medicine
1021335X,17912431,"Biochemistry, Genetics and Molecular Biology; Medicine"
09650407,15553906,"Biochemistry, Genetics and Molecular Biology; Medicine"
22965270,22965262,"Biochemistry, Genetics and Molecular Biology; Medicine"
19705557,19705565,"Biochemistry, Genetics and Molecular Biology; Medicine"
15432158,,Medicine
20828691,24506125,Medicine
,23314737,"Biochemistry, Genetics and Molecular Biology; Medicine"
19492553,19492553,Medicine
11786930,11786930,Medicine
00302430,,Engineering
00302465,22190635,Veterinary
13002996,,Medicine
2049145X,20491468,"Pharmacology, Toxicology and Pharmaceutics"
25903330,25903322,Earth and Planetary Sciences; Environmental Science
,23678194,Agricultural and Biological Sciences; Earth and Planetary Sciences; Environmental Science
,23527714,Medicine
25873458,25873466,Agricultural and Biological Sciences; Immunology and Microbiology; Medicine; Nursing
26258641,2625865X,Arts and Humanities; Social Sciences
09478965,14330415,Medicine
18968961,,Medicine
15056732,,"Biochemistry, Genetics and Molecular Biology; Medicine"
0378584X,14230240,"Biochemistry, Genetics and Molecular Biology; Medicine"
27317226,27317234,Medicine
18024475,18035345,"Biochemistry, Genetics and Molecular Biology; Medicine"
09493441,,Medicine
23119977,,Medicine
17269776,19961812,Medicine
13532642,,Engineering
16764285,16764285,Nursing
14684527,14684535,Computer Science; Social Sciences
,22470514,Social Sciences
,19313365,Mathematics
,22287701,Agricultural and Biological Sciences; Environmental Science; Veterinary
16084217,,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
,19863497,Computer Science; Engineering; Social Sciences
,09725997,Medicine
10913734,10913734,Nursing
,25364421,Arts and Humanities
10899758,,Medicine; Nursing
24725730,,Computer Science; Social Sciences
0309314X,,Engineering
01465422,,Computer Science
,24686964,Computer Science; Social Sciences
0078463X,,Arts and Humanities; Social Sciences
00784648,,Arts and Humanities; Social Sciences
,26752719,Social Sciences
07171285,07185758,Arts and Humanities; Social Sciences
19351623,,Medicine
07742827,17831652,Arts and Humanities
08905215,,Medicine
03005275,,Medicine
00784850,,Earth and Planetary Sciences; Environmental Science
19157398,,Engineering; Medicine
00302953,,Medicine
04751450,,Medicine
10121587,,Arts and Humanities; Social Sciences
04746279,,"Economics, Econometrics and Finance; Energy"
17530229,17530237,"Economics, Econometrics and Finance; Energy"
02770180,,Earth and Planetary Sciences; Environmental Science
11791500,11791500,Medicine; Nursing
,11791519,"Medicine; Pharmacology, Toxicology and Pharmaceutics"
09747877,,"Medicine; Pharmacology, Toxicology and Pharmaceutics"
,11791543,Medicine; Health Professions
11791551,,Medicine
,18579655,Medicine
1179156X,,Medicine
,23919531,Agricultural and Biological Sciences
,18743315,Agricultural and Biological Sciences
18746136,,Immunology and Microbiology; Medicine
18748384,,Immunology and Microbiology; Medicine
25896458,,Medicine
18743218,,Medicine
18741142,,Mathematics
,23006560,Arts and Humanities; Social Sciences
18765394,,Medicine
,25436376,Earth and Planetary Sciences; Physics and Astronomy
,18742823,Earth and Planetary Sciences
18768946,,Immunology and Microbiology; Medicine
18744443,,Engineering
1874091X,,"Biochemistry, Genetics and Molecular Biology"
18750362,,Computer Science; Engineering; Medicine
20462441,,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Neuroscience"
18741967,,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
18753183,,"Biochemistry, Genetics and Molecular Biology; Medicine"
18741207,18741207,Chemical Engineering; Engineering; Medicine
18740707,,"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Engineering"
18765254,,Medicine
18768172,,"Biochemistry, Genetics and Molecular Biology; Medicine"
18764010,,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
18740790,,"Biochemistry, Genetics and Molecular Biology; Medicine"
18741924,,Medicine
1876214X,,Chemical Engineering; Chemistry
,26665395,Materials Science
18741231,,Chemical Engineering
23915420,23915420,Chemistry; Materials Science
18741495,18741495,Engineering
18742416,,"Biochemistry, Genetics and Molecular Biology; Medicine"
1874916X,,Social Sciences
1876391X,,Medicine
,22991093,Computer Science
18748368,,Engineering
18748287,,Medicine; Nursing
,24513474,Arts and Humanities; Social Sciences
1874110X,,Engineering; Mathematics
18742106,,Dentistry
