record_no,line_no,text
2019-0016,5,"technology acceptance model (tam) was used to spot the main causes, a problem illustrated by intention to use and considering the usefulness and also ease of use the applications."
2019-0016,6,"eighty-two of diploma degree students were asked to complete a set of tam-questionnaires, and answer which applications they use the most."
2019-0016,7,"the hypothesis testing indicates that the high degree of usefulness of similarities, ease of use perceptions, attitude to actual usage between go-pay and ovo."
2019-0026,0,regulators often have three different approaches when it comes to regulating fintech.
2019-0026,1,"ignore, liken, or regulate."
2019-0026,2,"as one of the most regulated sectors in turkish economy, financial services are far from being ignored."
2019-0026,3,fintech companies in turkey have been developing innovative products and services that provide great value for consumers and businesses.
2019-0026,4,"fast pace of development in areas based on electronic services such as e-invoice, e-payments, e-government services, importance of fintechs have become more apparent with their agility in taking action and offering innovative services."
2019-0026,5,"however, as agile as they might be, fintech companies tend to ignore the regulations which financial institutions are subject to."
2019-0026,6,"""if it works here, it works everywhere"" approach may have a serious downside when it comes to execution stage."
2019-0026,7,"from definition of the service to areas of application, to formation of the company and background of the investors, the ever-dictating financial sector regulations change dramatically from one country to another."
2019-0026,8,"as in the example of popular payment provider paypal, failing to keep primary systems domestically may lead to a rejection of license application from brsa (banking regulation and supervision agency) [1] another example of such regulations is the need to do due diligence and monitor suspicious customer activity for aml/ctf purposes for some fintechs in payment industry."
2019-0026,9,"such requirements can be daunting for a technology-oriented point of view, and many of these companies face these facts at a later stage when they try to coexist or collaborate with other financial institutions."
2019-0026,10,"as these requirements may alter operational costs, human resources, and even it infrastructure, they struggle to find investment or sign contracts with financial institutions."
2019-0026,11,this study covers both successful and unsuccessful fintech projects in payments and their position against regulations and offer remediations for better acceptance within turkish financial sector.
2019-0014,0,"although fintech subject has been highly discussed by the financial institutions in all around the world, there are only a few studies on how banks should draw a framework for fintech integration."
2019-0014,1,"in this research, we are aiming to draw a framework by using business experience in kuveyt turk participation bank in turkey to give guidance to other financial institutions in fintech integration process."
2019-0014,2,this study contains entire fintech integration process from revealing the needs of the internal departments to the completion of fintech integration.
2019-0014,3,we divided fintech integration process into seven phases.
2019-0014,4,"first phase, collecting needs of internal departments."
2019-0014,5,second phase consist of scouting relevant fintechs around the world by using databases and online platforms.
2019-0014,6,"third phase, fintech makes presentation for introduction and explains its business model."
2019-0014,7,"at the end of this meeting, relevant bank employees evaluate the presentation and decide whether to invite fintech again for business committee or not."
2019-0014,8,"fourth phase, fintech enters business committee to make presentation for vice presidents of the relevant departments."
2019-0014,9,"fifth phase, fintech meets with it, compliance and legal departments to discuss and solve problems."
2019-0014,10,"in sixth phase, senior management makes decision to start poc (proof of concept) process."
2019-0014,11,"lastly, in seventh phase, fintech integration comes alive for the customer use."
2019-0014,12,all these phases are constructed to mitigate risks and increase awareness of fintechs in the departments.
2019-0014,13,"in this way, most of the departments get in touch with fintechs and understand the importance of external collaboration."
2019-0027,0,crisis of traditional financial system and the wave of technological innovations supported the accelerated formation of the global cryptocomplex.
2019-0027,1,"the complex is rapidly evolving, by the end of july 2018 there were about 1700 cryptoprojects globally."
2019-0027,2,the cryptocomplex includes separate cryptosystems linked into a single network via cryptocurrencies trade.
2019-0027,3,"the article reveals economic nature and business models of the three largest and most famous cryptosystems  bitcoin, ethereum  ripple, which are responsible for about 70% of the global cryptocomplex capitalization."
2019-0027,4,"though bitcoin and ethereum try to create the alternative to the traditional financial system, ripple proposes new cutting edge technological and effective decisions for the existing banking and payments systems."
2019-0027,5,"the authors show that the largest global private cryptosystem bitcoin, whose goal is substitution of fiat money with bitcoin cryptocurrency, in reality is far away from the ideal system of distributed money, which automatically maintains deals between peers via the neutral computer code."
2019-0027,6,"bitcoin, as well as other systems of cryptocurrencies, has inherent hierarchy and vivid monopoly effects."
2019-0027,7,"de-facto control over the bitcoin functioning rests with the largest players, who replaced the central bank."
2019-0027,8,these players are the main beneficiaries of recurrent rise in capitalization of cryptocurrencies.
2019-0027,9,the strategic task of making bitcoin an alternative to fiat money as a mean of payments has failed.
2019-0027,10,due to the excessive price volatility bitcoin failed to become a worthy alternative to fiat money and traditional assets as a mean of saving for broad categories of investors.
2019-0027,11,"ethereum and ripple business models are weakly linked to the dynamics of cryptocurrencies development, serving these systems."
2019-0027,12,"ethereum business model provides for maximization of incomes, rents and other benefits for the system creators from its extensive development."
2019-0027,13,ripple made an economic bet on selling its special digital solutions to traditional players in financial markets.
2019-0027,14,the authors make a conclusion that cryptocurrencies effectively serve interests of the two clienteles.
2019-0027,15,"first are the pioneers of financial sector digitalization, including computer programmers, computer engineers, cryptography and game theory experts as well as venture investors working in parallel."
2019-0027,16,second are economic agents engaged into various illegal and criminal activities.
2019-0027,17,the authors forecast that given the policies of financial markets regulators the pseudo anonymity of transactions in the sector of cryptocurrencies will cease to exist in the nearest future.
2019-0015,0,introduction.
2019-0015,1,the rapid development of the digital economy at the national and worldwide levels in recent decades has accelerated processes of transformation of financial systems and led to financialiation of the global economy.
2019-0015,2,"fintech companies operating in the financial market represent a new, quite special category of parabank institutions."
2019-0015,3,they are characterised by the implementation of modern technologies to develop and provide traditional financial services.
2019-0015,4,"it would not be possible to provide such services without the internet and digitalisation, compatibility of electronic devices, including hardware and software, nor would it become possible without new experiences, skills and consumer confidence."
2019-0015,5,"this is a kind of analogy with search engines that have changed the architecture of the market and mediation and led to the transformation of business models of financial market entities, in particular banks."
2019-0015,6,purpose.
2019-0015,7,this paper presents the results of the possibility of providing financial services without banks.
2019-0015,8,it determines the main aspects of competition and directions of combining fintech and banking.
2019-0015,9,methods.
2019-0015,10,"in evaluation the fintech and banking sectors, the authors have used statistical monitoring, as well as dynamic, comparative and structural analysis."
2019-0015,11,results.
2019-0015,12,the results of the study show that fintech allows creating new services that are not provided by traditional financial intermediaries.
2019-0015,13,"it has been proven that the limits for fintech companies to avoid banking rules and regulations are expanding, and it is becoming increasingly difficult to prove that this is happening beyond the law or outside the law."
2019-0015,14,"an analysis of the global trends in the development of the fintech industry has shown that the volume of investments in this area in 2018 was usd 111.8 billion, which is almost 6 times more than in 2013. the authors examine the main forms of interaction between banks and fintech companies."
2019-0015,15,basic models of banks' participation in the creation of fintech companies are substantiated.
2019-0015,16,"the authors of the article have analysed characteristics of the largest fintech accelerators, identified and characterised the main risks and opportunities relating to fintech for the banking and consumer sectors."
2019-0015,17,conclusions.
2019-0015,18,the presented paper reveals the modern trends in fintech development.
2019-0015,19,they should be taken into account in defining the key determinants of the transformation of the banking sector in relation to the formation of new business models of banks with regard to the challenges of digitalisation.
2019-0019,0,this research examines the way in which traditional banks are competing against the emerging fintech startups.
2019-0019,1,"this study identifies driving factors and uniqueness that illustrate the peculiar characteristics of incumbents, analyzes their internal readiness and capabilities, and examines their strategic response against fintech startups."
2019-0019,2,"in doing so, this paper examines small town bank (stb)1, a regional bank in indonesia, regarding its ability to innovate."
2019-0019,3,"data are obtained from primary sources through internal and external questionnaires, as well as secondary data."
2019-0019,4,"the results of the study indicate that, in general, the bank already has a reasonably good innovation readiness, but there are several aspects that need to be noted, namely: optimization of current services, consolidation, and internal restructuration."
2019-0019,5,"concurrently, while fintech has a very broad and massive technical and managerial impact, it does not mean that incumbent banks and traditional financial services cannot compete."
2019-0030,0,fintech innovations are one of strategic decisions to increase the profitability of a company.
2019-0030,1,this study determines the level of profitability of companies before and after the emergence of fintech products.
2019-0030,2,the authors focused on companies that have launched fintech products and published their financial reports.
2019-0030,3,the study sample consisted of 17 fintech products from 16 companies in indonesia.
2019-0030,4,"the limited number of the sample was caused by not all of them having published its financial reports, while we have checked 157 fintech companies."
2019-0030,5,an event study approach using paired sample t-test is utilized.
2019-0030,6,"the period used in this study is four years, covering two years before and two years after the company launched fintech products."
2019-0030,7,"data were obtained from idx, fintech.id, and company web-pages."
2019-0030,8,"the results clearly showed that there was a significant influence on return on assets (roa), but no significant difference in return on equity (roe)."
2019-0030,9,this finding gives more contribution to the fintech industry about the companys profitability impact of launching fintech product.
2019-0004,0,agriculture plays an important in providing food security and sustainability for the people in any country.
2019-0004,1,"however, lack of funding and limited distribution channels to reach customers are frequent problems faced by farmers to meet the level of sustainability."
2019-0004,2,"agriculture's sustainability can be strengthened by allowing an innovation of services such as financial technology (fintech), and digital marketplace."
2019-0004,3,digital marketplace with fintech enabled might transform agriculture's business process into more sustainable in term of funding and distribution.
2019-0004,4,fintech offers farmers convenient ways of getting sources of funding through crowdfunding and digital payment system.
2019-0004,5,"thus, digital marketplace can act as a platform for fintech to integrate the innovative financial solution into broader agriculture's ecosystem."
2019-0004,6,the study proposes a modelling digital marketplace with fintech enabled especially crowdfunding and payment system in order to support agriculture's sustainability.
2019-0004,7,"the model connects all actors (farmers, landowners, investors, and consumers) into a platform that can promote transparency, empowerment, resourcefulness, and public engagement in agriculture."
2019-0022,0,financial technology (fintech) is considered a taxonomy that describes a wide range of ict (information and communications technology) associated with financial transactions and related operations.
2019-0022,1,"improvement of service quality is the main issue addressed in this taxonomy, and there are a large number of emerging technologies including blockchain-based cryptocurrencies and smart contracts."
2019-0022,2,"due to its innovative nature in accounting, blockchain can also be used in lots of other fintech contexts where token models play an important role for financial engineering."
2019-0022,3,"this paper revisits some of the key concepts accumulated behind this trend, and shows a generalized understanding of the technology using an adapted stochastic process."
2019-0022,4,"with a focus on financial instruments using blockchain, research directions toward stable applications are identified with the help of a newly proposed stabilizer: interpretation function of token valuation."
2019-0022,5,"the idea of adapted stochastic process is essential for the stabilizer, too."
2019-0022,6,copyright
2018-0007,0,"due to recent developments in it technology, various fintech technologies composing of finance and technology are being developed."
2018-0007,1,"especially, because of rapidly growing online market and supply of mobile devices, the need for mobile fintech payment service that enables easy online and off-line payment has increased."
2018-0007,2,"according to the 2013 report by market research company gartner, purchase related global mobile payment market size was predicted to grow from $45.1 billion in 2012 to $224.3 billion in 2017 with average annual growth of 38%."
2018-0007,3,the study will surveyed the recent trends of mobile fintech payment services and categorized them based on the service forms to suggest requirements and security challenges so that better and securer service can be provided in the future.
2018-0007,4,"first, the study defined existing payment services and fintech payment services by comparing them, and analyzed recent mobile fintech payment services to classify mobile fintech payment service providers into hardware makers, operating system makers, payment platform providers, and financial institutions to show their common features."
2018-0007,5,"finally it defined requirements that mobile fintech payment services must meet and security challenges that future and present mobile fintech payment services will encounter in the perspective of mutual authentication, authorization, integrity, privacy, and availability."
2018-0007,6,"through the suggested study, it is expected that mobile fintech payment services will develop into more secure services in the future."
2018-0002,0,"based on a systematic review of influential publications among 402 papers published between 2010 and 2018, this paper identifies gaps in economics and finance research regarding two applications of fintech: crowdfunding and blockchain."
2018-0002,1,analysing these records shows that (i) current research on fintech is fragmented with limited theoretical grounding.
2018-0002,2,(ii) crowdfunding and blockchain can be regarded as two innovations that may disrupt traditional financial intermediation but in different ways.
2018-0002,3,"(iii) crowdfunding platforms substitute for traditional financial intermediaries and serve as a new intermediary, without eliminating the need for intermediation."
2018-0002,4,"(iv) similar to crowdfunding, blockchain also creates new intermediaries."
2018-0002,5,and (v) the trust element inherent in blockchain enables blockchain to eliminate the need for intermediaries in some financial areas but not all.
2018-0001,0,the purpose of this paper is to develop an insight and review the effect of fintech development against the broader environment in financial technology.
2018-0001,1,"we further aim to offer various perspectives in order to aid the understanding of the disruptive potential of fintech, and its implications for the wider financial ecosystem."
2018-0001,2,"by drawing upon very recent and highly topical research on this area this study examines the implications for financial institutions, and regulation especially when technology poses a challenge to the global banking and regulatory system."
2018-0001,3,"it is driven by a wide-ranging overview of the development, the current state, and possible future of fintech."
2018-0001,4,this paper attempts to connect practitioner-led and academic research.
2018-0001,5,"while it draws on academic research, the perspective it takes is also practice-oriented."
2018-0001,6,"it relies on the current academic literature as well as insights from industry sources, action research and other publicly available commentaries."
2018-0001,7,"it also draws on professional practitioners roundtable discussions, and think-tanks in which the author has been an active participant."
2018-0001,8,"we attempt to interpret banking, and regulatory issues from a behavioural perspective."
2018-0001,9,the last crisis exposed significant failures in regulation and supervision.
2018-0001,10,it has made the financial market law and compliance a key topic on the current agenda.
2018-0001,11,disruptive technological change also seems to be important in investigating regulatory compliance followed by change.
2018-0001,12,we contribute to the current literature review on financial and digital innovation by new entrants where this has also practical implications.
2018-0001,13,we also provide for an updated review of the current regulatory issues addressing the contextual root causes of disruption within the financial services domain.
2018-0001,14,the aim here is to assist market participants to improve effectiveness and collaboration.
2018-0001,15,the difficulties arising from extensive regulation may suggest a more liberal and principled approach to financial regulation.
2018-0001,16,"disruptive innovation has the potential for welfare outcomes for consumers, regulatory, and supervisory gains as well as reputational gains for the financial services industry."
2018-0001,17,it becomes even more important as the financial services industry evolves.
2018-0001,18,"for example, the preparedness of the regulators to instil culture change and harmonise technological advancements with regulation could likely achieve many desired outcomes."
2018-0001,19,"such results range from achieving an orderly market growth, further aiding systemic stability and restoring trust and confidence in the financial system."
2018-0001,20,our action-led research results have implications for both research and practice.
2018-0001,21,"these should be of interest to regulatory standard setters, investors, international organisations and other academics who are researching regulatory and competition issues, and their manifestation within the financial and social contexts."
2018-0001,22,"as a perspective on a social construct, this study appeals to regulators and law makers, entrepreneurs, and investors who participate in technology applied within the innovative financial services domain."
2018-0001,23,"it is also of interest to bankers who might consider fintech and strategic partnerships as a prospective, future strategic direction.1"
2018-0006,0,fintech has been playing an increasing role in shaping financial and banking landscapes.
2018-0006,1,"in this paper, we use account-level data from lendingclub and y-14m data reported by u.s. banks with assets over $50 billion to examine whether the fintech lending platform could expand credit access to consumers."
2018-0006,2,"we find that lendingclub's consumer lending activities have penetrated areas that may be underserved by traditional banks, such as in highly concentrated markets and areas that have fewer bank branches per capita."
2018-0006,3,we also find that the portion of lendingclub loans increases in areas where the local economy is not performing well.
2018-0024,0,"technological innovation, recent regulatory initiatives and mass consumers' changing expectations are quickly re-shaping the payments' sector, paving the way to a more open environment where even non-banking players see a huge opportunity to gain momentum and disrupt the incumbents, namely the financial institutions."
2018-0024,1,"fintech startups, high-tech firms but also mobile network operators are indeed challenging the status quo with their innovative propositions, trying to disintermediate banks from their traditional function of payment service providers."
2018-0024,2,"in the payments market, mobile wallets represent one of the innovations with highest potential of growth in the consumer-to-business segment."
2018-0024,3,payment market is a large and profitable segment for retail banking.
2018-0024,4,"besides revenue streams from card payment transactions, new sources of revenueas and value creation have been unleashed by digital payments."
2018-0024,5,"this paper contributes to provide a better understanding of the mobile wallet ecosystem, also analyzing a set of four business cases so to identify potential sources of competitive advantage for retail banks in a market characterized by an increased non-bank competition."
2018-0024,6,mobile wallet platforms can be a powerful tool for banks to cope with the customer-centric approach.
2018-0024,7,"the structure of the paper analyse the recent trends in the financial services industry, involving the entry of new players (fintech)."
2018-0024,8,the evolution of payments in the market.
2018-0024,9,the concept of ecosystem applied to the new payment landscape.
2018-0024,10,and it outlines the banks' roles in the new mobile payment environment.
2018-0025,0,"fintech, the merging of finance and modern internet-based technology, has rapidly presented itself as a disruptor to traditional business financing, notably in the form of crowdfunding and peer-to-peer (p2p) lending."
2018-0025,1,"in this paper, we examine the determinants of the use of fintech finance by businesses, with a particular focus on the ownership, governance, and business practices that may modify the relationships with conventional motivations for external finance."
2018-0025,2,"using a comprehensive sample of chinese hi-tech small and medium-sized enterprises (smes), we find that state-owned enterprises (soes) and family firms and financially constrained firms are respectively much less and much more likely to seek fintech finance."
2018-0025,3,"in the chinese context, we argue that part of this may be because of the relative ease with which soe smes can access cheaper conventional finance through soe banks."
2018-0025,4,the quality of traditional relationship banking also affects the relative desirability of fintech financing.
2018-0025,5,"as for family firms, we find that innovation, as exemplified by rd activity, effectively overrides any conventional reluctance to access external finance, suggesting the relative benefits of fintech finance for innovative high-growth firms."
2018-0026,0,the purpose of the study was too disruptive technology.
2018-0026,1,the rapid changes in technology due to the innovation has brought an impacts in changes on human lifestyle.
2018-0026,2,technology simplifies and accelerates human being in doing its activity.
2018-0026,3,the development of digital technology (disruptive technology) has an impact on all aspects of human life.
2018-0026,4,the purpose of this research is to see the phenomenon of the conventional banking in indonesia to make changes in its business processes in order to compete with fintechs company that is growing rapidly.
2018-0026,5,this research method looks at the phenomenon on conventional banking in indonesia by looking at the impact of technology and digital.
2018-0026,6,"the first phenomenon is the rapid development in the world currently occur in the digital economy, one of which is a digital-based financial service known as financial technology (fintech)."
2018-0026,7,"the second phenomenon is digital technology has been able to change the behavior of indonesian people in all aspects of life, such as electronic books, electronic newspapers, online sales and public transportation (taxis and motorcycles)."
2018-0026,8,"the third phenomenon is fintechs services in indonesia include payment channel system, digital banking, online/digital insurance, peer-to-peer (p2p) lending and crow funding."
2018-0026,9,banks should be able to balance the development of this digital technology by providing new products that are close to customer's wishes.
2018-0026,10,there is a gap that has not been served by banks in indonesia that resulted in the emergence of potential benefits that can be taken by start-up company (pioneer) fintech in providing services and banking products.
2018-0026,11,banking in indonesia can synergize with start-up companies (pioneer) fintech by changing its business process by doing business process reengineering (bpr).
2018-0008,0,"complementing europe's bank-based system with deeper capital markets and more cross-border financial integration promises benefits, but despite long-running debate and policy action, financial system change remains slow."
2018-0008,1,fintech has the potential to change financial intermediation structures substantially.
2018-0008,2,"it could disrupt existing intermediation with new business models empowered by intelligent algorithms, big data, cloud computing, and artificial intelligence."
2018-0008,3,lower costs and potentially better consumer experiences could be the driving forces.
2018-0008,4,"yet, empirically, fintech remains very small, especially in the european union (eu)."
2018-0008,5,"even the largest fintech market, in china, is of marginal size compared to overall financial intermediation."
2018-0008,6,"in the eu, much of fintech is concentrated in the uk."
2018-0008,7,we argue that policymakers need to consider four questions urgently.
2018-0008,8,(i) develop a european or national fintech market?
2018-0008,9,(ii) what regulatory framework to pursue?
2018-0008,10,(iii) should supervision of fintech be exercised at the european level?
2018-0008,11,(iv) what is the overall vision for the eu's financial system?
2018-0008,12,getting the answers to these questions right at an early stage of market development constitutes an opportunity to shape a stable and cost-efficient financial system.
2018-0008,13,"in contrast, late action could mean that europe loses out to foreign competitors and misses an opportunity to improve financial intermediation in europe."
2018-0028,0,"fintech, which is a shorthand expression for financial technology, is basically referring to all the technological innovations in the financial sector that started to develop exponentially, especially in the second decade of the 21st century, in the era of the mobile internet revolution."
2018-0028,1,"the generation z, also called gen tech, who was growing up using the internet and especially the mobile internet on a daily basis, will probably be the larger adopter and beneficiary of these innovative financial technologies."
2018-0028,2,"the current generation of students, born about twenty years ago, is part of this cohort and this is why we decided to initiate a study regarding their perception and behavior concerning the fintech area with the help of a questionnaire applied on some of the students of the faculty of european studies from babes-bolyai university."
2018-0028,3,"because the fintech is covering financial innovations from a very broad area (including cryptocurrency, online payments, financial transfers, openbanking, investments, regtech, insurtech, etc.)"
2018-0028,4,"we decided to focus in this preliminary study, only on the blockchain technology and cryptocurrencies and in relation to these, on the online payments."
2018-0003,0,the financial sector is facing radical transformation.
2018-0003,1,"leveraging digital technologies to offer innovative services, fintech start-ups are emerging in domains such as asset management, lending, or insurance."
2018-0003,2,"despite increasing investments, the fintech phenomenon is low on theoretical insights."
2018-0003,3,"so far, the offerings of fintech start-ups have been predominantly investigated from a functional perspective."
2018-0003,4,"as a functional perspective does not suffice to fully understand the offerings of fintech start-ups, we propose a taxonomy of non-functional characteristics."
2018-0003,5,"thereby, we restrict our analysis to consumer-oriented fintech start-ups."
2018-0003,6,"our taxonomy includes 15 dimensions structured along the perspectives interaction, data, and monetization."
2018-0003,7,we demonstrate the applicability of our taxonomy by classifying the offerings of 227 fintech start-ups and by identifying archetypes via a cluster analysis.
2018-0003,8,"our taxonomy contributes to the descriptive knowledge on fintech start-ups, enabling researchers and practitioners to analyze the service offerings of fintech start-up in a structured manner."
2018-0020,0,this study explores the influence of trust and risk in the use of fintech in indonesian society.
2018-0020,1,this exploration is based on findings from previous studies that suggest that trust and risk are important aspects in considering the use of fintech.
2018-0020,2,the focus of this research is to develop and validate the research instruments that will be used next.
2018-0020,3,the basic theory of model development uses the theory of technology acceptance model (tam) developed by davis.
2018-0020,4,the models and instruments developed will be through pilot studies involving 133 communities as respondents.
2018-0020,5,this study is quantitative research and data obtained were analyzed using smart pls v3.0.
2018-0020,6,this analysis is conducted to ensure the level of reliability and validity of the instrument.
2018-0020,7,the results of this analysis find 31 instruments that are stated reliable and validity.
2018-0020,8,so it can be used for collecting data from a survey in accordance with the research.
2018-0010,0,"in recent years, the new technological keywords, fintech and iot (internet of things) have attracted interest, and at the same time, as they have already become buzz words, a gap has appeared between technologies and services that will penetrate the market and those which will disappear."
2018-0010,1,recent years have seen a remarkable trend for companies in all business sectors and industries to try to improve and extend the lifetime of their existing businesses and services by introducing the newest technologies.
2018-0010,2,"there is a requirement for fintech or iot to be integrated into the society in order to move beyond this goal, and to create new business models or services that are not descended from their existing business fields or services itself."
2018-0010,3,"while some simply maintain existing business areas that lack potential for company development, several companies find it difficult to develop business through advanced concepts, because they are bound by their existing capabilities."
2018-0010,4,"thus, there is a need to find ways to create the business models and services that surpass vested interests, are sustainable, and which fulfil the demands of the society."
2018-0010,5,"products and services using technology have been in demand through the years, and occasionally, they can actually threaten the survival of existing businesses."
2018-0010,6,this clearly demonstrates that such products and services are truly indispensable for social creation.
2018-0010,7,"this paper aims to discuss the conceptualization of approaches necessary to create such products and services, and to provide ideas for new services by introducing examples."
2018-0032,0,"the second sentence in the fourth paragraph should read: we received more than 60 submissions in total, of which 75 percent dealt with issues that were well-connected to the phenomena and research innovations that we hoped to bring to jmis readers attention."
2018-0032,1,the publisher apologizes for this error.
2018-0004,0,the emergence of financial technology around the globe is driven by efforts to deconstruct and reimagine business models embedded within financial services.
2018-0004,1,entrepreneurial endeavours to this end are diverse.
2018-0004,2,"indeed, the propensity toward complexity is considerable, bridging a range of financial services, markets, innovations, industry participants, infrastructures, and technologies."
2018-0004,3,this study aims to improve comprehension of the global fintech landscape.
2018-0004,4,it is based on the analysis of start-ups that participated in swift's innotribe competition.
2018-0004,5,"we used cluster analysis to group 402 fintech start-up firms, and then selected representative cases to create a foundational understanding of the structure of the fintech landscape."
2018-0004,6,"the main findings of this work are: (1) the development of fintech clusters to classify core services, business infrastructures, and underlying component technologies, which characterize fintech."
2018-0004,7,"(2) an analysis of how fintechs synthesize different technologies to restructure flows of financial information through competitive and cooperative mechanisms of disinter-mediation, extension of access, financialization, hybridization, and personalization."
2018-0004,8,(3) an analysis of related strategies for value creation connected with the competitive and cooperative mechanisms that were identified.
2018-0004,9,"collectively, our results offer new insights into the diversity and range of emergent innovations and technologies that q2 are transforming the financial services industry worldwide."
2018-0004,10,copyright
2018-0000,0,the financial services industry has been experiencing the recent emergence of new technology innovations and process disruptions.
2018-0000,1,"the industry overall, and many fintech start-ups are looking for new pathways to successful business models, the creation of enhanced customer experience, and approaches that result in services transformation."
2018-0000,2,"industry and academic observers believe this to be more of a revolution than a set of less influential changes, with financial services as a whole due for major improvements in efficiency, customer centricity, and informedness."
2018-0000,3,the long-standing dominance of leading firms that are not able to figure out how to effectively hook up with the fintech revolution is at stake.
2018-0000,4,we present a new fintech innovation mapping approach that enables the assessment of the extent to which there are changes and transformations in four areas of financial services.
2018-0000,5,we discuss: operations management in financial services and the changes occurring.
2018-0000,6,"technology innovations that have begun to leverage the execution and stakeholder value associated with payments, cryptocurrencies, blockchain, and cross-border payments."
2018-0000,7,"multiple innovations that have affected lending and deposit services, peer-to-peer (p2p) lending, and social media use."
2018-0000,8,"issues with respect to investments, financial markets, trading, risk management, robo-advisory and services influenced by blockchain and fintech innovations."
2018-0000,9,copyright
2018-0027,0,"this extraordinary book, written by leading players in a burgeoning technology revolution, is about the merger of finance and technology (fintech), and covers its various aspects and how they impact each discipline within the financial services industry."
2018-0027,1,it is an honest and direct analysis of where each segment of financial services will stand.
2018-0027,2,"fintech: the new dna of financial services provides an in-depth introduction to understanding the various areas of fintech and terminology such as ai, big data, robo-advisory, blockchain, cryptocurrency, insurtech, cloud computing, crowdfunding and many more."
2018-0027,3,"contributions from fintech innovators discuss banking, insurance and investment management applications, as well as the legal and human resource implications of fintech in the future."
2018-0027,4,a
2018-0029,0,"with the spread of smart devices connected to the internet anytime and anywhere, fintech-based mobile easy payment services are emerging in commerce and consumption activities."
2018-0029,1,"in order to realize a cashless society, each country adopts mobile payment method as its main policy objective."
2018-0029,2,it is actively promoting regulations and alleviating regulations.
2018-0029,3,this is a very important task.
2018-0029,4,"since the mobile easy payment services are still in the infancy phase, it is being investigated that the acceptance rate among the layers is various."
2018-0029,5,"through previous researches, it was confirmed that the most important factor affecting the intention of using mobile easy payment service was perceived usefulness, and the factors influencing perceived usefulness were classified as personal characteristics, service characteristics, environmental characteristics and service characteristics."
2018-0029,6,the purpose of this study is to investigate whether people with experience using mobile easy payment service will continue to use the service in the future and what factors influence the intention to use the service continuously.
2018-0029,7,the results of the study showed that the variables of personal characteristics and service characteristics influenced the intention to use continuously in the future through perceived usefulness.
2018-0029,8,"in addition, it has been found that the various gaps between the layers are important factors in the future intention of mobile payment service."
2018-0029,9,"according to the results of this study, the important national task in spreading mobile payment service is suggesting that how to resolve the smart divide and the income gap is an important policy task."
2018-0012,0,financial technology or commonly known as fintech is relatively a new thing in indonesia.
2018-0012,1,this article is attempting to capture the dynamics of such technology in indonesia.
2018-0012,2,this paper was aimed to help researchers and academics who are interested in studying the phenomenon of fintech more broadly.
2018-0012,3,this study is descriptive and exploratory by nature.
2018-0012,4,"data were gathered from secondary sources, as well as interviews with practitioners, policy makers, and users."
2018-0012,5,"data were collected during the period from 2016 to 2018, which was divided into several different stages."
2018-0012,6,"the results of the study show that fintech is more than just a phenomenon, it cannot be compared to other start-ups, and has the potential to fundamentally change the business and economic landscape."
2018-0030,0,fintech startups and services are one of the most dynamic segments of the modern economy.
2018-0030,1,new financial technologies have already attracted many investors and form millions of budgets.
2018-0030,2,"changing the traditional financial services concept, fintech companies formed a new niche within the financial services market, the dynamic development of which determines the relevance of the development and implementation of an effective regulatory and oversight system."
2018-0030,3,the purpose of the article is to develop an economic and mathematical model for forecasting the development of the fintech market on the example of ukraine.
2018-0030,4,"in order to study the development of the fintech industry, a multiple regression model was presented."
2018-0030,5,"the model describes the dependence of the total investment value of fintech from venture investments in financial technology, venture investments in other technologies and venture investments in online lending."
2018-0030,6,"based on this model, the effect of attracting investments with new fintech projects on the total volume of investments in the industry was clarified."
2018-0030,7,"according to the model, with a change in investments in fintech by 1%, the total rate of venture investments decreases by 0.03, funds in new projects of other companies grow by 0.05, and venture investments in online lending increase by 0.89. according to the analysis of regulatory legislation in the foreign countries of the fintech services sphere, it was found that the regulation of most of the risks associated with the development of fintech services falls within the competence of different supervisory authorities, requiring cross-sectoral cooperation between public institutions."
2018-0021,0,"despite the increasing role of cross-border payments within the globalization processes and rapid growth of venture sector, an issue of its implementation remains to be a debatable point for many countries."
2018-0021,1,the paper identifies disruptive challenges for financial institutions need to adapt.
2018-0021,2,the research investigates the value and the investment flows structure as most obvious indicators of fintech and describes types of payments relationships there.
2018-0021,3,"the paper considers relationships between enterprises, financial institutions and individuals, which are formed in digital payments."
2018-0021,4,"to understand the difference between regular cross-border money transfers and p2p crossborder money transfers with transferwise, both mechanisms were researched and the benefits underlined."
2018-0021,5,"for ukraine, the improvement of existing cross-border payments system with fintech is a crucial challenge."
2018-0021,6,"that is why it is important to focus on providing knowledge for people, supporting start-ups in the sector and learning the best implementation practices."
2018-0021,7,a great example of cross-border payments of fintech in ukraine is transferwise.
2018-0021,8,"the difference between regular cross-border money transfers and peer-to-peer (p2p) money transfers appears in its benefits, such as lower and more expectable transfer fee, mid-market exchange rate, less transaction period."
2018-0021,9,"by transforming existing cost structures and mitigating market imperfections, they provide innovative services that meet the users' needs for speed, trust, low cost, usability, security and transparency."
2018-0021,10,the results show high potential of fintech for cross-border payment processing.
2018-0031,0,"in this paper, we present experiences from eight years of developing a financial transaction engine, using what can be described as an integration-test-centric software development process."
2018-0031,1,we discuss the product and the relation between three different categories of its software and how the relative weight of these artifacts has varied over the years.
